layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,2446,20.0,18.0,0.063449804935193,0.0,20.0,18.0,7390.724254732762,0.063449804935193,0.0,457
3,9784,4.4,-0.4,0.0483994435297705,0.0,4.4,-0.4,2983.8963854189064,0.0483994435297705,0.0,772
4,39136,1.7,-0.8,0.0315093269691208,75.0,1.9,-0.83,708.8110562386647,0.031483020333196,0.0,1834
5,156544,0.8,-0.9,0.0265473141053761,350.0,1.2,-0.96,112.04619406908851,0.026402055857327966,375.0,2751
6,626176,0.6,-1.0,0.023456485397027,150.0,1.0,-1.06,22.992272810502488,0.022921244465443746,250.0,3669
7,2504704,0.7,-1.1,0.0222658012433691,250.0,1.0,-1.14,5.668491125106811,0.020743231169903953,175.0,4126
8,10018816,0.4,-1.0,0.0104333998734689,75.0,0.5,-1.06,0.2726750552827201,0.010311191396231711,150.0,16510
9,40075264,0.6,-1.1,0.011168612732323,500.0,0.5,-1.07,0.06388372616578294,0.01100756268719083,400.0,14676
