band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,339842009132118.1,288505123171762.9,399538670429177.94,9.000776956844518,4.606561916862943,13.104665418642504,1344.0,0.0130596037045917,0.1,6.7,1.457178053242123e-05,0.0,339842009132118.1,0.03691880400029039,0.0100440142178288,0.18,7.0,100000.0,0.0,18387.0
5,766268111181549.1,665010015184531.9,874601542507881.9,20.5402744812233,17.320919372532273,23.90591284903716,4032.0,0.0156518366105288,0.1,3.5,0.001526846220044,75.0,348108020073185.3,0.02134625097266802,0.0156518366105288,0.1,3.5,0.001526846220044,75.0,7654.0
8,182173455294249.2,158401164032363.25,208332386977084.47,26.35873583886936,19.246766924726096,34.41520914515746,11424.0,0.0128758158282524,0.1,5.8,1.0699132837032678e-05,200.0,83057583704818.1,0.012691706100819312,0.0128758158282524,0.1,5.8,1.0699132837032678e-05,200.0,11424.0
11,10462887871677.31,9638602428965.713,11506893732837.482,9.936844045240305,3.4015597529355603,23.645955578375684,31584.0,0.0024363521369078,0.2,9.6,14843.099827711188,75.0,9315511702771.133,0.0076365388413218264,0.0024363521369078,0.2,9.6,14843.099827711188,75.0,303547.0
14,156023378056305.12,130450102156912.08,185606128713253.28,45.61518824649766,30.37192809284332,68.15530928176605,87360.0,0.0254898766642478,0.1,0.1,6.334108160646699,500.0,68801596432462.23,0.00459297640739148,0.022949548190738467,0.09,0.4,0.013221646339009857,600.0,3453.0
17,399044973851055.3,371944945416247.7,428838862474074.7,5.597485945049314,3.714604895535793,9.36563450218058,100000.0,0.0128488684076374,0.1,4.3,0.0004434211935677,0.0,399044973851055.3,0.004293014618329405,0.0128488684076374,0.1,4.3,0.0004434211935677,0.0,11259.0
20,126281703477636.95,116797021403166.69,137204315396627.86,7.630152033283114,4.533955076167384,17.73202301328262,100000.0,0.0014715827146809,0.1,6.0,1.2155578089643885e-05,25.0,121789298558765.31,0.004293014618329405,0.0014715827146809,0.1,6.0,1.2155578089643885e-05,25.0,854296.0
23,13952162996874.242,13058651545952.443,14968073017407.88,4.88763489140502,2.577196411701392,12.244420922317609,100000.0,0.0008972847652777,0.1,12.0,4.858092851856727e-09,25.0,13529662528674.15,0.004293014618329405,0.0008972847652777,0.1,12.0,4.858092851856727e-09,25.0,2309202.0
26,3501565299877.888,3257118817886.685,3775442627715.396,6.210593922682646,3.8892442459282015,12.90635968957757,100000.0,0.00118892360734,0.1,7.5,5.99858904195229e-08,25.0,3391247479364.459,0.004293014618329405,0.00118892360734,0.1,7.5,5.99858904195229e-08,25.0,1281444.0
30,43207613574.09835,39055817961.95468,48237219430.7365,14.6718663597478,8.267645504205884,37.02462197089482,100000.0,0.0038485589439426,0.1,3.6,1.3927620345391053e-07,100.0,38104555225.939255,0.004293014618329405,0.0038485589439426,0.1,3.6,1.3927620345391053e-07,100.0,126562.0
