layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,0.0,,,,,,,,,,-1
3,564.0,0.8,2.6,0.0132723788899743,0.0,0.87,2.3,89062.84285370112,0.013215226513961176,0.0,10834
4,22538.0,0.1,2.0,0.0097463643295245,50.0,0.1,2.0,3.9573007505814575e-11,0.0097463643295245,50.0,19015
5,296776.0,0.2,1.1,0.0029259364632135,0.0,0.2,1.1,0.1407132504444085,0.0029259364632135,0.0,222582
6,2880648.0,0.1,2.7,0.0037158477894845,50.0,0.1,2.7,3.117394688220151e-13,0.0037158477894845,50.0,135030
7,25362406.0,0.2,0.1,0.0038435382116076,25.0,0.16,0.5,5.241238999870478e-05,0.003356299166255735,0.0,167181
8,213093688.0,0.1,1.6,0.0023241989366499,0.0,0.11,1.3,2.467855818908599e-12,0.002021802009836815,0.0,468222
