layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,18256.06,16765.775,19811.217,2.2135348,1.6857932,2.778239,4000,0.0559828979497608,2.8,-0.8,44934.14793798541,0.0,18256.06,0.02143129655391987
3,4221.2715,3969.9553,4480.801,3.5400243,2.9813838,4.131279,16000,0.04081455512949922,1.4,-1.0,10923.33490164718,0.0,4221.2715,0.010726238002182146
4,1046.169,975.7649,1118.3594,5.059963,4.2873545,5.9158034,64000,0.030000320052528284,1.1,-1.1,2648.077783265739,75.0,976.0839,0.0053657448373593646
5,251.99075,233.47723,271.30774,6.483287,5.47009,7.651407,256000,0.02362741477685032,1.1,-1.2,840.8676090734142,100.0,234.7164,0.0026835261713661143
6,58.64246,53.98384,63.55938,8.080873,6.83537,9.5260935,1024000,0.03706999999999988,2.0,-1.3,374.6295979454755,0.0,58.64246,0.001341926185121823
7,13.662098,12.496328,14.895482,9.652288,8.188058,11.354494,4096000,0.0682999999999998,1.4,-1.2,55.70759089153774,0.0,13.662098,0.0006710038250523961
8,3.1901147,2.9022534,3.4946003,10.964051,9.227096,13.005775,16384000,0.11193999999999976,0.3,-1.3,0.7199652656000615,0.0,3.1901147,0.0003355120903509215
9,0.79922307,0.72479045,0.87815404,12.088191,10.090047,14.437705,65536000,0.16033999999999976,0.3,-1.3,0.1803737150715637,0.0,0.79922307,0.00016775858896935606
10,0.22991675,0.20806837,0.25316054,12.521338,10.349807,14.928116,262144000,0.2099399999999998,0.2,-0.3,7.603067175421124e-06,0.0,0.22991675,8.387993035035688e-05
