layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1604,4.7,-0.6,0.0946412379458512,0.0,4.7,-0.6,14192.699579061918,0.0946412379458512,0.0,200
3,6416,20.0,-1.1,0.0623571940357107,0.0,20.0,-1.1,5491.201582545972,0.0623571940357107,0.0,450
4,25664,2.1,-1.2,0.0659632017975523,500.0,1.62,-1.2,807.8176644826091,0.06586381012600884,525.0,401
5,102656,0.9,-1.3,0.0903199999999998,0.0,0.8,-1.26,198.60133240535947,0.09031999999999979,100.0,225
6,410624,0.3,-1.3,0.1251899999999998,0.0,0.3,-1.3,2.6749934122847434,0.1251899999999998,0.0,112
7,1642496,0.3,-1.3,0.1606499999999998,0.0,0.3,-1.3,0.484325788435664,0.1606499999999998,0.0,67
8,6569984,0.3,-1.3,0.1922299999999998,0.0,0.3,-1.3,0.0996149481020066,0.1922299999999998,0.0,50
9,26279936,0.3,-1.3,0.2240999999999998,0.0,0.3,-1.3,0.0295414374301344,0.2240999999999998,0.0,37
