layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,best_augmented_var,kstest_stat_minus75,kstest_stat_minus100
2,161819.64,161819.64,49659.8,41892.18,37080.625,33493.473,28136.89,24064.46,20895.895,18477.275,16531.969,12378.054,0.0258102061424972,0.0145426733761061,0.0132743257322633,0.0148598062260724,0.0169276112158902,0.021828496568786,0.0267708988093379,0.0327289236728689,0.0376440779978145,0.0424387772438946,0.0589905395226374,0.024365214007268786,0.02156204513108443,0.018852514883700357,0.01602784040148786,0.013274325732263392,0.01371747806856527,0.024807940701716324,,,
3,35163.082,35163.082,15958.019,13383.99,11932.097,10930.497,9529.108,8560.96,7810.9277,7206.4,6708.9575,5616.3374,0.0291702076824512,0.0158530311579304,0.0149846416136745,0.0136117734653359,0.0136693571929904,0.0123596083966588,0.012066145388955,0.0131954684017255,0.0141404512137747,0.0147999478249087,0.0189774380422249,0.014768523899495567,0.01402037582800486,0.013051242807476493,0.012106765498232974,0.01194078220753203,0.01200370399410422,0.01219572081016096,8560.96,0.012549675081433342,0.012858860440582487
4,8889.306,8889.306,4949.0903,4010.7314,3547.055,3231.418,2818.6357,2538.7034,2335.5056,2181.2085,2055.8135,1769.119,0.0342659863077748,0.0248194142749585,0.0216462419921983,0.0183284282965047,0.0164006299953266,0.0147758843676562,0.011484546970111,0.0111312213975592,0.0104591041760278,0.0096216058857884,0.0088120529294184,0.010043845200353164,0.00978798023197747,0.009413449798661181,0.009102016071749632,0.008783699739025983,0.008408603450248605,0.008141172940525018,1947.0382,0.007726497947535209,0.007413677356342779
5,1590.5566,1590.5566,840.6842,701.0661,623.09235,571.1006,502.22455,456.06842,422.05273,394.97528,372.41644,322.39832,0.0345803065650337,0.0226398836007529,0.0188453862021387,0.0165808852437873,0.0144243919801885,0.0122394346711368,0.0112660711742574,0.0085530949259287,0.0082150920447919,0.0069985240475157,0.0080788740005091,0.007659177247519744,0.0073126994483881935,0.006991038598112231,0.006617381628687635,0.006926257990699458,0.006720418846276055,0.006976586243458427,362.5073,0.008034552217106028,0.008553094925928706
6,337.1814,337.1814,167.70154,140.65054,125.27935,115.11324,101.9622,93.249435,86.79401,81.66627,77.44983,68.08005,0.0322008055944125,0.0194601460406752,0.0165370953316501,0.0138596508597802,0.0124301198534905,0.009825852533711,0.007100504543963,0.0053847462584882,0.0048073813222822,0.0053938148222388,0.0070824877227356,0.006031391130995933,0.00569669284636054,0.005393814822238885,0.005115361150090814,0.0048073813222822,0.004831861319782027,0.005384746258488282,,0.006073532192917286,0.006572672973808036
7,89.04948,89.04948,37.934547,32.333332,29.2932,27.267305,24.620651,22.871632,21.575943,20.552496,19.708935,17.82794,0.0337605725039433,0.015016004689497,0.0114186810973475,0.0083331963707077,0.0070697878024771,0.0043324497603968,0.0031048919438453,0.003712629835236,0.0043109435946186,0.0049621853088928,0.0067807230382033,0.004389364062621248,0.004044439591080251,0.0037126298352360143,0.003391512578793665,0.0031048919438453337,0.0028066916768044736,0.0038268676220799547,23.671465,0.0049192591352694715,0.00631562260148566
8,29.89991,29.89991,16.198515,13.664125,12.343026,11.518662,10.510755,9.871504,9.399312,9.021388,8.703989,7.967569,0.0243524449152396,0.0097848187209556,0.0059822453228776,0.003966020618161,0.0024360398847819,0.002301596285818,0.0030807086433044,0.0040072698392782,0.0046839802218981,0.0052822831481347,0.00725545604578,0.004829765850776435,0.004202864904775283,0.003625270463605501,0.002932210499870913,0.00226682608494444,0.0017842247822265067,0.0017156451105398984,11.518662,0.0028940557251980192,0.005732168051366629
9,8.9464035,8.9464035,4.85799,4.084104,3.6892657,3.44493,3.1364367,2.9331908,2.7799888,2.655959,2.5512476,2.3075895,0.0246534300786809,0.0125795712843071,0.0090612581622096,0.0068760449373456,0.006245893058835,0.0040795855998947,0.0040514733229594,0.0050858678175931,0.005425823631704,0.0062887230474085,0.0077940913901872,0.005868718220427227,0.005422815264569558,0.00503036341863905,0.004531612830275589,0.004006737867395027,0.0035666203039222966,0.0036997955706982444,3.0264351,0.0048237122719769765,0.004787957833675194
10,1.4020758,1.4020758,0.6948471,0.5916092,0.5365384,0.50073403,0.45398986,0.42270723,0.3990889,0.38001087,0.36395553,0.3268005,0.0291946659792638,0.0150473748504062,0.0109508434274347,0.0094012653386949,0.0079916526206436,0.0064252517556248,0.0045850085487233,0.0051852143554204,0.0055162248865888,0.0063486700121484,0.0082192369889302,0.005965378527632792,0.0055360767702162805,0.005146979389788475,0.004705598451221538,0.004417886459025078,0.0047942052332003715,0.005431465116812861,0.42270723,0.006432229860810684,0.006902919860406587
