filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,"(2.0, 0.5, 0.044)",47.17468,38.20787,57.34406,3.9330387,1.6570514,12.296394,16384000.0,"(2.0, 0.5, 0.044)",0.0010495100819514214,0.2,3.1,4.869593996706125e-06,0.0,47.17468,0.0003355120903509215
1,"(2.0, 0.5, 0.065)",19.006046,15.189773,23.890121,4.4910736,1.7631232,14.001322,16384000.0,"(2.0, 0.5, 0.065)",0.0009428862545224626,0.4,0.4,0.2728435083731988,0.0,19.006046,0.0003355120903509215
2,"(2.0, 0.5, 0.096)",7.4275613,5.9934306,9.2406,5.486764,2.0330708,25.079126,16384000.0,"(2.0, 0.5, 0.096)",0.0010920295966036497,0.5,-0.2,0.7935428721273052,0.0,7.4275613,0.0003355120903509215
3,"(2.0, 0.5, 0.141)",2.9004047,2.2809157,3.8593264,6.90676,2.45628,31.497519,16384000.0,"(2.0, 0.5, 0.141)",0.0021184416613708734,0.5,-0.4,0.411989302797751,0.0,2.9004047,0.0003355120903509215
4,"(2.0, 0.5, 0.208)",1.0722489,0.82504034,1.4573237,9.078379,3.2497818,60.51269,16384000.0,"(2.0, 0.5, 0.208)",0.002706772117980566,0.5,-0.5,0.16806485255559286,50.0,1.0083891,0.0003355120903509215
5,"(2.0, 0.5, 0.306)",0.3120329,0.23551369,0.42668587,12.071183,3.256212,78.44662,16384000.0,"(2.0, 0.5, 0.306)",0.00428830934280644,0.3,-0.2,0.001114137589726689,0.0,0.3120329,0.0003355120903509215
6,"(2.0, 0.5, 0.45)",0.17503677,0.13140352,0.26022366,13.582359,3.521244,97.91984,16384000.0,"(2.0, 0.5, 0.45)",0.003158271402310342,0.3,-0.1,0.0005109200038094503,0.0,0.17503677,0.0003355120903509215
7,"(2.0, 1.0, 0.044)",61.50679,51.126873,75.65922,4.1552515,1.6519405,15.351008,16384000.0,"(2.0, 1.0, 0.044)",0.0005015953229197123,0.1,8.6,3.6141741309973354e-19,0.0,61.50679,0.0003355120903509215
8,"(2.0, 1.0, 0.065)",26.69711,21.60098,33.70586,4.9464865,1.9283122,17.890352,16384000.0,"(2.0, 1.0, 0.065)",0.0008031914759815961,0.2,2.5,5.234234664661386e-06,0.0,26.69711,0.0003355120903509215
9,"(2.0, 1.0, 0.096)",10.228945,8.308525,12.878731,5.65763,2.1613176,28.274094,16384000.0,"(2.0, 1.0, 0.096)",0.0005701826424239775,0.3,0.8,0.007310803897445578,0.0,10.228945,0.0003355120903509215
