band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,720.0,0.1,10.0,0.0136426022227564,0.0,0.1,10.0,6.580528373396149e-07,0.0136426022227564,0.0,10377
5,7200.0,0.1,4.1,0.0117803385559726,100.0,0.11,3.6,0.13655040016988124,0.01177824031075693,100.0,13668
8,13680.0,0.1,6.3,0.0108459223789929,200.0,0.09,6.6,9.360871174471094e-09,0.01079023979276894,175.0,15390
11,28080.0,0.2,8.6,0.0039609549066186,100.0,0.21,8.9,64129.69516131834,0.0038113821406003017,125.0,128079
14,56160.0,0.1,0.7,0.0251681997917889,0.0,0.12,0.3,9269.000337129615,0.024138160804483735,0.0,3330
17,450720.0,0.1,10.0,0.0046263825170695,0.0,0.1,10.0,7.340199774579298e-07,0.0046263825170695,0.0,84510
20,901440.0,0.1,12.0,0.0013024060420789,25.0,0.1,12.0,8.585257604203101e-09,0.0013024060420789,25.0,1140885
23,7211520.0,0.2,5.7,0.0010924295028468,50.0,0.2,5.7,56622.441991304,0.0010924295028468,50.0,1521180
26,3605760.0,0.2,3.6,0.0006122196396401,0.0,0.21,3.4,57488.59460289178,0.00036171301589682514,0.0,13690620
30,7211520.0,0.1,4.8,0.0018597968073293,0.0,0.11,4.5,2.197171474395202e-06,0.0018306730185267545,25.0,570442
