layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,4500.0,0.3,-0.4,0.0155619136602802,25.0,0.4,-0.64,740.9961071866176,0.014216496528676736,25.0,9607
3,18000.0,0.1,1.4,0.0102006571901562,50.0,0.12,1.1,4.431170388190733e-09,0.009679777494516519,75.0,20250
4,72000.0,0.1,1.7,0.0076271201625757,250.0,0.09,2.0,2.5502566460785356e-16,0.007222340797640059,225.0,36000
5,288000.0,0.1,2.4,0.0041717558324378,250.0,0.1,2.4,3.909646568035146e-15,0.0041717558324378,250.0,108000
6,1152000.0,0.1,3.1,0.0025137019173719,150.0,0.1,3.1,2.68866137403684e-16,0.0025137019173719,150.0,288000
7,4608000.0,0.1,3.5,0.0020647793016389,150.0,0.09,3.7,1.08607253075044e-19,0.0017580548526531237,100.0,576000
8,18432000.0,0.1,3.1,0.0020827990125786,150.0,0.09,3.5,5.433362902837146e-20,0.0017748401176227667,125.0,576000
9,73728000.0,0.1,2.4,0.0039437083907102,200.0,0.09,2.7,5.613902422190866e-20,0.0034785864249913256,175.0,153772
10,294912000.0,0.1,1.8,0.0075118723718071,300.0,0.09,2.1,1.89033612254617e-20,0.006963463329714398,275.0,38442
