band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,45000.0,0.1,2.5,0.0074681549659173,150.0,0.1,2.3,1.8603210623420943e-14,0.007227355679842146,125.0,33750
5,117000.0,0.1,2.0,0.0053860610487393,300.0,0.09,2.4,3.4609547523680604e-17,0.004905675719536484,300.0,74038
8,189000.0,0.1,2.9,0.0053392999873234,350.0,0.09,3.3,1.5328104997416127e-18,0.005088136258824538,325.0,70875
11,495000.0,0.1,3.1,0.0038192886142266,250.0,0.09,3.5,5.081947932169622e-19,0.0034754958858495,225.0,156619
14,1134000.0,0.1,3.4,0.0027243741277807,200.0,0.09,3.6,1.9612138706495113e-19,0.002415226562943351,150.0,318937
17,2574000.0,0.1,3.5,0.0020881503390833,150.0,0.1,3.5,3.11955328784629e-17,0.0020881503390833,150.0,407214
20,5967000.0,0.1,3.3,0.002690957508028,200.0,0.09,3.7,3.937504273644711e-20,0.0024191663120811243,175.0,314664
23,13887000.0,0.1,2.8,0.0035508255323585,200.0,0.09,3.1,5.193468210397383e-20,0.0030096771952777823,175.0,205963
26,31968000.0,0.1,1.7,0.0057471683055792,200.0,0.1,1.7,8.863613430987764e-17,0.0053010243106584864,225.0,62437
29,73701000.0,0.1,1.2,0.0089995390652392,300.0,0.09,1.5,1.0992483991790778e-19,0.00832407001879798,275.0,26989
32,59634000.0,0.1,2.3,0.0097592945074777,500.0,0.09,2.7,3.5833484457434744e-22,0.009585383992121499,475.0,20727
