band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,1292.9467,749.10767,2108.4307,421.84155,123.97443,696.23804,45000.0,0.007468154965917351,0.1,2.5,1.1062918358072212e-14,150.0,329.90546,0.0063984224173442
5,662.6544,382.08975,1248.6178,628.03,108.21224,1663.2395,117000.0,0.005386061048739371,0.1,2.0,1.9660788455800396e-14,300.0,177.02544,0.003969010248311788
8,256.6339,133.79204,650.8456,1363.7307,99.3656,3639.2358,189000.0,0.005339299987323409,0.1,2.9,8.777028962930486e-16,350.0,62.104794,0.003123040397909581
11,121.96157,57.215298,390.19293,2698.3176,93.68093,4889.278,495000.0,0.003819288614226646,0.1,3.1,2.923444918486171e-16,250.0,31.028713,0.0019299803152697053
14,48.46801,23.179575,151.67955,2654.2952,86.30504,4711.6294,1134000.0,0.0027243741277807043,0.1,3.4,7.397129576071963e-17,200.0,14.006384,0.0012751894232635628
17,28.90038,10.379934,164.69775,12164.642,72.317085,7907.98,2574000.0,0.0020881503390833833,0.1,3.5,3.11955328784629e-17,150.0,7.1123176,0.0008464353782179778
20,13.782273,5.6929874,61.2636,5707.6304,75.890045,6510.244,5967000.0,0.002690957508028025,0.1,3.3,2.287736884094358e-17,200.0,3.5849419,0.0005559445407404772
23,6.417106,2.075519,40.68718,14689.195,66.17716,8234.636,13887000.0,0.003550825532358526,0.1,2.8,2.3678233391550166e-17,200.0,1.359313,0.0003644288842482448
26,4.0182343,0.58495307,41.423286,32939.27,74.59863,9373.831,31968000.0,0.005747168305579281,0.1,1.7,9.138324006111276e-17,200.0,0.37176946,0.0002401951053511448
29,0.41692203,0.07470128,3.3163257,27951.705,85.44221,9154.597,73701000.0,0.008999539065239204,0.1,1.2,4.471882605519829e-17,300.0,0.041248344,0.00015819341995114793
32,0.013910068,0.0078334445,0.032692194,1185.7649,81.10659,2850.0388,59634000.0,0.009759294507477756,0.1,2.3,2.0157117829577442e-19,500.0,0.0037875564,0.00017586420018087293
