band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,58064760.0,0.1,1.1,0.0034805175760405,50.0,0.11,0.7,1.5126192503742263e-05,0.001954283288257086,0.0,510333
5,58064760.0,0.1,0.5,0.0427339775178944,100.0,0.12,0.1,0.15087241731821194,0.04078675571512791,25.0,1117
8,58064760.0,0.2,0.1,0.0222460527321498,0.0,0.2,0.1,18468.24377104377,0.0222460527321498,0.0,3543
11,58064760.0,0.2,0.2,0.0249205902639439,50.0,0.22,0.0,88355.71270430439,0.023982797353108293,0.0,3361
14,58064760.0,0.2,-0.4,0.0176551724764161,100.0,0.21,-0.5,60846.5334032194,0.015542301132324465,0.0,7972
18,58064760.0,0.2,-0.2,0.0166485047964062,0.0,0.24,-0.4,44190.478451096926,0.013999269794587321,0.0,8968
21,58064760.0,0.2,-0.4,0.0148560045882507,25.0,0.26,-0.7,100000.0,0.012603438279852552,0.0,11958
24,58064760.0,0.2,-0.9,0.0071016116616575,0.0,0.24,-1.0,85183.31404940787,0.005228427560399873,0.0,68115
27,58064760.0,0.2,-1.0,0.0101057468989804,350.0,0.23,-1.1,39637.533653876286,0.00801048529310372,300.0,28351
31,58064760.0,0.3,-1.2,0.0289396230330165,500.0,0.4,-1.25,71466.03590459701,0.02336563271052916,475.0,3543
