layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,3180.0,5.1,-0.3,0.0174015333470629,25.0,5.0,-0.32,3437.486393778407,0.01733855722585753,25.0,6034
3,12720.0,0.4,1.3,0.0042479077419295,0.0,0.38,1.5,2.479317677307399,0.0041027161861172945,0.0,108666
4,50880.0,0.4,0.5,0.0049798936148502,0.0,0.42,0.4,4.086107390170093,0.004937615631183112,0.0,76320
5,203520.0,0.5,-0.3,0.0025978859357299,25.0,0.5,-0.33,6.055718184774283,0.0018513891632127577,0.0,515160
6,814080.0,0.3,-0.1,0.0038702677411548,0.0,0.35,-0.3,0.14615143923077595,0.0032917765262272525,0.0,171720
7,3256320.0,0.3,-0.4,0.0052051653081889,25.0,0.25,-0.2,0.0009008688205606729,0.00502140334736656,0.0,76320
8,13025280.0,0.2,0.0,0.0061795243266705,25.0,0.2,-0.01,3.5206582088659256e-06,0.006169557728194386,25.0,50880
