layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,3180.0,0.1,9.0,0.017453275837908,0.0,0.1,9.0,8.726825621545625e-18,0.017453275837908,0.0,6034
3,12720.0,0.2,3.8,0.0050157048537351,0.0,0.19,4.1,8.694739638306987e-06,0.0050035549329717766,0.0,72444
4,50880.0,0.4,0.5,0.0052038884194933,25.0,0.45,0.3,6.202770066308381,0.005033186980521742,25.0,76320
5,203520.0,0.4,0.0,0.0024912409964499,25.0,0.4,-0.05,1.1254571860284173,0.0019413088238501297,0.0,515160
6,814080.0,0.3,-0.1,0.0037182066153217,0.0,0.33,-0.2,0.07236876863943908,0.0030240070288261034,0.0,203520
7,3256320.0,0.2,0.2,0.0056482613536508,0.0,0.24,-0.1,0.0004196859269204655,0.004926787758326556,0.0,76320
8,13025280.0,0.1,1.8,0.0064011402649208,0.0,0.11,1.5,7.104264075940708e-15,0.005977623712642655,0.0,50880
