band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,57630782.0,0.1,-0.3,0.0119489721788022,25.0,0.14,-0.7,139.89443831623828,0.011074305514047311,50.0,15828
5,57630782.0,0.2,-0.5,0.0345316970623219,350.0,0.2,-0.51,97743.84099607464,0.03353333777999273,350.0,1666
8,57630782.0,0.2,-0.1,0.0250743891054304,0.0,0.2,-0.09,27837.21676591157,0.02467667306456825,0.0,2965
11,57630782.0,0.2,-0.2,0.0291205905795174,0.0,0.2,-0.16,30622.191423885528,0.027830835635987095,0.0,2500
14,57630782.0,0.2,-0.6,0.0194735245867306,25.0,0.2,-0.61,41855.5759230307,0.018965057040594258,0.0,5275
18,57630782.0,0.2,-0.3,0.0197495090780511,0.0,0.24,-0.5,64785.16078826968,0.017402812327522874,0.0,5934
21,57630782.0,0.2,-0.5,0.0185532094719766,0.0,0.25,-0.7,77211.0861248966,0.015124080317110614,0.0,7914
24,57630782.0,0.2,-0.9,0.0069449907484421,0.0,0.24,-1.0,86403.29679835518,0.005234996303480455,25.0,71229
27,57630782.0,0.2,-1.0,0.0095705116874689,250.0,0.24,-1.1,45965.13432974693,0.008397886416175782,225.0,26709
31,57630782.0,0.3,-1.2,0.0264846534162078,350.0,0.4,-1.26,75149.93670674333,0.020458884877225803,250.0,4449
