band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,best_augmented_var,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,0.0129164305781828,0.0129164305781828,0.0113458330926919,0.0105943168532836,0.0100796262701543,0.0096825850344937,0.0090981799743858,0.0086510220725795,0.0082911362289042,0.007991021787083,0.0077330854315393,0.0071043174273252,0.0067737451324386,0.0031455557230127,0.0065343532109599,0.005405198255025,0.0034148945365461,0.0032478988229744,0.0032876743022363,0.004576062635084,0.0056490841842359,0.0057158427358011,0.0073998679241812,0.0021447656388260405,0.009682585034493738,0.0016153989074745015,0.001848750590008219,0.002374028734818845,0.0029314676330008393,0.003823424945752829,,,
3,0.2178730293278075,0.2178730293278075,0.2012615383207359,0.1891416619034776,0.1794477286486213,0.1713391278719066,0.1576541490980131,0.1459715388522595,0.1361280975251506,0.127705960850107,0.1203125360055637,0.1023993092628019,0.0236033833745943,0.0196528786828229,0.0165887936511395,0.0167937141881973,0.0180406862614863,0.0204813808604323,0.0188939829446109,0.0152807299146158,0.0157376146356162,0.0165544080700203,0.0175510039545883,0.015944182058440504,0.15159446398323045,0.01565935238418904,0.015230990981944813,0.014574420559673174,0.014981163206436915,0.014642680753856354,0.014442026022663972,0.014059415572480808,0.014386081053078759
5,2.1250359663272858,2.1250359663272858,2.0782292752029727,2.040341450885017,2.006527837439607,1.975352652500009,1.918894092075716,1.8679326042142053,1.821382649665283,1.778172281420526,1.737724967733034,1.6303249802414794,0.0119899976568569,0.0122810473721393,0.0114703562086374,0.0107318840449289,0.0105341806788625,0.0118419200469321,0.0130636040815532,0.0134472305543175,0.0123986138274145,0.0132740104496764,0.0139751984014646,0.01069857165290053,2.1250359663272858,0.011097797566553047,0.011082881472587625,0.010846154638996366,0.010534180678862554,0.010197706592892541,0.009828845626487184,0.009735592262483328,0.009240212958026517
6,1.6092577647366426,1.6092577647366426,1.5774085730133016,1.550032179108717,1.5249881058309085,1.501783883987231,1.4592746852235812,1.4210147256136834,1.3858534307757442,1.3531547634088046,1.3224564047438334,1.240215048303979,0.0111619650479872,0.0114302776381799,0.0116664321453816,0.0118888153962913,0.012103354273707,0.0130000664676686,0.0140433479617271,0.0132585359410372,0.0129735481732808,0.0138395674904368,0.015219589913793,0.010907014017105518,1.501783883987231,0.01106725874895148,0.010947783377302067,0.011019021885939229,0.011161965047987221,,,,
8,0.1527696348897537,0.1527696348897537,0.1411138043427583,0.1345166767111016,0.129417894436358,0.1252020877984019,0.1183725449887495,0.1128817726763696,0.1082537425622295,0.1042287470247715,0.1006484987660853,0.0918498004394426,0.0038837156640789,0.0056898336188948,0.0055515565537536,0.0036906905093244,0.0052359059319875,0.0081856904275761,0.0064396001078439,0.0045214275056562,0.0061250703886323,0.0077797066475305,0.0088396275096575,0.004082026373388836,0.14111380434275833,0.0037269057396392413,0.0034400287699690724,0.003405374894077551,0.003690690509324468,0.0031006737187769112,0.001681581422958045,0.002095917943307102,
9,0.0369776070837111,0.0369776070837111,0.0344051477756387,0.0331548093689307,0.0322060692719088,0.0314161516865551,0.0301180831748879,0.0290490956660384,0.0281260935022341,0.0273065252368144,0.0265655242431135,0.0246796446492256,0.0041105695215211,0.0052574388139706,0.0031532447574894,0.0034573168862089,0.003987423629546,0.005801696110369,0.0052412413156145,0.0061827554880306,0.0073452761368552,0.0077479401775273,0.009404166041234,0.004267895222799724,0.03440514777563876,0.0038467214950236306,0.003261452176771984,0.0031531535554021883,0.003153244757489404,0.002589930038093713,0.0026538050501695443,,
11,0.0239932956914736,0.0239932956914736,0.022029075152112,0.0208215607140723,0.0198537943547041,0.0190306533362752,0.0176587642522597,0.0165313152314578,0.0155684370526405,0.0147276608636344,0.0139805786650932,0.0121446043197586,0.00896826680623,0.0086020987341216,0.0094257037855482,0.0101650988485761,0.0108715254743537,0.0122148511000833,0.0135642864712963,0.0148759936986411,0.0129321848008058,0.0116358951428048,0.0113167640298532,0.007569648056904611,0.02202907515211205,0.0075805794044288,0.007415890783686874,0.007256097318098086,0.0060351018723494194,0.006899200457819513,,,
12,0.0108539950042396,0.0108539950042396,0.0097032346741947,0.0090593233706584,0.008555496020936,0.008133340996248,0.0074411004334751,0.0068829041231044,0.0064134740300325,0.0060081072295185,0.0056522063896187,0.0047932681959022,0.0135151914429145,0.0103663082495344,0.0084301320881825,0.0093315275084948,0.0101560212401996,0.0108895945445611,0.0112502885950798,0.0124626851354665,0.0130325770469167,0.0131812340348071,0.0154852371611277,0.009552035043517038,0.009703234674194764,0.008667786559555801,0.009315414471980085,0.00874317157571887,0.008157902016314778,0.007707579241484814,0.007825659550415476,,
14,0.0006192494570374,0.0006192494570374,0.0005442416459537,0.0005073718001223,0.0004787592155419,0.0004548312724371,0.0004157921960482,0.0003843295040745,0.0003578730296319,0.0003350640648141,0.0003150593772352,0.0002668796498031,0.0195771010871408,0.0126985105639476,0.0124997086340529,0.0143700463027829,0.0149471596640532,0.0099519750019323,0.0096645417617726,0.0120718796130082,0.0105725752706178,0.0115514485030001,0.0133941551249578,0.010485495086816864,0.00045483127243711345,0.010169250623983543,0.00984076720064608,0.00908890954874525,0.009143817584146528,0.008845138751393034,0.008801654138198112,0.00878066798497951,0.008544885967156524
16,0.000156877946937,0.000156877946937,0.0001196981631994,0.0001035264167182,9.208721371094675e-05,8.31757356226083e-05,6.993880173043778e-05,6.030005058215944e-05,5.284191371339884e-05,4.685674078610295e-05,4.194775722482867e-05,3.141781354720531e-05,0.0357143780824359,0.0280801608125459,0.0325352825739225,0.0269177258897588,0.0220178355495045,0.0263695258658293,0.02035184397169,0.0195429197109322,0.020422836446543,0.0145145722615257,0.0109542178900479,0.010388334702477242,2.8849260385387823e-05,0.010082547162616012,0.009904932578688757,0.010613683134171437,0.010954217890047913,0.011743278989412742,0.010489817682756974,0.011674237391670506,0.013037094715878661
