,total_samples,dataset,subset,transform,orientation,channel,group,kstest_stat_best,kstest_stat_cutoff_0.05,beat_all_priors,github_plot
100,14400.0,agriVision,full,wavelet,horizVert,green,4,0.0067817141130445,0.0035777446059643,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_4.jpg
101,57600.0,agriVision,full,wavelet,horizVert,green,5,0.0059047689993557,0.0017891624583277,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_5.jpg
102,230400.0,agriVision,full,wavelet,horizVert,green,6,0.0042977021045417,0.0008946536675937,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_6.jpg
103,921600.0,agriVision,full,wavelet,horizVert,green,7,0.0027671138777638,0.0004473449308468,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_7.jpg
104,3686400.0,agriVision,full,wavelet,horizVert,green,8,0.0023399337425851,0.0002236769881161,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_8.jpg
105,14745600.0,agriVision,full,wavelet,horizVert,green,9,0.0040088453416714,0.000111839624535,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_9.jpg
106,58982400.0,agriVision,full,wavelet,horizVert,green,10,0.0058311672293324,5.5920094864633584e-05,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_10.jpg
107,900.0,agriVision,full,wavelet,horizVert,red,2,0.0104570570293682,0.014296961166644,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_2.jpg
108,3600.0,agriVision,full,wavelet,horizVert,red,3,0.0093863472571301,0.0071531615485336,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_3.jpg
109,14400.0,agriVision,full,wavelet,horizVert,red,4,0.0068048245029017,0.0035777446059643,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_4.jpg
110,57600.0,agriVision,full,wavelet,horizVert,red,5,0.0054068127399539,0.0017891624583277,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_5.jpg
111,230400.0,agriVision,full,wavelet,horizVert,red,6,0.0036367558980473,0.0008946536675937,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_6.jpg
112,921600.0,agriVision,full,wavelet,horizVert,red,7,0.0028344454169968,0.0004473449308468,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_7.jpg
113,3686400.0,agriVision,full,wavelet,horizVert,red,8,0.00209654475768,0.0002236769881161,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_8.jpg
114,14745600.0,agriVision,full,wavelet,horizVert,red,9,0.002673542868228,0.000111839624535,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_9.jpg
115,58982400.0,agriVision,full,wavelet,horizVert,red,10,0.0054710810721662,5.5920094864633584e-05,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_10.jpg
116,160.0,coco,indoor,wavelet,horizontal,blue,2,0.0865535139096249,0.0338043827653032,0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_2.jpg
117,641.0,coco,indoor,wavelet,horizontal,blue,3,0.0611575106341921,0.0169288482553685,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_3.jpg
118,2566.0,coco,indoor,wavelet,horizontal,blue,4,0.0633782461695676,0.0084710035603814,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_4.jpg
119,10265.0,coco,indoor,wavelet,horizontal,blue,5,0.0850899999999997,0.004237135996393,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_5.jpg
120,41062.0,coco,indoor,wavelet,horizontal,blue,6,0.1169799999999997,0.0021189752192853,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_6.jpg
121,164249.0,coco,indoor,wavelet,horizontal,blue,7,0.1493399999999997,0.001059589248124,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_7.jpg
122,656998.0,coco,indoor,wavelet,horizontal,blue,8,0.1789399999999997,0.0005298200128246,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_8.jpg
123,2627993.0,coco,indoor,wavelet,horizontal,blue,9,0.2093499999999997,0.0002649163509945,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_9.jpg
124,160.0,coco,indoor,wavelet,horizontal,gray,2,0.0902791078421217,0.0338043827653032,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_2.jpg
125,641.0,coco,indoor,wavelet,horizontal,gray,3,0.0615683830391142,0.0169288482553685,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_3.jpg
126,2566.0,coco,indoor,wavelet,horizontal,gray,4,0.0581806804863888,0.0084710035603814,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_4.jpg
127,10265.0,coco,indoor,wavelet,horizontal,gray,5,0.0705699999999998,0.004237135996393,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_5.jpg
128,41062.0,coco,indoor,wavelet,horizontal,gray,6,0.0938499999999997,0.0021189752192853,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_6.jpg
129,164249.0,coco,indoor,wavelet,horizontal,gray,7,0.1199099999999998,0.001059589248124,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_7.jpg
130,656998.0,coco,indoor,wavelet,horizontal,gray,8,0.1441699999999998,0.0005298200128246,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_8.jpg
131,2627993.0,coco,indoor,wavelet,horizontal,gray,9,0.1707599999999998,0.0002649163509945,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_9.jpg
132,160.0,coco,indoor,wavelet,horizontal,green,2,0.0946412379458512,0.0338043827653032,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_2.jpg
133,641.0,coco,indoor,wavelet,horizontal,green,3,0.0623571940357107,0.0169288482553685,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_3.jpg
134,2566.0,coco,indoor,wavelet,horizontal,green,4,0.0658638101260088,0.0084710035603814,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_4.jpg
135,10265.0,coco,indoor,wavelet,horizontal,green,5,0.0903199999999997,0.004237135996393,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_5.jpg
136,41062.0,coco,indoor,wavelet,horizontal,green,6,0.1251899999999998,0.0021189752192853,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_6.jpg
137,164249.0,coco,indoor,wavelet,horizontal,green,7,0.1606499999999998,0.001059589248124,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_7.jpg
138,656998.0,coco,indoor,wavelet,horizontal,green,8,0.1922299999999998,0.0005298200128246,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_8.jpg
139,2627993.0,coco,indoor,wavelet,horizontal,green,9,0.2240999999999998,0.0002649163509945,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_9.jpg
140,160.0,coco,indoor,wavelet,horizontal,red,2,0.0858994968988415,0.0338043827653032,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_2.jpg
141,641.0,coco,indoor,wavelet,horizontal,red,3,0.0672436839479582,0.0169288482553685,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_3.jpg
142,2566.0,coco,indoor,wavelet,horizontal,red,4,0.0674875311720696,0.0084710035603814,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_4.jpg
143,10265.0,coco,indoor,wavelet,horizontal,red,5,0.0954899999999998,0.004237135996393,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_5.jpg
144,41062.0,coco,indoor,wavelet,horizontal,red,6,0.1338699999999997,0.0021189752192853,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_6.jpg
145,164249.0,coco,indoor,wavelet,horizontal,red,7,0.1733399999999997,0.001059589248124,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_7.jpg
146,656998.0,coco,indoor,wavelet,horizontal,red,8,0.2076499999999997,0.0005298200128246,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_8.jpg
147,2627993.0,coco,indoor,wavelet,horizontal,red,9,0.2404999999999997,0.0002649163509945,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_9.jpg
148,160.0,coco,indoor,wavelet,vertical,blue,2,0.0109653979881722,0.0338043827653032,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_2.jpg
149,641.0,coco,indoor,wavelet,vertical,blue,3,0.014240999182952,0.0169288482553685,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_3.jpg
150,2566.0,coco,indoor,wavelet,vertical,blue,4,0.0287563309644428,0.0084710035603814,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_4.jpg
151,10265.0,coco,indoor,wavelet,vertical,blue,5,0.0627099999999998,0.004237135996393,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_5.jpg
152,41062.0,coco,indoor,wavelet,vertical,blue,6,0.1027499999999997,0.0021189752192853,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_6.jpg
153,164249.0,coco,indoor,wavelet,vertical,blue,7,0.1415399999999997,0.001059589248124,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_7.jpg
154,656998.0,coco,indoor,wavelet,vertical,blue,8,0.1755499999999997,0.0005298200128246,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_8.jpg
155,2627993.0,coco,indoor,wavelet,vertical,blue,9,0.2096899999999997,0.0002649163509945,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_9.jpg
156,160.0,coco,indoor,wavelet,vertical,gray,2,0.0136954679770541,0.0338043827653032,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_2.jpg
157,641.0,coco,indoor,wavelet,vertical,gray,3,0.0127423047373355,0.0169288482553685,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_3.jpg
158,2566.0,coco,indoor,wavelet,vertical,gray,4,0.0202663691377433,0.0084710035603814,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_4.jpg
159,10265.0,coco,indoor,wavelet,vertical,gray,5,0.0429899999999997,0.004237135996393,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_5.jpg
160,41062.0,coco,indoor,wavelet,vertical,gray,6,0.0757199999999998,0.0021189752192853,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_6.jpg
161,164249.0,coco,indoor,wavelet,vertical,gray,7,0.1093299999999997,0.001059589248124,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_7.jpg
162,656998.0,coco,indoor,wavelet,vertical,gray,8,0.1392699999999997,0.0005298200128246,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_8.jpg
163,2627993.0,coco,indoor,wavelet,vertical,gray,9,0.1689099999999997,0.0002649163509945,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_9.jpg
164,160.0,coco,indoor,wavelet,vertical,green,2,0.0151288347897455,0.0338043827653032,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_2.jpg
165,641.0,coco,indoor,wavelet,vertical,green,3,0.0134320247032871,0.0169288482553685,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_3.jpg
166,2566.0,coco,indoor,wavelet,vertical,green,4,0.0276013641081673,0.0084710035603814,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_4.jpg
167,10265.0,coco,indoor,wavelet,vertical,green,5,0.0643799999999997,0.004237135996393,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_5.jpg
168,41062.0,coco,indoor,wavelet,vertical,green,6,0.1102799999999997,0.0021189752192853,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_6.jpg
169,164249.0,coco,indoor,wavelet,vertical,green,7,0.1520999999999998,0.001059589248124,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_7.jpg
170,656998.0,coco,indoor,wavelet,vertical,green,8,0.1884699999999998,0.0005298200128246,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_8.jpg
171,2627993.0,coco,indoor,wavelet,vertical,green,9,0.2238699999999998,0.0002649163509945,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_9.jpg
172,160.0,coco,indoor,wavelet,vertical,red,2,0.0130545528625743,0.0338043827653032,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_2.jpg
173,641.0,coco,indoor,wavelet,vertical,red,3,0.0143309957239036,0.0169288482553685,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_3.jpg
174,2566.0,coco,indoor,wavelet,vertical,red,4,0.0322630922693264,0.0084710035603814,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_4.jpg
175,10265.0,coco,indoor,wavelet,vertical,red,5,0.0728199999999997,0.004237135996393,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_5.jpg
176,41062.0,coco,indoor,wavelet,vertical,red,6,0.1207199999999997,0.0021189752192853,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_6.jpg
177,164249.0,coco,indoor,wavelet,vertical,red,7,0.1665099999999997,0.001059589248124,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_7.jpg
178,656998.0,coco,indoor,wavelet,vertical,red,8,0.2045099999999998,0.0005298200128246,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_8.jpg
179,2627993.0,coco,indoor,wavelet,vertical,red,9,0.2411699999999997,0.0002649163509945,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_9.jpg
180,200.0,coco,outdoor,wavelet,horizontal,blue,2,0.0451830013280473,0.0302381764308697,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_2.jpg
181,802.0,coco,outdoor,wavelet,horizontal,blue,3,0.0431493302826954,0.015140345828992,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_3.jpg
182,3209.0,coco,outdoor,wavelet,horizontal,blue,4,0.0358555118640191,0.0075754266424887,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_4.jpg
183,12838.0,coco,outdoor,wavelet,horizontal,blue,5,0.0535599999999997,0.0037890191408675,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_5.jpg
184,51353.0,coco,outdoor,wavelet,horizontal,blue,6,0.0898099999999997,0.0018948350720581,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_6.jpg
185,205414.0,coco,outdoor,wavelet,horizontal,blue,7,0.1282499999999997,0.0009474987921691,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_7.jpg
186,821657.0,coco,outdoor,wavelet,horizontal,blue,8,0.1677899999999997,0.0004737696952028,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_8.jpg
187,3286630.0,coco,outdoor,wavelet,horizontal,blue,9,0.2086699999999998,0.0002368899205163,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_9.jpg
188,200.0,coco,outdoor,wavelet,horizontal,gray,2,0.0808709365489142,0.0302381764308697,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_2.jpg
189,802.0,coco,outdoor,wavelet,horizontal,gray,3,0.0630251098365073,0.015140345828992,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_3.jpg
190,3209.0,coco,outdoor,wavelet,horizontal,gray,4,0.0413861085424243,0.0075754266424887,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_4.jpg
191,12838.0,coco,outdoor,wavelet,horizontal,gray,5,0.0488399999999998,0.0037890191408675,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_5.jpg
192,51353.0,coco,outdoor,wavelet,horizontal,gray,6,0.0694799999999997,0.0018948350720581,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_6.jpg
193,205414.0,coco,outdoor,wavelet,horizontal,gray,7,0.0983999999999997,0.0009474987921691,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_7.jpg
194,821657.0,coco,outdoor,wavelet,horizontal,gray,8,0.1309199999999997,0.0004737696952028,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_8.jpg
195,3286630.0,coco,outdoor,wavelet,horizontal,gray,9,0.1661599999999997,0.0002368899205163,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_9.jpg
196,200.0,coco,outdoor,wavelet,horizontal,green,2,0.0811243400669398,0.0302381764308697,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_2.jpg
197,802.0,coco,outdoor,wavelet,horizontal,green,3,0.0597202678256473,0.015140345828992,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_3.jpg
198,3209.0,coco,outdoor,wavelet,horizontal,green,4,0.0424519583620927,0.0075754266424887,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_4.jpg
199,12838.0,coco,outdoor,wavelet,horizontal,green,5,0.0588499999999997,0.0037890191408675,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_5.jpg
200,51353.0,coco,outdoor,wavelet,horizontal,green,6,0.0908099999999997,0.0018948350720581,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_6.jpg
201,205414.0,coco,outdoor,wavelet,horizontal,green,7,0.1287699999999997,0.0009474987921691,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_7.jpg
202,821657.0,coco,outdoor,wavelet,horizontal,green,8,0.1682799999999997,0.0004737696952028,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_8.jpg
203,3286630.0,coco,outdoor,wavelet,horizontal,green,9,0.2091399999999997,0.0002368899205163,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_9.jpg
204,200.0,coco,outdoor,wavelet,horizontal,red,2,0.1079436692660598,0.0302381764308697,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_2.jpg
205,802.0,coco,outdoor,wavelet,horizontal,red,3,0.0790331864807533,0.015140345828992,1,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_3.jpg
