dataset,subset,transform,orientation,channel,total_samples,group,kstest_stat_cutoff_0.05,kstest_stat_best,pass,failure_category,failure_type,beat_all_priors,which_ones,github_plot
agriVision,full,wavelet,horizVert,red,3686400,8,0.00022,0.00210,FALSE,practically_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_8.jpg
agriVision,full,wavelet,horizVert,red,14745600,9,0.00011,0.00267,FALSE,practically_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_9.jpg
agriVision,full,wavelet,horizVert,red,58982400,10,0.00006,0.00547,FALSE,practically_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_10.jpg
coco,indoor,wavelet,horizontal,blue,160,2,0.03380,0.08898,FALSE,trivial_failure,asymmetric,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_2.jpg
coco,indoor,wavelet,horizontal,blue,641,3,0.01693,0.06540,FALSE,trivial_failure,asymmetric,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_3.jpg
coco,indoor,wavelet,horizontal,blue,2566,4,0.00847,0.04429,FALSE,trivial_failure,asymmetric,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_4.jpg
coco,indoor,wavelet,horizontal,blue,10265,5,0.00424,0.03064,FALSE,trivial_failure,asymmetric,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_5.jpg
coco,indoor,wavelet,horizontal,blue,41062,6,0.00212,0.02820,FALSE,TO DISCUSS,other,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_6.jpg
coco,indoor,wavelet,horizontal,blue,164249,7,0.00106,0.02698,FALSE,TO DISCUSS,other,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_7.jpg
coco,indoor,wavelet,horizontal,blue,656998,8,0.00053,0.01182,FALSE,practically_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_8.jpg
coco,indoor,wavelet,horizontal,blue,2627993,9,0.00026,0.00876,FALSE,practically_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_9.jpg
coco,indoor,wavelet,horizontal,gray,160,2,0.03380,0.09541,FALSE,TO DISCUSS,other,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_2.jpg
coco,indoor,wavelet,horizontal,gray,641,3,0.01693,0.05813,FALSE,trivial_failure,asymmetric,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_3.jpg
coco,indoor,wavelet,horizontal,gray,2566,4,0.00847,0.04569,FALSE,trivial_failure,asymmetric,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_4.jpg
coco,indoor,wavelet,horizontal,gray,10265,5,0.00424,0.03357,FALSE,trivial_failure,asymmetric,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_5.jpg
coco,indoor,wavelet,horizontal,gray,41062,6,0.00212,0.03596,FALSE,TO DISCUSS,other,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_6.jpg
coco,indoor,wavelet,horizontal,gray,164249,7,0.00106,0.03634,FALSE,TO DISCUSS,other,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_7.jpg
coco,indoor,wavelet,horizontal,gray,656998,8,0.00053,0.01679,FALSE,interesting_failure,other,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_8.jpg
coco,indoor,wavelet,horizontal,gray,2627993,9,0.00026,0.01085,FALSE,practically_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_9.jpg
coco,indoor,wavelet,horizontal,green,160,2,0.03380,0.10043,FALSE,trivial_failure,asymmetric,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_2.jpg
coco,indoor,wavelet,horizontal,green,641,3,0.01693,0.05942,FALSE,trivial_failure,asymmetric,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_3.jpg
coco,indoor,wavelet,horizontal,green,2566,4,0.00847,0.04401,FALSE,trivial_failure,asymmetric,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_4.jpg
coco,indoor,wavelet,horizontal,green,10265,5,0.00424,0.03417,FALSE,trivial_failure,asymmetric,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_5.jpg
coco,indoor,wavelet,horizontal,green,41062,6,0.00212,0.03201,FALSE,TO DISCUSS,other,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_6.jpg
coco,indoor,wavelet,horizontal,green,164249,7,0.00106,0.02900,FALSE,TO DISCUSS,other,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_7.jpg
coco,indoor,wavelet,horizontal,green,656998,8,0.00053,0.01326,FALSE,TO DISCUSS,other,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_8.jpg
coco,indoor,wavelet,horizontal,green,2627993,9,0.00026,0.00964,FALSE,practically_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_9.jpg
coco,indoor,wavelet,horizontal,red,160,2,0.03380,0.08957,FALSE,trivial_failure,asymmetric,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_2.jpg
coco,indoor,wavelet,horizontal,red,641,3,0.01693,0.05456,FALSE,trivial_failure,asymmetric,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_3.jpg
coco,indoor,wavelet,horizontal,red,2566,4,0.00847,0.04294,FALSE,trivial_failure,asymmetric,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_4.jpg
coco,indoor,wavelet,horizontal,red,10265,5,0.00424,0.03190,FALSE,trivial_failure,asymmetric,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_5.jpg
coco,indoor,wavelet,horizontal,red,41062,6,0.00212,0.03073,FALSE,TO DISCUSS,other,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_6.jpg
coco,indoor,wavelet,horizontal,red,164249,7,0.00106,0.02960,FALSE,TO DISCUSS,other,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_7.jpg
coco,indoor,wavelet,horizontal,red,656998,8,0.00053,0.01333,FALSE,TO DISCUSS,other,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_8.jpg
coco,indoor,wavelet,horizontal,red,2627993,9,0.00026,0.00983,FALSE,practically_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_9.jpg
coco,indoor,wavelet,vertical,blue,160,2,0.03380,0.02078,TRUE,,pass,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_2.jpg
coco,indoor,wavelet,vertical,blue,641,3,0.01693,0.01036,TRUE,,pass,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_3.jpg
coco,indoor,wavelet,vertical,blue,2566,4,0.00847,0.00916,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_4.jpg
coco,indoor,wavelet,vertical,blue,10265,5,0.00424,0.00745,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_5.jpg
coco,indoor,wavelet,vertical,blue,41062,6,0.00212,0.00944,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_6.jpg
coco,indoor,wavelet,vertical,blue,164249,7,0.00106,0.01648,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_7.jpg
coco,indoor,wavelet,vertical,blue,656998,8,0.00053,0.00478,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_8.jpg
coco,indoor,wavelet,vertical,blue,2627993,9,0.00026,0.01747,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/blue/plots/compare_cdf_pdf_layer_9.jpg
coco,indoor,wavelet,vertical,gray,160,2,0.03380,0.01174,TRUE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_2.jpg
coco,indoor,wavelet,vertical,gray,641,3,0.01693,0.01022,TRUE,,pass,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_3.jpg
coco,indoor,wavelet,vertical,gray,2566,4,0.00847,0.00851,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_4.jpg
coco,indoor,wavelet,vertical,gray,10265,5,0.00424,0.00782,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_5.jpg
coco,indoor,wavelet,vertical,gray,41062,6,0.00212,0.01383,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_6.jpg
coco,indoor,wavelet,vertical,gray,164249,7,0.00106,0.02937,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_7.jpg
coco,indoor,wavelet,vertical,gray,656998,8,0.00053,0.03048,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_8.jpg
coco,indoor,wavelet,vertical,gray,2627993,9,0.00026,0.06105,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/gray/plots/compare_cdf_pdf_layer_9.jpg
coco,indoor,wavelet,vertical,green,160,2,0.03380,0.01623,TRUE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_2.jpg
coco,indoor,wavelet,vertical,green,641,3,0.01693,0.00863,TRUE,,pass,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_3.jpg
coco,indoor,wavelet,vertical,green,2566,4,0.00847,0.00876,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_4.jpg
coco,indoor,wavelet,vertical,green,10265,5,0.00424,0.00851,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_5.jpg
coco,indoor,wavelet,vertical,green,41062,6,0.00212,0.01082,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_6.jpg
coco,indoor,wavelet,vertical,green,164249,7,0.00106,0.01775,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_7.jpg
coco,indoor,wavelet,vertical,green,656998,8,0.00053,0.00520,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_8.jpg
coco,indoor,wavelet,vertical,green,2627993,9,0.00026,0.01209,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/green/plots/compare_cdf_pdf_layer_9.jpg
coco,indoor,wavelet,vertical,red,160,2,0.03380,0.01295,TRUE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_2.jpg
coco,indoor,wavelet,vertical,red,641,3,0.01693,0.00944,TRUE,,pass,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_3.jpg
coco,indoor,wavelet,vertical,red,2566,4,0.00847,0.00935,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_4.jpg
coco,indoor,wavelet,vertical,red,10265,5,0.00424,0.00783,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_5.jpg
coco,indoor,wavelet,vertical,red,41062,6,0.00212,0.00996,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_6.jpg
coco,indoor,wavelet,vertical,red,164249,7,0.00106,0.01765,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_7.jpg
coco,indoor,wavelet,vertical,red,656998,8,0.00053,0.00445,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_8.jpg
coco,indoor,wavelet,vertical,red,2627993,9,0.00026,0.01407,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_9.jpg
coco,outdoor,wavelet,horizontal,blue,244,2,0.02739,0.08499,FALSE,,pass,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_2.jpg
coco,outdoor,wavelet,horizontal,blue,978,3,0.01371,0.06823,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_3.jpg
coco,outdoor,wavelet,horizontal,blue,3913,4,0.00686,0.04772,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_4.jpg
coco,outdoor,wavelet,horizontal,blue,15654,5,0.00343,0.03719,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_5.jpg
coco,outdoor,wavelet,horizontal,blue,62617,6,0.00172,0.03048,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_6.jpg
coco,outdoor,wavelet,horizontal,blue,250470,7,0.00086,0.02625,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_7.jpg
coco,outdoor,wavelet,horizontal,blue,1001881,8,0.00043,0.01304,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_8.jpg
coco,outdoor,wavelet,horizontal,blue,4007526,9,0.00021,0.01029,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_9.jpg
coco,outdoor,wavelet,horizontal,gray,244,2,0.02739,0.05842,FALSE,,pass,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_2.jpg
coco,outdoor,wavelet,horizontal,gray,978,3,0.01371,0.04641,FALSE,,pass,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_3.jpg
coco,outdoor,wavelet,horizontal,gray,3913,4,0.00686,0.03143,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_4.jpg
coco,outdoor,wavelet,horizontal,gray,15654,5,0.00343,0.02504,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_5.jpg
coco,outdoor,wavelet,horizontal,gray,62617,6,0.00172,0.02680,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_6.jpg
coco,outdoor,wavelet,horizontal,gray,250470,7,0.00086,0.02974,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_7.jpg
coco,outdoor,wavelet,horizontal,gray,1001881,8,0.00043,0.01141,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_8.jpg
coco,outdoor,wavelet,horizontal,gray,4007526,9,0.00021,0.00918,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_9.jpg
coco,outdoor,wavelet,horizontal,green,244,2,0.02739,0.06351,FALSE,,pass,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_2.jpg
coco,outdoor,wavelet,horizontal,green,978,3,0.01371,0.04738,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_3.jpg
coco,outdoor,wavelet,horizontal,green,3913,4,0.00686,0.03422,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_4.jpg
coco,outdoor,wavelet,horizontal,green,15654,5,0.00343,0.02678,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_5.jpg
coco,outdoor,wavelet,horizontal,green,62617,6,0.00172,0.02486,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_6.jpg
coco,outdoor,wavelet,horizontal,green,250470,7,0.00086,0.02312,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_7.jpg
coco,outdoor,wavelet,horizontal,green,1001881,8,0.00043,0.01064,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_8.jpg
coco,outdoor,wavelet,horizontal,green,4007526,9,0.00021,0.00887,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/green/plots/compare_cdf_pdf_layer_9.jpg
coco,outdoor,wavelet,horizontal,red,244,2,0.02739,0.03607,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_2.jpg
coco,outdoor,wavelet,horizontal,red,978,3,0.01371,0.02838,FALSE,,pass,0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_3.jpg
coco,outdoor,wavelet,horizontal,red,3913,4,0.00686,0.02192,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_4.jpg
coco,outdoor,wavelet,horizontal,red,15654,5,0.00343,0.01662,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_5.jpg
coco,outdoor,wavelet,horizontal,red,62617,6,0.00172,0.01925,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_6.jpg
coco,outdoor,wavelet,horizontal,red,250470,7,0.00086,0.02036,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_7.jpg
coco,outdoor,wavelet,horizontal,red,1001881,8,0.00043,0.00886,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_8.jpg
coco,outdoor,wavelet,horizontal,red,4007526,9,0.00021,0.00784,FALSE,,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/wavelet/horizontal/red/plots/compare_cdf_pdf_layer_9.jpg
pastis,full,fourier,,blue,3180,2,0.00761,0.00361,TRUE,actually_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/fourier/blue/plots/compare_cdf_pdf_layer_2.jpg
pastis,full,fourier,,blue,4134,5,0.00668,0.00220,TRUE,actually_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/fourier/blue/plots/compare_cdf_pdf_layer_5.jpg
pastis,full,fourier,,blue,6678,8,0.00525,0.00298,TRUE,actually_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/fourier/blue/plots/compare_cdf_pdf_layer_8.jpg
pastis,full,fourier,,blue,10494,11,0.00419,0.00117,TRUE,actually_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/fourier/blue/plots/compare_cdf_pdf_layer_11.jpg
pastis,full,fourier,,blue,16218,14,0.00337,0.00323,TRUE,actually_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/fourier/blue/plots/compare_cdf_pdf_layer_14.jpg
pastis,full,fourier,,blue,25758,17,0.00268,0.00130,TRUE,actually_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/fourier/blue/plots/compare_cdf_pdf_layer_17.jpg
pastis,full,fourier,,blue,38160,20,0.00220,0.00077,TRUE,actually_pass,pass,1,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/fourier/blue/plots/compare_cdf_pdf_layer_20.jpg
