filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",48151.79,37929.86,58920.508,4.805374,2.850701,10.4124565,65536000.0,"(2.0, 0.5, 0.044)",0.0095683954996576,0.8,-1.0,69994.27083930245,50.0,48151.7890625,0.0001677585889693,0.0057998760743858,0.9,-1.05,95379.30683823962,0.0,54000,130.001,0.0619734,0.0,110.648,0.0369874,0.0,88.5103,0.0408342,0.0,0.0
1,"(2.0, 0.5, 0.065)",16781.791,13089.72,21401.678,6.462632,3.6738226,15.801724,65536000.0,"(2.0, 0.5, 0.065)",0.0079911653352301,0.7,-1.1,26155.781175086293,0.0,16373.611328125,0.0001677585889693,0.0050527996396158,0.9,-1.13,39808.19799470224,25.0,72000,66.5132,0.071484,0.0,56.4238,0.046919,0.0,44.5976,0.0498982,0.0,0.0
2,"(2.0, 0.5, 0.096)",5987.2153,4600.3984,7711.9795,8.724895,4.598077,20.108118,65536000.0,"(2.0, 0.5, 0.096)",0.0080708594814853,0.6,-1.1,6476.733468174846,50.0,5987.21533203125,0.0001677585889693,0.0064756295478761,0.56,-1.1,5746.94260266802,0.0,45562,34.8354,0.0763676,0.0,29.8038,0.051205,0.0,23.3384,0.053079,0.0,0.0
3,"(2.0, 0.5, 0.141)",2323.1816,1710.5804,3108.5173,11.433421,5.949448,30.103315,65536000.0,"(2.0, 0.5, 0.141)",0.0080681970370492,0.5,-1.1,1458.2048204210073,100.0,2323.181640625,0.0001677585889693,0.0078418021327756,0.4,-1.05,572.0664521853395,0.0,30375,19.2538,0.079301,0.0,16.6712,0.0537307,0.0,12.9304,0.0541969,0.0,0.0
4,"(2.0, 0.5, 0.208)",898.3367,635.3214,1195.0044,13.680874,7.7096524,40.028572,65536000.0,"(2.0, 0.5, 0.208)",0.009481085363228,0.3,-0.9,20.017551682574364,100.0,862.7600708007812,0.0001677585889693,0.0061657938165215,0.4,-1.07,229.6781383773369,25.0,48000,11.18,0.0771092,0.0,9.74543,0.0516087,0.0,7.51438,0.0514398,0.0,0.0
5,"(2.0, 0.5, 0.306)",336.72748,227.77489,461.9838,17.173624,8.435708,46.412277,65536000.0,"(2.0, 0.5, 0.306)",0.0071780197601581,0.3,-1.0,11.710377613357908,50.0,336.72747802734375,0.0001677585889693,0.0067663010518712,0.29,-1.0,9.852762423711791,0.0,40500,6.08108,0.0800945,0.0,5.28257,0.0550842,0.0,4.05331,0.0548889,0.0,0.0
6,"(2.0, 0.5, 0.45)",204.26666,140.08899,291.47574,18.03486,9.37013,55.440086,65536000.0,"(2.0, 0.5, 0.45)",0.0102495646433823,0.2,-0.8,0.048370394073519,0.0,183.30419921875,0.0001677585889693,0.0098299607766192,0.36,-1.1,33.2047475554101,75.0,19219,4.40522,0.084009,0.0,3.82433,0.0591595,0.0,2.92602,0.0589156,0.0,0.0
7,"(2.0, 1.0, 0.044)",67164.266,54065.375,83999.0,5.660078,3.1608675,12.102938,65536000.0,"(2.0, 1.0, 0.044)",0.0052860338781455,0.8,-1.0,100000.0,0.0,67164.265625,0.0001677585889693,0.002664022902809,0.8,-0.98,96706.22825542808,0.0,256000,159.779,0.0538965,0.0,136.728,0.0282925,0.0,109.545,0.0322303,0.0,0.0
8,"(2.0, 1.0, 0.065)",23793.102,18260.752,30822.084,7.7270994,3.9596646,21.003029,65536000.0,"(2.0, 1.0, 0.065)",0.0032808437730976,1.0,-1.1,56626.674804687515,50.0,23793.1015625,0.0001677585889693,0.0026454009463328,0.8,-1.08,43473.41860159661,0.0,256000,83.0484,0.0628589,0.0,70.485,0.038222,0.0,56.1045,0.0417671,0.0,0.0
9,"(2.0, 1.0, 0.096)",8489.239,6448.503,11051.824,9.871902,4.9639263,31.280233,65536000.0,"(2.0, 1.0, 0.096)",0.005661472822005,0.7,-1.1,12496.88080187147,50.0,8018.1142578125,0.0001677585889693,0.0042919784084033,0.6,-1.07,8302.661552395582,50.0,96000,43.9709,0.0696623,0.0,37.5253,0.0445432,0.0,29.6371,0.0472634,0.0,0.0
