layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_eta0,best_r_eta0
2,1696.1896,1517.7839,1889.8536,3.7966003,2.3539422,5.295139,3180.0,0.33,1.9,0.0195010166280347,0.0240303354829301,0.04247616063585402,0.25
3,546.2667,515.08716,579.0623,3.2724757,2.5554426,4.0806203,12720.0,0.34,1.1,0.0043548282249954,0.0120285145061138,0.023004647076767526,0.28
4,154.46246,145.01927,164.26118,3.8167362,3.066599,4.7740974,50880.0,0.35,0.3,0.0071618956011169,0.0060175634983601,0.018407979221815293,0.32
5,35.853176,33.392532,38.4375,5.54113,4.3826737,6.967747,203520.0,0.39,-0.2,0.0027871846151259,0.0030096044936828,0.008622072155625937,0.42
6,7.1025486,6.5403814,7.693819,7.751813,5.9277453,10.394491,814080.0,0.47,-0.6,0.0041641110010653,0.0015050074551751,0.02370607907476252,0.66
7,1.3205026,1.2043132,1.4459689,10.719652,8.014826,15.655435,3256320.0,0.8,-0.85,0.0118932315682344,0.0007525549699048,0.06083666381556685,6.0
8,0.21676795,0.19527838,0.2418564,15.263584,9.907603,31.19272,13025280.0,3.0,-1.15,0.0491688731440991,0.0003762902880576,0.20213558185584735,6.1
