layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,3180.0,0.33,1.9,0.0195010166280347,0.329,1.9,0.017201726201663048,6034
3,12720.0,0.34,1.1,0.0043548282249954,0.343,1.17,0.003652526580567139,144888
4,50880.0,0.35,0.3,0.0071618956011169,0.356,0.38,0.005719740627244951,57240
5,203520.0,0.39,-0.2,0.0027871846151259,0.387,-0.21,0.0017455931160795801,579555
6,814080.0,0.47,-0.6,0.0041641110010653,0.464,-0.61,0.00402999999999798,114480
7,3256320.0,0.8,-0.85,0.0118932315682344,0.78,-0.86,0.010987346229751865,16098
8,13025280.0,3.0,-1.15,0.0491688731440991,2.0,-1.146,0.04871913132417782,795
