layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,49450.98,19202.867,101513.0,500.5808,93.00581,851.76105,4500.0,0.013322438010934246,0.3,-0.3,37.92473617325136,25.0,8567.621,0.02020791513926377
3,8568.368,4678.516,14358.227,487.67252,163.08392,789.3829,18000.0,0.010564660172923679,0.1,1.9,2.562195199419727e-13,75.0,1782.6792,0.010113361889707637
4,1787.5852,838.50275,3350.6365,762.55035,170.14835,1375.0165,72000.0,0.008215287127529947,0.1,2.1,2.821027438712818e-14,300.0,326.5777,0.005059013921713306
5,284.27475,138.19907,671.34344,1228.9297,86.79303,3410.6018,288000.0,0.005116236105459818,0.1,3.0,8.449386863667256e-16,300.0,73.37428,0.0025300879366481855
6,70.41104,35.697952,185.5331,1638.7971,65.57165,3892.7505,1152000.0,0.00307148165074837,0.1,3.8,5.992472367354548e-17,200.0,23.380512,0.0012651889283752558
7,23.222046,12.280906,72.20069,2538.9705,51.936737,4483.448,4608000.0,0.0020830276090707533,0.1,3.6,3.288324490402445e-17,150.0,8.996522,0.0006326306686923136
8,9.512077,4.864893,27.376392,1990.1256,68.89076,4263.7456,18432000.0,0.003346089484368875,0.1,3.0,3.654229523703371e-17,200.0,3.1733246,0.0003163243810321388
9,1.696372,0.96739095,4.156639,1298.7815,67.88131,3193.1648,73728000.0,0.00499447670935893,0.1,2.4,2.521415652140617e-17,250.0,0.59845674,0.00015816445163252768
10,0.18131718,0.08019314,0.8128614,5574.8564,78.47002,6336.023,294912000.0,0.007423409119873353,0.1,1.7,1.1140757853937481e-17,300.0,0.04532334,7.908279102599134e-05
