layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,49450.98,19202.867,101513.0,500.5808,93.00581,851.76105,4500.0,0.0133224380109342,0.3,-0.3,37.92473617325136,25.0,8567.62109375,0.0202079151392637,0.0126646989550572,0.3,-0.31,38.77981660934211,25.0,11389.0,55.8003,0.0585517,7.48967e-14,49.0492,0.0313032,0.000289248,39.2385,0.0302245,0.000526134,0.46221491
3,8568.368,4678.516,14358.227,487.67252,163.08392,789.3829,18000.0,0.0105646601729236,0.1,1.9,2.562195199419728e-13,75.0,1782.67919921875,0.0101133618897076,0.0102191233637711,0.09,2.3,4.516822442358536e-16,75.0,18000.0,23.5439,0.0533498,5.73735e-45,20.8691,0.0278077,1.58967e-12,16.3839,0.0239709,2.03867e-09,0.046272089
4,1787.5852,838.50275,3350.6365,762.55035,170.14835,1375.0165,72000.0,0.0082152871275299,0.1,2.1,2.8210274387128183e-14,300.0,326.5777,0.0050590139217133,0.0082152871275299,0.1,2.1,2.8210274387128183e-14,300.0,27000.0,10.6184,0.0462246,3.9615399999999985e-134,9.45718,0.0224126,7.525710000000002e-32,7.50834,0.0161873,8.10183e-17,0.00011962589
5,284.27475,138.19907,671.34344,1228.9297,86.79303,3410.6018,288000.0,0.0051162361054598,0.1,3.0,8.449386863667256e-16,300.0,71.58562469482422,0.0025300879366481,0.0050874478159157,0.1,3.1,6.744611973571465e-16,325.0,72000.0,5.54713,0.0366796,0.0,4.92711,0.0134012,2.34294e-45,3.89228,0.00787481,6.1075e-16,6.683707e-07
6,70.41104,35.697952,185.5331,1638.7971,65.57165,3892.7505,1152000.0,0.0030714816507483,0.1,3.8,5.992472367354548e-17,200.0,23.380512,0.0012651889283752,0.0030714816507483,0.1,3.8,5.992472367354548e-17,200.0,205030.0,3.34986,0.0332785,0.0,2.96389,0.00877009,2.17145e-77,2.38454,0.00707442,1.6626799999999999e-50,7.2501016e-10
7,23.222046,12.280906,72.20069,2538.9705,51.936737,4483.448,4608000.0,0.0020830276090707,0.1,3.6,3.288324490402445e-17,150.0,9.339725494384766,0.0006326306686923,0.0020434357512077,0.09,4.0,5.580133818916566e-20,125.0,432000.0,2.0491,0.0348612,0.0,1.80809,0.0092132,0.0,1.45848,0.00815769,8.779549999999996e-267,3.8695121000000004e-17
8,9.512077,4.864893,27.376392,1990.1256,68.89076,4263.7456,18432000.0,0.0033460894843688,0.1,3.0,3.6542295237033706e-17,200.0,3.270926713943481,0.0003163243810321,0.0028484778208474,0.1,2.9,4.622673527035588e-17,175.0,216000.0,1.16275,0.0386883,0.0,1.02753,0.0136451,0.0,0.820434,0.00967641,0.0,2.507365099999999e-130
9,1.696372,0.96739095,4.156639,1298.7815,67.88131,3193.1648,73728000.0,0.0049944767093589,0.1,2.4,2.521415652140617e-17,250.0,0.614196240901947,0.0001581644516325,0.0048698840120602,0.1,2.3,3.2687106386642096e-17,225.0,81000.0,0.471521,0.0422823,0.0,0.418557,0.0179772,0.0,0.33145,0.0121368,0.0,0.0
10,0.18131718,0.08019314,0.8128614,5574.8564,78.47002,6336.023,294912000.0,0.0074234091198733,0.1,1.7,1.1140757853937481e-17,300.0,0.0464566387236118,7.908279102599134e-05,0.007059118263495,0.09,2.0,2.6629892991394072e-20,275.0,36000.0,0.116578,0.0480231,0.0,0.103959,0.0240889,0.0,0.0820018,0.0175144,0.0,0.0
