band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100,best_augmented_var
2,345669880980105.1,345669880980105.1,241326330581961.6,206140325980413.88,183052639391276.7,164746394841633.38,135486016143680.77,113965985293045.62,97208287751948.9,83271471575349.5,71492847514350.92,44817502526392.39,0.0093488738981471,0.0167742608693571,0.0255268938956253,0.0354681458850458,0.0462956600103776,0.0660344899249936,0.0824906617534773,0.0970612568361249,0.1114502814284902,0.1263132249715141,0.1733733959102428,0.05369372651332738,0.04340805204191306,0.03142380047771853,0.016447337313512084,0.009348873898147148,,,,,
5,713047513522668.5,713047513522668.5,620889076883052.0,562692321427032.0,518608853030874.3,483366793335096.9,426677257314395.6,381131456533775.2,344246905707488.8,313263451909406.0,287326874899404.8,229891194431332.62,0.0256424024618546,0.0230511576839617,0.0210921574788027,0.0200077042678359,0.0181673782726626,0.0152106832173729,0.0130221279669116,0.0149457649873593,0.0167050245910692,0.0183720205742616,0.0223650116546324,0.01666144849084772,0.015788849033497976,0.014920516291233032,0.014002533341062271,0.0130221279669116,0.01364283724462513,0.014906033718402878,0.016297421173511364,0.017455862440585446,
8,172313639528491.22,172313639528491.22,154452858944827.06,143843592207372.38,135565110440001.08,128877104297385.56,117686814992384.05,108462413551367.84,100565397763550.14,93619635066795.9,87621024068144.69,73519702922074.8,0.0191837242210527,0.0191837242210527,0.0191837242210527,0.0191837242210527,0.0191837242210527,0.0191837242210527,0.0188917762134496,0.017172223492623,0.0151426038686605,0.0134514586087521,0.013151708183792,0.014677581987060484,0.014287805063479065,0.013923263833723075,0.01354950203129357,0.013151708183792077,0.012769161992567613,0.012389992543367367,0.011997765454495157,0.011587434106795969,82371970276324.64
11,10401902530601.844,10401902530601.844,9903834398881.404,9701073777907.34,9548155951399.3,9421738868675.443,9204809268864.031,9017247488177.062,8858670994641.695,8721750033063.27,8597684140991.695,8281247331719.762,0.0068014349761528,0.0052665566673155,0.0042847209989966,0.0034574987269889,0.002788845413059,0.0026121176018941,0.0030259525453935,0.0034051844224861,0.0039395603743577,0.0044700259970432,0.0060297938910565,0.00363909050508171,0.0031875401968937183,0.002962145810052403,0.0027268688855783202,0.002612117601894187,0.002356401815398373,0.002957563662721152,0.003659634542866441,0.004148226391917753,9309238693186.291
14,258508569810618.88,258508569810618.88,245139029480879.38,236820207062286.53,230058947209948.9,224267586241558.56,214466314155243.9,206152215516423.84,198845303657397.38,192397588508373.2,186599527849330.28,171937319085784.97,0.0189082049039596,0.0210420295645126,0.0203079586783047,0.0210340971423966,0.0220337429438204,0.0221464665318248,0.023176401614998,0.0245850978765534,0.023957711538785,0.0251653123853337,0.0266623473453133,0.0200826965442277,0.02094509891613358,0.019801868492381663,0.019356558486511938,0.01850743202360483,,,,,258508569810618.88
17,458662741069522.06,458662741069522.06,449049858130129.8,443120679272137.6,438045967691220.3,433558854760325.06,425696695481858.5,418811737379719.3,412610606441495.6,406911861069256.0,401593517705968.0,387362323834101.75,0.0070521571592352,0.0075750978470019,0.0079950277327839,0.0083441558640066,0.0086431326123774,0.0095037408986852,0.0103623262059044,0.0106900097623764,0.0110472323525617,0.0117639760871796,0.0129294959498348,0.008518031880433694,0.008259131429095706,0.007905554812617122,0.007575097847001999,0.0070521571592352394,,,,,
20,32627373649492.68,32627373649492.68,31685353665645.008,31179838796309.223,30770591806728.383,30415986946763.24,29805201070380.848,29279010378740.56,28810724365689.24,28385538571924.043,27992790915072.92,26957628375852.48,0.0021935243008149,0.0014533646074117,0.001214595596613,0.0018304852604043,0.0022355104334192,0.0032106521071349,0.0041322025566346,0.0048633336004998,0.0055520177351481,0.0062280233732437,0.0082889250255334,0.003176384715242994,0.0027112330807555277,0.002265931857688197,0.001879503595792087,0.0012145955966130113,0.0014533646074117446,0.001629892231926,,,
23,6188888184193.175,6188888184193.175,5926521832304.335,5822996363434.667,5740099491666.55,5668627091492.839,5546518778123.122,5442256323192.7,5350004425338.431,5266470172233.315,5189787507302.181,4989343301395.289,0.0032039029927041,0.001948321365708,0.001303552284513,0.001450698233576,0.00183847075832,0.0025483767694938,0.0032985025916089,0.0041361923644712,0.004940669580897,0.005713934973174,0.0078677074612791,0.0027378241165271384,0.0023918307631496244,0.0020702626441866535,0.0014506982335760858,0.0013035522845130654,0.0030372766612369873,0.00436890138748236,,,
26,500439681042.1965,500439681042.1965,479653011954.6404,469643261379.9584,461739895535.65967,454989411155.20166,443501040058.3259,433742936016.4639,425115826790.39215,417321068703.29736,410171980519.4354,391571978995.0629,0.0015606742896007,0.0009856476959591,0.0014098146063807,0.0019423617076092,0.0024626859591511,0.0034707370421988,0.0043779484439169,0.005229373048065,0.00603720120714,0.0068022834790847,0.0089721308836918,0.003267580562174636,0.0027905630619126515,0.002235957625528355,0.001647875663876943,0.0009856476959591472,0.0014710912964738254,,,,
30,46226215085.57182,46226215085.57182,44091623844.45896,42937614939.06988,42009745081.02803,41210850677.87673,39851273524.3131,38699334392.648125,37687365366.96905,36780574229.15576,35955327532.392365,33831776551.63903,0.0040904890041614,0.0034097073303843,0.002763176561126,0.0031947761563745,0.003711700486671,0.00414202560189,0.0050144761427719,0.0058452939663241,0.0066274483135767,0.0073941477659511,0.0095486166392966,0.004542247038673963,0.004145950936178196,0.0036351997429915593,0.003126555149400887,0.002763176561126013,0.0031811742969605206,0.004090489004161424,,,
