band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,100000.0,0.2,-0.6,0.0029500174607851,0.0,0.22,-0.7,0.02500557054304184,0.0015252379321561982,0.0,759375
3,100000.0,0.3,-0.9,0.0023674000519796,75.0,0.3,-0.91,0.5519319256334531,0.001633830436493686,50.0,720810
4,100000.0,0.2,-0.9,0.004493050540279,0.0,0.2,-0.86,0.004864576090075049,0.002567076583768535,25.0,284764
5,100000.0,0.1,-0.3,0.0046812129705723,50.0,0.1,-0.33,1.1806193012753127e-11,0.003960201411177911,25.0,112500
6,100000.0,0.1,-0.3,0.0059141836407133,100.0,0.1,-0.31,7.646299178937906e-12,0.0056984926672128955,100.0,56250
7,100000.0,0.1,-0.2,0.0063149114303667,150.0,0.08,0.1,1.0916109507676885e-17,0.005269018782028147,75.0,63280
8,100000.0,0.1,0.0,0.0065250920730312,200.0,0.08,0.4,3.494861693889238e-19,0.005840986101518168,150.0,56250
9,100000.0,0.1,0.0,0.0055614891178988,200.0,0.08,0.4,7.802516294011385e-20,0.005181466364697185,175.0,71190
