layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,9000.0,0.2,0.2,0.0112263912205841,25.0,0.23,0.0,8.296488847048419,0.010460493316676311,25.0,17085
3,36000.0,0.1,1.6,0.0105545334233276,150.0,0.09,1.7,2.2939021427857914e-14,0.00950225222455725,100.0,20250
4,144000.0,0.1,1.2,0.0068319376310044,350.0,0.1,1.2,3.266185520002852e-12,0.0068319376310044,350.0,40500
5,576000.0,0.1,1.7,0.0060386513450065,350.0,0.09,1.9,4.1593296266175765e-16,0.005400568971195341,300.0,60750
6,2304000.0,0.1,2.3,0.0039034461095115,250.0,0.09,2.7,1.2053808250993548e-17,0.003636437980372942,225.0,144000
7,9216000.0,0.1,2.6,0.00291,150.0,0.1,2.6,1.1593881728502426e-15,0.00291,150.0,216000
8,36864000.0,0.1,2.2,0.0033800000000001,75.0,0.12,1.8,6.051204372192341e-12,0.0033799999999941654,125.0,162000
9,147456000.0,0.1,2.2,0.0059099999999999,100.0,0.12,1.8,1.3755442841450266e-12,0.005909999999995308,200.0,54000
10,589824000.0,0.3,-0.7,0.0268099999999933,25.0,0.76,-1.0,0.7940592052372579,0.026809999999988454,125.0,2530
