filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,best_augmented_var,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,31.70499471173972,31.70499471173972,29.74582126495769,28.39899841780179,26.353321449685907,0.0080990317960001,0.0075597417093344,0.0072211835435871,0.0082380796625983,0.008190281704777203,0.0075437055802728414,0.007241221993055769,0.0070440706068846115,28.39899841780179,0.006654413508035917,0.0069999685855337,0.0072542668991755765,0.007240524152124617,0.007712026469887667
3,7.481200376254051,7.481200376254051,6.943442922894259,6.646146625610623,6.218946172150489,0.0043655077162423,0.0055844106216183,0.0066357287956709,0.0066708286807048,0.006210904661000383,0.005605840438400844,0.005558652469945469,0.004748550005209906,7.481200376254051,0.0037759879609364777,,,,
4,36.8306249972909,36.8306249972909,35.15490980202783,33.961430661068455,32.086928032774445,0.0055958509198785,0.006714305585056,0.0067595326862249,0.0071402426849668,0.005471980211360417,0.0052832518383758575,0.005220607298782265,0.0051979672946965705,36.8306249972909,0.004725506417769587,,,,
5,26.65455508020478,26.65455508020478,25.647759580453062,24.90909895414244,23.76235960807944,0.0083071430309562,0.0077358538279426,0.0080271573566829,0.0089183617026693,0.0074260404663911705,0.007381977926614158,0.007357028679475908,0.007335312880593692,26.65455508020478,0.007359425849910672,0.007243563403081188,0.007235065121649287,,
6,14.452232343989271,14.452232343989271,13.817155906076572,13.424900500027231,12.80607907040977,0.0086082351078218,0.00951752748676,0.0098370735312333,0.0088571186005081,0.008487367844391747,0.008445115564669314,0.008439028635508494,0.008246775635325276,14.060502032104198,0.008296693804409117,,,,
9,4.051778997493767,4.051778997493767,3.643942260254273,3.485976248993284,3.2696480359234106,0.0059292987237582,0.0068256334442269,0.0059309588069578,0.007441190339148,0.0050251894362773955,0.004659706999984539,0.004399184871775,0.0046073770515768775,4.051778997493767,0.0037053736023020534,,,,
10,9.32110381071161,9.32110381071161,8.798200153735314,8.49616190313412,8.050509912270646,0.0074323747649646,0.0059184756102403,0.0064736875218175,0.0080118836172954,0.006249937025666563,0.006219090300983332,0.006468223177015786,0.006030120443391795,9.32110381071161,0.005918475610240392,0.0059772457307804006,0.005880897311707156,,
11,13.38130881658039,13.38130881658039,12.556593839468745,12.112357210334975,11.452288644538624,0.0075178687752909,0.0070342719940586,0.0086963459948686,0.0086268645028582,0.00754019001616324,0.007294965894329208,0.007121024669743181,0.00694047881941362,13.38130881658039,0.0068196262035452315,0.006655019286072705,0.006469443342473902,,
12,9.25049039058488,9.25049039058488,8.769584242796075,8.458212753983213,7.975492394239505,0.0106732339145434,0.0106000386282586,0.0110686445039575,0.0104630750122681,0.010520057250114734,0.010396698553297945,0.010240291130341084,0.01019635217813225,7.975492394239505,0.010189177712416175,0.010235460079596692,0.010305200271491677,0.010343826908214449,0.010199018448115105
13,11.093932426874234,11.093932426874234,10.349471140686754,9.907086923562009,9.249460106496436,0.0067968505003751,0.0067465298224881,0.0088461497865197,0.0081869802939092,0.007027978144612201,0.0074065069351603174,0.006814295695692085,0.006922906148087105,11.093932426874234,0.0064941810477965045,0.0063669205855995115,0.005997626887179641,,
16,7.301698428613108,7.301698428613108,6.932144081784446,6.70457735962894,6.35718536406217,0.0061946815769731,0.0074559712024098,0.0067439983968364,0.0073731808603104,0.007677689371292651,0.006961896996099726,0.006859837999853902,0.0059929706031359165,7.078661582428061,0.006031921956924591,,,,
17,21.73798695511777,21.73798695511777,20.895934429532847,20.241286816039366,19.1272163456814,0.0134235870860817,0.0132400827882239,0.0133519607450187,0.01327550060562,0.012247271505119603,0.012247428340064759,0.012179044091331026,0.012070251724213832,20.895934429532847,0.012057306472316731,0.012067026676045645,0.012124806243097086,,
