filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",45245.527,35149.957,55858.81,5.495759,3.202812,11.596157,65536000.0,"(2.0, 0.5, 0.044)",0.0083831885820209,0.7,-1.0,52006.70735128664,50.0,44255.62109375,0.00016775858896935606,0.005198232297383365,0.9,-1.07,91943.13700272105,25.0,72000
1,"(2.0, 0.5, 0.065)",16159.348,12461.857,20982.104,7.5778446,4.145749,20.6892,65536000.0,"(2.0, 0.5, 0.065)",0.0074206109247074,0.7,-1.1,25185.65276110832,0.0,16159.34765625,0.00016775858896935606,0.005916269866360957,0.6,-1.06,16238.341251382688,0.0,54000
2,"(2.0, 0.5, 0.096)",5922.317,4530.9473,7658.3535,9.172287,4.7529116,22.550383,65536000.0,"(2.0, 0.5, 0.096)",0.0087383160079014,0.7,-1.1,7966.053776136386,200.0,5258.3662109375,0.00016775858896935606,0.007574575230227601,0.6,-1.07,5444.97540995103,150.0,32000
3,"(2.0, 0.5, 0.141)",2186.1821,1604.9816,2941.1536,11.885174,6.001125,31.736656,65536000.0,"(2.0, 0.5, 0.141)",0.0062036747077827,0.4,-1.0,448.0140378050059,0.0,2105.97265625,0.00016775858896935606,0.006191582094336956,0.4,-0.99,416.743570802584,25.0,48000
4,"(2.0, 0.5, 0.208)",896.74567,626.0611,1207.4171,14.605139,7.9027953,40.446873,65536000.0,"(2.0, 0.5, 0.208)",0.00637591046611,0.3,-0.9,22.346598559288775,0.0,896.7456665039062,0.00016775858896935606,0.005281590129525504,0.35,-1.0,91.45843850500142,0.0,64000
5,"(2.0, 0.5, 0.306)",319.7792,214.6534,441.71838,17.831026,8.364756,54.4642,65536000.0,"(2.0, 0.5, 0.306)",0.0081445274050377,0.2,-0.7,0.0475861912681942,0.0,319.7792053222656,0.00016775858896935606,0.008124025980158822,0.31,-1.0,15.160471254723278,0.0,27000
6,"(2.0, 0.5, 0.45)",201.8078,138.28255,288.14822,18.420538,9.052644,56.18318,65536000.0,"(2.0, 0.5, 0.45)",0.009421863686051,0.3,-1.0,7.590876741469151,0.0,185.68650817871094,0.00016775858896935606,0.009418642506405783,0.31,-1.0,8.803245873340334,50.0,20250
7,"(2.0, 1.0, 0.044)",62793.043,49965.652,79623.72,6.65773,3.644785,17.155079,65536000.0,"(2.0, 1.0, 0.044)",0.0027298257859973,0.7,-1.0,74946.77658739118,0.0,62793.04296875,0.00016775858896935606,0.0024050639909340976,0.72,-1.0,79051.53589979031,0.0,324000
8,"(2.0, 1.0, 0.065)",22699.832,17202.203,29541.355,8.707811,4.3867908,26.46868,65536000.0,"(2.0, 1.0, 0.065)",0.0060867892486823,0.6,-1.0,17649.087182633633,100.0,22699.83203125,0.00016775858896935606,0.003523286307304932,0.54,-1.0,14464.08271435783,0.0,144000
9,"(2.0, 1.0, 0.096)",8380.244,6284.1074,11114.349,10.975516,5.249789,34.063877,65536000.0,"(2.0, 1.0, 0.096)",0.0058466698230214,0.5,-1.0,3934.227294921875,50.0,8380.244140625,0.00016775858896935606,0.003956499552881909,0.46,-1.0,3110.4800049710393,0.0,121500
