filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,"(2.0, 0.5, 0.044)",45245.527,35149.957,55858.81,5.495759,3.202812,11.596157,65536000.0,"(2.0, 0.5, 0.044)",0.008383188582020917,0.7,-1.0,52006.70735128664,50.0,43573.047,0.00016775858896935606
1,"(2.0, 0.5, 0.065)",16159.348,12461.857,20982.104,7.5778446,4.145749,20.6892,65536000.0,"(2.0, 0.5, 0.065)",0.007420610924707471,0.7,-1.1,25185.65276110832,0.0,16159.348,0.00016775858896935606
2,"(2.0, 0.5, 0.096)",5922.317,4530.9473,7658.3535,9.172287,4.7529116,22.550383,65536000.0,"(2.0, 0.5, 0.096)",0.008738316007901425,0.7,-1.1,7966.053776136386,200.0,5111.0938,0.00016775858896935606
3,"(2.0, 0.5, 0.141)",2186.1821,1604.9816,2941.1536,11.885174,6.001125,31.736656,65536000.0,"(2.0, 0.5, 0.141)",0.006203674707782714,0.4,-1.0,448.0140378050059,0.0,2186.1821,0.00016775858896935606
4,"(2.0, 0.5, 0.208)",896.74567,626.0611,1207.4171,14.605139,7.9027953,40.446873,65536000.0,"(2.0, 0.5, 0.208)",0.00637591046611008,0.3,-0.9,22.346598559288775,0.0,896.74567,0.00016775858896935606
5,"(2.0, 0.5, 0.306)",319.7792,214.6534,441.71838,17.831026,8.364756,54.4642,65536000.0,"(2.0, 0.5, 0.306)",0.008144527405037794,0.2,-0.7,0.047586191268194286,0.0,319.7792,0.00016775858896935606
6,"(2.0, 0.5, 0.45)",201.8078,138.28255,288.14822,18.420538,9.052644,56.18318,65536000.0,"(2.0, 0.5, 0.45)",0.009421863686051024,0.3,-1.0,7.590876741469151,0.0,201.8078,0.00016775858896935606
7,"(2.0, 1.0, 0.044)",62793.043,49965.652,79623.72,6.65773,3.644785,17.155079,65536000.0,"(2.0, 1.0, 0.044)",0.002729825785997335,0.7,-1.0,74946.77658739118,0.0,62793.043,0.00016775858896935606
8,"(2.0, 1.0, 0.065)",22699.832,17202.203,29541.355,8.707811,4.3867908,26.46868,65536000.0,"(2.0, 1.0, 0.065)",0.006086789248682334,0.6,-1.0,17649.087182633633,100.0,20784.828,0.00016775858896935606
9,"(2.0, 1.0, 0.096)",8380.244,6284.1074,11114.349,10.975516,5.249789,34.063877,65536000.0,"(2.0, 1.0, 0.096)",0.0058466698230214,0.5,-1.0,3934.227294921875,50.0,7868.4546,0.00016775858896935606
10,"(2.0, 1.0, 0.141)",3242.9932,2394.788,4510.291,13.735744,6.094931,54.324215,65536000.0,"(2.0, 1.0, 0.141)",0.0057899935537146785,0.4,-1.0,664.5861947158829,0.0,3242.9932,0.00016775858896935606
11,"(2.0, 1.0, 0.208)",1197.3448,817.9381,1706.2438,17.1347,7.3950586,63.560234,65536000.0,"(2.0, 1.0, 0.208)",0.004231542979950348,0.3,-0.9,29.837428458109304,0.0,1197.3448,0.00016775858896935606
12,"(2.0, 1.0, 0.306)",468.3411,310.48373,670.54333,21.947903,8.971785,75.58873,65536000.0,"(2.0, 1.0, 0.306)",0.0059108380224865975,0.3,-0.9,9.930258526145566,100.0,398.4909,0.00016775858896935606
13,"(2.0, 1.0, 0.45)",220.53648,147.11174,331.00937,28.5207,10.659022,102.477615,65536000.0,"(2.0, 1.0, 0.45)",0.01100863944244379,0.4,-1.1,54.9906973642765,100.0,182.75339,0.00016775858896935606
14,"(3.0, 0.5, 0.044)",42997.684,33936.027,54418.273,6.8411884,3.8138843,16.643753,65536000.0,"(3.0, 0.5, 0.044)",0.007128896602403456,1.0,-1.1,100000.0,0.0,42997.684,0.00016775858896935606
15,"(3.0, 0.5, 0.065)",15353.167,11525.817,20206.848,8.839638,4.8866415,22.405865,65536000.0,"(3.0, 0.5, 0.065)",0.009105973571106651,0.7,-1.1,20717.77627535352,200.0,13292.717,0.00016775858896935606
16,"(3.0, 0.5, 0.096)",5436.802,4041.1614,7211.919,12.280644,6.0806623,36.965527,65536000.0,"(3.0, 0.5, 0.096)",0.007152949342375203,0.4,-1.0,1044.3886020437178,50.0,5096.322,0.00016775858896935606
17,"(3.0, 0.5, 0.141)",2110.7625,1486.6293,3013.5896,16.471983,7.743226,71.83799,65536000.0,"(3.0, 0.5, 0.141)",0.007326445478534324,0.3,-0.9,48.62403342339639,50.0,1951.2317,0.00016775858896935606
18,"(3.0, 0.5, 0.208)",781.5667,519.1329,1158.5393,20.23979,9.632408,69.95998,65536000.0,"(3.0, 0.5, 0.208)",0.005875649717761999,0.2,-0.7,0.11630457015264602,0.0,781.5667,0.00016775858896935606
