layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,3180.0,0.34,2.4,0.0183585877114493,0.337,2.31,0.017722548662441218,6034
3,12720.0,0.36,1.7,0.0068248941796468,0.359,1.7,0.005251672591965684,64395
4,50880.0,0.36,0.5,0.0053653166405798,0.365,0.57,0.004595749607849475,85860
5,203520.0,0.4,-0.06,0.0026466086568504,0.4,-0.056,0.0022583994671456775,366747
6,814080.0,0.48,-0.5,0.0046817691499465,0.486,-0.48,0.004028816153602288,114480
7,3256320.0,0.77,-0.8,0.0114054354232807,0.765,-0.8,0.011316080702628795,14310
8,13025280.0,2.0,-1.12,0.0455561057890609,1.9,-1.119,0.04541729402916789,894
