filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",38141.094,29741.965,47408.023,5.5458765,3.051156,15.768338,262144000.0,"(2.0, 0.5, 0.044)",0.0044112664839643,0.7,-0.9,36457.9155258046,0.0,37263.94921875,8.387993035035688e-05,0.003951286016869282,0.73,-0.9,38744.416114357926,25.0,121500
1,"(2.0, 0.5, 0.065)",16323.579,12823.378,20713.02,6.1978283,3.2862043,19.461838,262144000.0,"(2.0, 0.5, 0.065)",0.0049683938565018,0.6,-0.9,10849.292195057542,0.0,16323.5791015625,8.387993035035688e-05,0.003216238805741456,0.64,-0.9,12772.80963756137,0.0,182250
2,"(2.0, 0.5, 0.096)",6576.698,5205.662,8263.791,6.400652,3.2297108,17.005306,262144000.0,"(2.0, 0.5, 0.096)",0.0047182597094725,0.7,-0.9,5844.75064238722,100.0,6576.6982421875,8.387993035035688e-05,0.003171188875270625,0.6,-0.87,4089.8877534474314,0.0,192000
3,"(2.0, 0.5, 0.141)",2797.8591,2166.3635,3563.505,7.264324,3.6402996,21.403347,262144000.0,"(2.0, 0.5, 0.141)",0.0031380414126792,0.5,-0.8,832.6961698986237,0.0,2797.8591,8.387993035035688e-05,0.0031380414126792,0.5,-0.8,832.6961698986237,0.0,192000
4,"(2.0, 0.5, 0.208)",1152.8248,876.24927,1451.8333,8.28653,4.267028,29.09903,262144000.0,"(2.0, 0.5, 0.208)",0.0054697147177037,0.4,-0.7,99.11036346427792,0.0,1152.8248291015625,8.387993035035688e-05,0.004319664186543171,0.4,-0.71,101.54589781240766,0.0,96000
5,"(2.0, 0.5, 0.306)",415.594,313.295,537.46234,9.865244,4.2117133,37.117893,262144000.0,"(2.0, 0.5, 0.306)",0.0051973154587994,0.3,-0.5,2.9678208853415886,0.0,415.593994140625,8.387993035035688e-05,0.0034853678497327456,0.3,-0.45,2.615384067721559,0.0,153772
6,"(2.0, 0.5, 0.45)",279.85425,209.98505,375.27567,9.890322,4.796311,35.474228,262144000.0,"(2.0, 0.5, 0.45)",0.004549358720662,0.3,-0.5,1.9984823984825069,0.0,279.854248046875,8.387993035035688e-05,0.002920597837291254,0.31,-0.5,2.6368060897722416,0.0,216000
7,"(2.0, 1.0, 0.044)",54288.895,43416.723,68531.04,6.4105473,3.3343816,19.243261,262144000.0,"(2.0, 1.0, 0.044)",0.0040350173009521,0.7,-0.9,51893.10888101178,0.0,54288.89453125,8.387993035035688e-05,0.0024895714505809435,0.6,-0.83,31026.10674076823,0.0,288000
8,"(2.0, 1.0, 0.065)",21606.795,16645.76,27949.41,7.6740284,3.6956086,25.068642,262144000.0,"(2.0, 1.0, 0.065)",0.0024851532996538,0.5,-0.8,6430.593726748513,0.0,21606.795,8.387993035035688e-05,0.0024851532996538,0.5,-0.8,6430.593726748513,0.0,288000
9,"(2.0, 1.0, 0.096)",8995.317,7039.572,11474.854,7.9109163,3.7740242,27.484087,262144000.0,"(2.0, 1.0, 0.096)",0.0036046779936023,0.5,-0.8,2677.177792503721,0.0,8995.3173828125,8.387993035035688e-05,0.002502236754903131,0.44,-0.7,1250.8312409926184,0.0,288000
10,"(2.0, 1.0, 0.141)",3820.5479,2936.9902,4963.414,8.58529,3.8535242,32.204014,262144000.0,"(2.0, 1.0, 0.141)",0.0041739504396999,0.5,-0.8,1137.06781296503,0.0,3820.5478515625,8.387993035035688e-05,0.0019596533028614083,0.44,-0.7,531.260922440897,0.0,486000
11,"(2.0, 1.0, 0.208)",1576.0858,1176.9901,2079.6567,9.439274,4.111656,38.3629,262144000.0,"(2.0, 1.0, 0.208)",0.0038880449214738,0.3,-0.4,8.782741056579537,0.0,1576.0858154296875,8.387993035035688e-05,0.0026674977912806153,0.4,-0.68,129.1722859196421,0.0,256000
12,"(2.0, 1.0, 0.306)",610.1576,447.46747,843.7053,11.865034,4.821872,62.558804,262144000.0,"(2.0, 1.0, 0.306)",0.0035798859513811,0.3,-0.5,4.357229586359279,0.0,610.1575927734375,8.387993035035688e-05,0.002440994080633224,0.3,-0.47,4.0365398759882165,0.0,324000
13,"(2.0, 1.0, 0.45)",313.63715,234.57901,431.93243,15.324097,5.6954603,79.12158,262144000.0,"(2.0, 1.0, 0.45)",0.004049422435341,0.2,-0.1,0.0056572356781402,0.0,313.63714599609375,8.387993035035688e-05,0.002234551488390947,0.2,-0.06,0.005054464174517866,0.0,384000
14,"(3.0, 0.5, 0.044)",38099.715,30115.475,48603.5,6.853094,3.6671488,23.936304,262144000.0,"(3.0, 0.5, 0.044)",0.0046620302127135,0.6,-0.9,25322.5678214558,0.0,38099.71484375,8.387993035035688e-05,0.0032551202329217654,0.6,-0.91,25906.99056494482,0.0,182250
15,"(3.0, 0.5, 0.065)",15911.381,12125.497,20711.342,8.406559,4.0204067,27.861492,262144000.0,"(3.0, 0.5, 0.065)",0.0038622133222198,0.4,-0.7,1367.9291947764605,0.0,15911.380859375,8.387993035035688e-05,0.0030556157815340226,0.46,-0.8,3401.663097032604,0.0,192000
16,"(3.0, 0.5, 0.096)",6334.278,4919.6777,8152.8066,8.996178,4.240131,34.376465,262144000.0,"(3.0, 0.5, 0.096)",0.0051657548157177,0.4,-0.7,515.580537042737,50.0,6334.27783203125,8.387993035035688e-05,0.0032087104651030707,0.43,-0.8,1003.596106886588,0.0,182250
17,"(3.0, 0.5, 0.141)",2623.0916,1993.028,3452.8904,9.633809,4.678701,40.21184,262144000.0,"(3.0, 0.5, 0.141)",0.0058180026742644,0.3,-0.5,18.731901817941097,0.0,2623.091552734375,8.387993035035688e-05,0.0034261008070443078,0.4,-0.76,261.8955345013881,0.0,162000
18,"(3.0, 0.5, 0.208)",1129.5138,831.90955,1551.796,11.022209,5.1395283,43.971905,262144000.0,"(3.0, 0.5, 0.208)",0.004702376994607,0.3,-0.6,10.555163073249084,0.0,1129.5137939453125,8.387993035035688e-05,0.004660091207739636,0.34,-0.7,36.08402130566096,0.0,81000
19,"(3.0, 0.5, 0.306)",455.46497,342.0473,638.85986,14.273485,5.9274883,64.385185,262144000.0,"(3.0, 0.5, 0.306)",0.0045041863960616,0.2,-0.2,0.0110191609538552,0.0,455.4649658203125,8.387993035035688e-05,0.00414776097858674,0.2,-0.17,0.010071145440643556,0.0,108000
20,"(3.0, 0.5, 0.45)",215.66731,153.71954,325.14725,17.576235,6.992432,93.17794,262144000.0,"(3.0, 0.5, 0.45)",0.0025575952491725,0.2,-0.2,0.0052176852416911,0.0,215.66731,8.387993035035688e-05,0.0025575952491725,0.2,-0.2,0.0052176852416911,0.0,288000
21,"(3.0, 1.0, 0.044)",45464.17,34710.035,62782.516,10.761397,4.8050423,41.470974,262144000.0,"(3.0, 1.0, 0.044)",0.0042721231680219,0.4,-0.7,3664.6984773414474,50.0,45464.171875,8.387993035035688e-05,0.002264268914394574,0.4,-0.74,4313.8760568350735,0.0,364500
22,"(3.0, 1.0, 0.065)",18223.31,13346.464,24870.598,11.646765,4.821139,49.299297,262144000.0,"(3.0, 1.0, 0.065)",0.0051099648448782,0.4,-0.7,1403.7059506999658,100.0,18223.310546875,8.387993035035688e-05,0.002540931970378857,0.36,-0.7,846.9035206038063,0.0,288000
23,"(3.0, 1.0, 0.096)",7829.959,6043.6367,10879.932,12.665825,5.262159,60.51075,262144000.0,"(3.0, 1.0, 0.096)",0.0038393885570938,0.3,-0.6,73.16997311582314,0.0,7829.958984375,8.387993035035688e-05,0.0035293457870418793,0.33,-0.7,203.1128074519422,0.0,144000
24,"(3.0, 1.0, 0.141)",3101.7693,2271.9634,4417.2935,14.264282,5.6997294,61.58418,262144000.0,"(3.0, 1.0, 0.141)",0.0044070446116997,0.3,-0.6,28.98564038485764,0.0,3101.769287109375,8.387993035035688e-05,0.0031253620603827748,0.3,-0.62,30.67473181939072,0.0,192000
25,"(3.0, 1.0, 0.208)",1296.3827,934.0344,1932.1316,17.86408,6.2241035,87.59031,262144000.0,"(3.0, 1.0, 0.208)",0.0041013042875753,0.3,-0.6,11.090954429807892,50.0,1186.84912109375,8.387993035035688e-05,0.0038904652982189036,0.3,-0.59,10.78532136356521,50.0,128000
26,"(3.0, 1.0, 0.306)",524.2926,375.02448,764.289,19.283337,6.139826,105.35934,262144000.0,"(3.0, 1.0, 0.306)",0.0044770772066412,0.2,-0.2,0.0126843226325617,0.0,524.2926025390625,8.387993035035688e-05,0.003991273844058174,0.2,-0.21,0.013075338317535068,0.0,121500
27,"(3.0, 1.0, 0.45)",236.42052,157.56374,394.9962,29.769646,7.8857694,180.59862,262144000.0,"(3.0, 1.0, 0.45)",0.002501621620863,0.1,1.0,4.96851069280835e-13,0.0,236.42052,8.387993035035688e-05,0.002501621620863,0.1,1.0,4.96851069280835e-13,0.0,288000
