filter_idx,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
0,262144000.0,0.7,-0.9,0.0044112664839643,0.0,0.73,-0.9,38744.416114357926,0.003951286016869282,25.0,121500
1,262144000.0,0.6,-0.9,0.0049683938565018,0.0,0.64,-0.9,12772.80963756137,0.003216238805741456,0.0,182250
2,262144000.0,0.7,-0.9,0.0047182597094725,100.0,0.6,-0.87,4089.8877534474314,0.003171188875270625,0.0,192000
3,262144000.0,0.5,-0.8,0.0031380414126792,0.0,0.5,-0.8,832.6961698986237,0.0031380414126792,0.0,192000
4,262144000.0,0.4,-0.7,0.0054697147177037,0.0,0.4,-0.71,101.54589781240766,0.004319664186543171,0.0,96000
5,262144000.0,0.3,-0.5,0.0051973154587994,0.0,0.3,-0.45,2.615384067721559,0.0034853678497327456,0.0,153772
6,262144000.0,0.3,-0.5,0.004549358720662,0.0,0.31,-0.5,2.6368060897722416,0.002920597837291254,0.0,216000
7,262144000.0,0.7,-0.9,0.0040350173009521,0.0,0.6,-0.83,31026.10674076823,0.0024895714505809435,0.0,288000
8,262144000.0,0.5,-0.8,0.0024851532996538,0.0,0.5,-0.8,6430.593726748513,0.0024851532996538,0.0,288000
9,262144000.0,0.5,-0.8,0.0036046779936023,0.0,0.44,-0.7,1250.8312409926184,0.002502236754903131,0.0,288000
10,262144000.0,0.5,-0.8,0.0041739504396999,0.0,0.44,-0.7,531.260922440897,0.0019596533028614083,0.0,486000
11,262144000.0,0.3,-0.4,0.0038880449214738,0.0,0.4,-0.68,129.1722859196421,0.0026674977912806153,0.0,256000
12,262144000.0,0.3,-0.5,0.0035798859513811,0.0,0.3,-0.47,4.0365398759882165,0.002440994080633224,0.0,324000
13,262144000.0,0.2,-0.1,0.004049422435341,0.0,0.2,-0.06,0.005054464174517866,0.002234551488390947,0.0,384000
14,262144000.0,0.6,-0.9,0.0046620302127135,0.0,0.6,-0.91,25906.99056494482,0.0032551202329217654,0.0,182250
15,262144000.0,0.4,-0.7,0.0038622133222198,0.0,0.46,-0.8,3401.663097032604,0.0030556157815340226,0.0,192000
16,262144000.0,0.4,-0.7,0.0051657548157177,50.0,0.43,-0.8,1003.596106886588,0.0032087104651030707,0.0,182250
17,262144000.0,0.3,-0.5,0.0058180026742644,0.0,0.4,-0.76,261.8955345013881,0.0034261008070443078,0.0,162000
18,262144000.0,0.3,-0.6,0.004702376994607,0.0,0.34,-0.7,36.08402130566096,0.004660091207739636,0.0,81000
19,262144000.0,0.2,-0.2,0.0045041863960616,0.0,0.2,-0.17,0.010071145440643556,0.00414776097858674,0.0,108000
20,262144000.0,0.2,-0.2,0.0025575952491725,0.0,0.2,-0.2,0.0052176852416911,0.0025575952491725,0.0,288000
21,262144000.0,0.4,-0.7,0.0042721231680219,50.0,0.4,-0.74,4313.8760568350735,0.002264268914394574,0.0,364500
22,262144000.0,0.4,-0.7,0.0051099648448782,100.0,0.36,-0.7,846.9035206038063,0.002540931970378857,0.0,288000
23,262144000.0,0.3,-0.6,0.0038393885570938,0.0,0.33,-0.7,203.1128074519422,0.0035293457870418793,0.0,144000
24,262144000.0,0.3,-0.6,0.0044070446116997,0.0,0.3,-0.62,30.67473181939072,0.0031253620603827748,0.0,192000
25,262144000.0,0.3,-0.6,0.0041013042875753,50.0,0.3,-0.59,10.78532136356521,0.0038904652982189036,50.0,128000
26,262144000.0,0.2,-0.2,0.0044770772066412,0.0,0.2,-0.21,0.013075338317535068,0.003991273844058174,0.0,121500
27,262144000.0,0.1,1.0,0.002501621620863,0.0,0.1,1.0,4.96851069280835e-13,0.002501621620863,0.0,288000
28,262144000.0,0.5,-0.8,0.0029933969903218,0.0,0.6,-0.88,22197.223947293347,0.0028449652791787683,25.0,230658
29,262144000.0,0.6,-0.9,0.0036502010027129,0.0,0.6,-0.89,9582.159703484327,0.003151205097706833,25.0,192000
30,262144000.0,0.4,-0.7,0.0041753027821226,0.0,0.46,-0.8,1318.4230791896778,0.003194578082991173,0.0,182250
31,262144000.0,0.4,-0.8,0.0053275625037427,0.0,0.36,-0.7,120.72077515409154,0.003661155247037251,0.0,144000
32,262144000.0,0.3,-0.6,0.0046348428109599,0.0,0.3,-0.61,10.77484401991644,0.003857231592458654,0.0,128000
33,262144000.0,0.2,-0.2,0.0054666021159823,0.0,0.21,-0.3,0.03177126448263077,0.0041755079507627135,0.0,108000
34,262144000.0,0.3,-0.6,0.0044659062781645,100.0,0.2,-0.26,0.005806053722019907,0.0025924215140820106,0.0,288000
35,262144000.0,0.4,-0.7,0.0038928826709227,100.0,0.32,-0.6,684.5280173088421,0.0016590870699954852,0.0,648000
36,262144000.0,0.3,-0.6,0.0016753765575957,0.0,0.3,-0.59,164.72944422413508,0.0014856714386422415,0.0,864000
37,262144000.0,0.3,-0.6,0.0029476344002203,0.0,0.25,-0.4,6.374400700610721,0.001746421063081649,0.0,576000
38,262144000.0,0.3,-0.6,0.0031559283087406,50.0,0.27,-0.5,7.563556515594161,0.0020396297332102645,25.0,432000
39,262144000.0,0.2,-0.2,0.002710107227219,0.0,0.2,-0.2,0.029299460590579,0.002710107227219,0.0,256000
40,262144000.0,0.1,1.1,0.0038602391623061,0.0,0.11,0.9,7.511248118809896e-11,0.003260404326427324,0.0,182250
41,262144000.0,0.1,1.0,0.0022891938151897,0.0,0.1,1.0,4.3125333238070396e-13,0.0022891938151897,0.0,364500
