filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,"(2.0, 0.5, 0.044)",38141.094,29741.965,47408.023,5.5458765,3.051156,15.768338,262144000.0,"(2.0, 0.5, 0.044)",0.004411266483964393,0.7,-0.9,36457.9155258046,0.0,38141.094,8.387993035035688e-05
1,"(2.0, 0.5, 0.065)",16323.579,12823.378,20713.02,6.1978283,3.2862043,19.461838,262144000.0,"(2.0, 0.5, 0.065)",0.004968393856501829,0.6,-0.9,10849.292195057542,0.0,16323.579,8.387993035035688e-05
2,"(2.0, 0.5, 0.096)",6576.698,5205.662,8263.791,6.400652,3.2297108,17.005306,262144000.0,"(2.0, 0.5, 0.096)",0.004718259709472594,0.7,-0.9,5844.75064238722,100.0,6114.5894,8.387993035035688e-05
3,"(2.0, 0.5, 0.141)",2797.8591,2166.3635,3563.505,7.264324,3.6402996,21.403347,262144000.0,"(2.0, 0.5, 0.141)",0.00313804141267926,0.5,-0.8,832.6961698986237,0.0,2797.8591,8.387993035035688e-05
4,"(2.0, 0.5, 0.208)",1152.8248,876.24927,1451.8333,8.28653,4.267028,29.09903,262144000.0,"(2.0, 0.5, 0.208)",0.005469714717703744,0.4,-0.7,99.11036346427791,0.0,1152.8248,8.387993035035688e-05
5,"(2.0, 0.5, 0.306)",415.594,313.295,537.46234,9.865244,4.2117133,37.117893,262144000.0,"(2.0, 0.5, 0.306)",0.005197315458799423,0.3,-0.5,2.9678208853415886,0.0,415.594,8.387993035035688e-05
6,"(2.0, 0.5, 0.45)",279.85425,209.98505,375.27567,9.890322,4.796311,35.474228,262144000.0,"(2.0, 0.5, 0.45)",0.004549358720662089,0.3,-0.5,1.9984823984825069,0.0,279.85425,8.387993035035688e-05
7,"(2.0, 1.0, 0.044)",54288.895,43416.723,68531.04,6.4105473,3.3343816,19.243261,262144000.0,"(2.0, 1.0, 0.044)",0.004035017300952182,0.7,-0.9,51893.10888101178,0.0,54288.895,8.387993035035688e-05
8,"(2.0, 1.0, 0.065)",21606.795,16645.76,27949.41,7.6740284,3.6956086,25.068642,262144000.0,"(2.0, 1.0, 0.065)",0.0024851532996538334,0.5,-0.8,6430.593726748513,0.0,21606.795,8.387993035035688e-05
9,"(2.0, 1.0, 0.096)",8995.317,7039.572,11474.854,7.9109163,3.7740242,27.484087,262144000.0,"(2.0, 1.0, 0.096)",0.003604677993602312,0.5,-0.8,2677.177792503721,0.0,8995.317,8.387993035035688e-05
10,"(2.0, 1.0, 0.141)",3820.5479,2936.9902,4963.414,8.58529,3.8535242,32.204014,262144000.0,"(2.0, 1.0, 0.141)",0.0041739504396999805,0.5,-0.8,1137.06781296503,0.0,3820.5479,8.387993035035688e-05
11,"(2.0, 1.0, 0.208)",1576.0858,1176.9901,2079.6567,9.439274,4.111656,38.3629,262144000.0,"(2.0, 1.0, 0.208)",0.003888044921473821,0.3,-0.4,8.782741056579537,0.0,1576.0858,8.387993035035688e-05
12,"(2.0, 1.0, 0.306)",610.1576,447.46747,843.7053,11.865034,4.821872,62.558804,262144000.0,"(2.0, 1.0, 0.306)",0.0035798859513811454,0.3,-0.5,4.357229586359279,0.0,610.1576,8.387993035035688e-05
13,"(2.0, 1.0, 0.45)",313.63715,234.57901,431.93243,15.324097,5.6954603,79.12158,262144000.0,"(2.0, 1.0, 0.45)",0.00404942243534101,0.2,-0.1,0.00565723567814021,0.0,313.63715,8.387993035035688e-05
14,"(3.0, 0.5, 0.044)",38099.715,30115.475,48603.5,6.853094,3.6671488,23.936304,262144000.0,"(3.0, 0.5, 0.044)",0.004662030212713553,0.6,-0.9,25322.567821455796,0.0,38099.715,8.387993035035688e-05
15,"(3.0, 0.5, 0.065)",15911.381,12125.497,20711.342,8.406559,4.0204067,27.861492,262144000.0,"(3.0, 0.5, 0.065)",0.0038622133222198027,0.4,-0.7,1367.9291947764605,0.0,15911.381,8.387993035035688e-05
16,"(3.0, 0.5, 0.096)",6334.278,4919.6777,8152.8066,8.996178,4.240131,34.376465,262144000.0,"(3.0, 0.5, 0.096)",0.0051657548157177935,0.4,-0.7,515.580537042737,50.0,5997.093,8.387993035035688e-05
17,"(3.0, 0.5, 0.141)",2623.0916,1993.028,3452.8904,9.633809,4.678701,40.21184,262144000.0,"(3.0, 0.5, 0.141)",0.005818002674264411,0.3,-0.5,18.731901817941097,0.0,2623.0916,8.387993035035688e-05
18,"(3.0, 0.5, 0.208)",1129.5138,831.90955,1551.796,11.022209,5.1395283,43.971905,262144000.0,"(3.0, 0.5, 0.208)",0.004702376994607092,0.3,-0.6,10.555163073249085,0.0,1129.5138,8.387993035035688e-05
19,"(3.0, 0.5, 0.306)",455.46497,342.0473,638.85986,14.273485,5.9274883,64.385185,262144000.0,"(3.0, 0.5, 0.306)",0.004504186396061649,0.2,-0.2,0.011019160953855222,0.0,455.46497,8.387993035035688e-05
