band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,initial_scale,kstest_stat_initial,kstest_stat_cutoff_0.05
2,186957280.0,173197920.0,201862190.0,6.890562,4.5716124,9.890168,47614.0,0.27,0.5,61995.05259779394,0.012616385549275688,0.0062204080553092435
5,74748400.0,67541440.0,83462030.0,15.030487,7.1362295,30.144716,102030.0,0.28,0.0,89980.58837026717,0.012370154487593488,0.004250109478285763
8,20255970.0,18393948.0,22470306.0,12.860015,6.7155557,27.600863,326496.0,0.3,-0.13,62728.5476315468,0.01089271750648102,0.002376287493954915
11,4711756.0,4299480.0,5194024.5,11.61629,6.2099423,26.865059,904666.0,0.36,-0.3,90146.12858498542,0.010295503151547036,0.0014276807376072355
14,1357398.5,1235842.4,1525781.4,14.224838,6.182291,52.53932,2727602.0,0.42,-0.5,98691.78505298658,0.007738451543833902,0.0008222587962986603
17,335488.28,298754.66,426276.6,44.881535,6.9344287,256.24863,8298440.0,0.59,-0.6,100000.0,0.0040719526599056755,0.00047142713729943133
20,57832.508,47884.688,106602.76,406.07047,7.254397,1292.8892,25140192.0,0.06,6.2,1.5806377282296724e-31,0.0030936526530940534,0.0002708547073073513
23,13386.294,11979.867,17777.408,64.43538,4.880279,358.1029,65734528.0,0.07,7.8,3.1087499209475453e-27,0.0020129615321614336,0.00016750507336682816
