band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,initial_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r_eta0,best_scale_eta0,kstest_stat_eta0
2,186957280.0,173197920.0,201862190.0,6.890562,4.5716124,9.890168,47614.0,0.27,0.5,61995.05259779394,0.0126163855492756,0.0062204080553092,0.36,153.16800715481028,0.2505267426879725
5,74748400.0,67541440.0,83462030.0,15.030487,7.1362295,30.144716,102030.0,0.28,0.0,89980.58837026717,0.0123701544875934,0.0042501094782857,0.28,89980.58837026717,0.0123701544875934
8,20255970.0,18393948.0,22470306.0,12.860015,6.7155557,27.600863,326496.0,0.3,-0.13,62728.5476315468,0.010892717506481,0.0023762874939549,0.36,153.16800715481028,0.06071922902792065
11,4711756.0,4299480.0,5194024.5,11.61629,6.2099423,26.865059,904666.0,0.36,-0.3,90146.12858498542,0.010295503151547,0.0014276807376072,0.41,375.07735630210124,0.01304345812003449
14,1357398.5,1235842.4,1525781.4,14.224838,6.182291,52.53932,2727602.0,0.42,-0.5,98691.78505298658,0.0077384515438339,0.0008222587962986,0.53,1455.94495959151,0.01501648393341648
17,335488.28,298754.66,426276.6,44.881535,6.9344287,256.24863,8298440.0,0.59,-0.6,100000.0,0.0040719526599056,0.0004714271372994,0.88,7014.185537031883,0.019354079037053107
20,57832.508,47884.688,106602.76,406.07047,7.254397,1292.8892,25140192.0,0.06,6.2,1.5806377282296724e-31,0.003093652653094,0.0002708547073073,6.0,22811.834805811202,0.09065285762299777
23,13386.294,11979.867,17777.408,64.43538,4.880279,358.1029,65734528.0,0.07,7.8,3.1087499209475453e-27,0.0020129615321614,0.0001675050733668,6.0,22811.834805811202,0.19582809087582748
