band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,initial_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r_eta0,best_scale_eta0,kstest_stat_eta0,best_r,best_eta,best_scale,kstest_stat_best,iter1_r,iter1_eta,kstest_stat_iter1,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,186957280.0,173197920.0,201862190.0,6.890562,4.5716124,9.890168,47614.0,0.27,0.5,61995.05259779394,0.0126163855492756,0.0062204080553092,0.36,153.16800715481028,0.2505267426879725,0.276,0.44,88234.82045657471,0.0123996393639188,0.276,0.44,0.0123996393639188,11903,9923.03,0.0350715,2.55666e-51,8332.21,0.0126815,4.42692e-07,6988.05,0.0178126,1.48902e-13,8.6810151e-07
5,74748400.0,67541440.0,83462030.0,15.030487,7.1362295,30.144716,102030.0,0.28,0.0,89980.58837026717,0.0123701544875934,0.0042501094782857,0.28,89980.58837026717,0.0123701544875934,0.281,-0.02,97177.18250305588,0.0122493355483102,0.281,-0.02,0.0122493355483102,12753,5758.34,0.0387782,9.552009999999995e-134,4871.79,0.0145445,3.53698e-19,4006.98,0.0176758,4.0317200000000003e-28,9.9920085e-14
8,20255970.0,18393948.0,22470306.0,12.860015,6.7155557,27.600863,326496.0,0.3,-0.13,62728.5476315468,0.010892717506481,0.0023762874939549,0.36,153.16800715481028,0.0607192290279206,0.3,-0.132,62978.82538591232,0.0108723058203972,0.3,-0.132,0.0108723058203972,15304,3000.76,0.0386614,0.0,2560.17,0.0139459,1.3791099999999999e-55,2071.9,0.0168431,6.906369999999998e-81,5.951059200000001e-34
11,4711756.0,4299480.0,5194024.5,11.61629,6.2099423,26.865059,904666.0,0.36,-0.3,90146.12858498542,0.010295503151547,0.0014276807376072,0.41,375.0773563021013,0.0130434581200344,0.362,-0.32,97341.6773026304,0.0100587687415207,0.362,-0.32,0.0100587687415207,17887,1474.32,0.0376141,0.0,1249.81,0.0136364,1.4915699999999992e-146,1016.12,0.0164988,2.4270799999999995e-214,6.1909274999999975e-80
14,1357398.5,1235842.4,1525781.4,14.224838,6.182291,52.53932,2727602.0,0.42,-0.5,98691.78505298658,0.0077384515438339,0.0008222587962986,0.53,1455.94495959151,0.0150164839334164,0.416,-0.5,93703.1827110988,0.007572600553331,0.416,-0.5,0.007572600553331,31963,773.967,0.0398901,0.0,670.918,0.0138658,0.0,533.401,0.0167876,0.0,2.7591714999999986e-136
17,335488.28,298754.66,426276.6,44.881535,6.9344287,256.24863,8298440.0,0.59,-0.6,100000.0,0.0040719526599056,0.0004714271372994,0.88,7014.185537031883,0.0193540790370531,0.583,-0.61,100000.0,0.0038352846961992,0.583,-0.61,0.0038352846961992,129663,378.572,0.038914,0.0,331.691,0.0122949,0.0,261.983,0.0154396,0.0,1.885737699999999e-106
20,57832.508,47884.688,106602.76,406.07047,7.254397,1292.8892,25140192.0,0.06,6.2,1.5806377282296724e-31,0.003093652653094,0.0002708547073073,6.0,22811.8348058112,0.0906528576229977,0.059,6.29,2.4612687415747822e-32,0.0028753047891632,0.059,6.29,0.0028753047891632,220957,154.766,0.0357226,0.0,136.536,0.00951913,0.0,109.255,0.00937366,0.0,5.883843499999997e-181
23,13386.294,11979.867,17777.408,64.43538,4.880279,358.1029,65734528.0,0.07,7.8,3.1087499209475453e-27,0.0020129615321614,0.0001675050733668,6.0,22811.8348058112,0.1958280908758274,0.069,7.89,7.942102656908343e-28,0.001788645143235,0.069,7.89,0.001788645143235,577744,85.0871,0.0295344,0.0,73.6498,0.00512841,0.0,60.2651,0.00604277,0.0,4.316560599999998e-183
