band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,66.86941,62.079567,72.00284,6.2627707,4.413926,8.48233,11550.0
5,18.143387,16.999537,19.358454,4.3354855,3.1067142,5.9467564,36190.0
8,5.475629,5.122441,5.8527665,4.706276,3.4077444,7.4441686,116160.0
11,1.4417305,1.3459864,1.5429815,5.055871,3.8920777,7.0936003,368170.0
14,0.39058506,0.36210054,0.42490724,7.354391,4.082936,22.179052,1177000.0
