band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,333444701330276.8,300516945263198.75,370099651630890.7,7.660363503186453,4.77183765026311,10.56713504551453,2880.0
5,819938283156712.4,725888055271888.6,921245379890801.0,19.402362376400436,15.954966750450772,23.281363327943602,8640.0
8,174325707606085.16,150763214657652.2,201747375683303.94,30.079570984883155,19.446790481765294,42.54058878390936,24480.0
11,13470308019821.117,10790951854379.545,18193634758808.83,111.27512389522276,12.746414370379105,303.04317262927776,67680.0
14,210317515796253.25,185497484590228.12,237838636115069.47,21.095875021739992,14.89196350994981,31.759671002785858,187200.0
17,397442867168409.5,372386158703581.56,424853832215066.8,4.485500868850188,2.9684629251384567,8.68849885800456,519840.0
20,100914320150986.6,93513398311546.06,109443544674482.88,7.096150305305166,4.153750752847242,17.413889316013883,1442880.0
23,10926466619019.98,10272693949396.762,11679770117540.89,4.1626993551466045,2.253619989484913,11.547590597824128,4007520.0
26,1913935898325.405,1799400350679.32,2043673279601.3374,4.036084483054169,2.3762181084034193,10.506545809844065,11121120.0
30,24334173515.2429,22446923494.95317,26411300542.93933,7.790594109787522,5.248074254706088,15.419884867460112,8360640.0
