band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,196946.0,0.3,-0.8,0.0031395475180762,50.0,0.37,-0.9,0.0010451652078188268,0.002104011653358717,75.0,420624
3,219312.0,0.1,-0.4,0.0109596620002245,500.0,0.1,-0.44,1.1973299524753247e-13,0.009798211443228328,400.0,19515
5,2172510.0,0.5,-1.2,0.0104673181977275,75.0,0.47,-1.2,1.5560955046432239,0.00965683229523416,0.0,19093
6,1097400.0,0.5,-1.2,0.0107779266387256,50.0,0.4,-1.15,0.5755619700082943,0.01042876717554831,0.0,17146
8,7113224.0,0.5,-1.1,0.0039433522185157,200.0,0.46,-1.1,0.07801738706536569,0.0025615975238475197,125.0,281332
9,10673196.0,0.5,-1.1,0.0033764692125545,0.0,0.6,-1.13,0.0543877910922509,0.002230934807210788,25.0,375228
11,13525448.0,0.2,-0.9,0.0065950936148665,100.0,0.2,-0.96,9.162946755695066e-06,0.003272789207864557,0.0,178312
12,44542202.0,0.1,-0.4,0.0047230229292938,25.0,0.1,-0.45,1.4517517348022576e-14,0.002951752826719556,0.0,220207
14,25078470.0,0.1,-0.3,0.0031576449602377,25.0,0.1,-0.28,2.584240238504022e-16,0.0030419108348260972,25.0,195925
16,16399328.0,0.1,-0.3,0.0076282073499145,300.0,0.1,-0.27,1.5552870038655022e-17,0.006150125681999186,300.0,48043
