band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,best_augmented_var,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,0.015960297279477,0.015960297279477,0.013104550817399,0.0116150929340185,0.0106704961370093,0.0099720571929633,0.0090740863299036,0.0085079755977978,0.0080866327568095,0.0077495125737008,0.0074673420800047,0.0068192659235737,0.0078161782640709,0.0054106370067195,0.0031395475180762,0.0082404067959698,0.0051056785144549,0.0048687170074936,0.0064814324066055,0.0065520478117516,0.0046570117993085,0.0064537397914543,0.0079202746488954,0.003558798822242748,0.0032736971942272097,0.0022636506690692504,0.010670496137009306,0.002104011653358717,0.0031395475180762134,0.004827850634055025,0.006999969522759497,,
3,0.1770728674943824,0.1770728674943824,0.1581270635836933,0.1438676587690455,0.1320462357379401,0.1217714492222868,0.1049985307191194,0.0920486190003761,0.081685810598411,0.0734969706662669,0.0667614833144696,0.0523416781088655,0.025898527118631,0.0215993864866514,0.0244068822303872,0.0265551565672442,0.0229782357335905,0.0165845441422777,0.019989510759818,0.0166271186221671,0.0117720494731288,0.0144836197942171,0.0109596620002245,0.011199302074799265,0.011464494192815151,0.011235146388902943,0.0612004168905843,0.010842761553192005,0.010522123639180684,0.010530407624533975,0.010285268998212782,0.010041333755015454,0.009798211443228328
5,1.801660546895971,1.801660546895971,1.7544623760802711,1.7164086727419192,1.6822516090876882,1.6508107121391444,1.593765486509951,1.5425718523077816,1.49586223521142,1.4528355892828035,1.412962127875572,1.308059702959566,0.0135575296972274,0.0123584751796816,0.0113669283288795,0.0104673181977275,0.010969661632649,0.0123821760267933,0.0136819881680952,0.0149056795154868,0.0161002127997163,0.0163892968275617,0.015115572890205,0.011771533159956632,0.011229950480054152,0.011034835964986167,1.801660546895971,0.010969661632649078,0.010467318197727504,0.010097708784632065,0.009950443468984549,0.00965683229523416,
6,1.5333100260570736,1.5333100260570736,1.500100077293061,1.4708695845902084,1.4438076694919195,1.4185001440537066,1.3719424291780304,1.3296293120502525,1.2907017923518616,1.2545862472364036,1.2208468476227696,1.1308070224891549,0.0122514764510071,0.0111725224833205,0.0107779266387256,0.0110560464284665,0.0113221146843804,0.0118314870302773,0.0123162001493375,0.0132098056297177,0.0141713871377944,0.0151005329817187,0.0141501420458234,0.010476917008037046,0.010827098885448416,0.010633584187168477,1.5333100260570736,0.010945733921710166,0.010777926638725677,0.011172522483320568,0.01042876717554831,,
8,0.1895800934996473,0.1895800934996473,0.1753178825172761,0.1663299934370574,0.1593348018814169,0.153494623892534,0.1440396669586619,0.1365021107076022,0.1302119535121074,0.1247925022971583,0.1200290570203965,0.1084392277403237,0.0044118091667877,0.0064862711187141,0.008107936001771,0.0096091274835293,0.0090938431282786,0.0067835557188914,0.0039433522185157,0.0056019816482083,0.007647224956327,0.0096032758697161,0.009066410903252,0.004794333394752517,0.00434663775402799,0.004141654469849487,0.14845962886746708,0.004296201451017723,0.003943352218515717,0.0029425492397132675,0.003122936230818621,0.0025615975238475197,0.0027026201463821176
9,0.0462346055098018,0.0462346055098018,0.043265247047845,0.0417276601188495,0.0405419119750669,0.0395499959704598,0.0379196510093655,0.0365807433325118,0.0354274319088802,0.0344040069377959,0.0334791934328271,0.0311247591645286,0.0033764692125545,0.007123251885112,0.0089696815877541,0.0076643510266577,0.0065540183688375,0.0067328622899348,0.0084922685702435,0.0084066693906757,0.0081979739410178,0.0080689339151736,0.0077798409495529,0.0037721137563881263,0.003244172479488716,0.0033259834910167874,0.04326524704784502,0.002230934807210788,0.0024371429879665035,,,,
11,0.0164304011721795,0.0164304011721795,0.0147080052941044,0.0137411734463344,0.0129918867065398,0.0123683061017865,0.0113594120431042,0.0105557919462106,0.0098890493670986,0.0093196192013784,0.0088244384968733,0.0076487269486239,0.010631054988569,0.011786140656981,0.0090957442197409,0.0069817074071483,0.0065950936148665,0.007548223720999,0.0084393354550685,0.0093028292086664,0.010678146964738,0.0132782223899153,0.0127113396534124,0.005232888132137514,0.00572494483029929,0.005951905634126842,0.01643040117217955,0.004828531208224768,0.005255957438892178,0.003694094782279264,0.0037809340036684125,0.003334322047795102,0.003272789207864557
12,0.0069255027757545,0.0069255027757545,0.0059693369517412,0.0054845157855044,0.00511829950011,0.004819905596854,0.0043462491559222,0.0039764706571335,0.0036742578750028,0.0034196019814555,0.0032005287563765,0.0026892118640055,0.0093128731888151,0.0047230229292938,0.0074795314819528,0.0088430534357947,0.0094728254306513,0.0082227596794458,0.0087536019370747,0.0062525952185163,0.007280945620657,0.0083626333113773,0.0111575312691133,0.0047582979554042365,0.004695914154371022,0.004987773512618365,0.006925502775754565,0.0032584853302083435,0.0029848565635225994,0.002951752826719556,,,
14,0.0004664283314968,0.0004664283314968,0.0003745431745896,0.000344750201086,0.0003224326822699,0.0003042545940542,0.0002753871025066,0.0002528069139607,0.00023430382427,0.0002186468854023,0.0002051475915296,0.0001734556565456,0.0065937738778371,0.0031576449602377,0.0046833026061603,0.0056954169862224,0.005148592545159,0.0071163257204265,0.0074041873057814,0.0092778205464284,0.0095201561933256,0.0074890135830853,0.0105982254733678,0.004707921147349388,0.005066982744845575,0.004464400616938646,0.0003745431745896136,0.0034543408884522685,0.0030419108348260972,0.004559898152973196,,,
16,0.000101050659601,0.000101050659601,6.944977871098205e-05,5.788885025451399e-05,5.0211528329999986e-05,4.454903111467099e-05,3.654700734800635e-05,3.1056065431303654e-05,2.704612609361203e-05,2.3972454958848187e-05,2.153845499184382e-05,1.656520909974745e-05,0.0219763672663464,0.0162015266017154,0.0203151753837688,0.0145682870242993,0.0132711439000192,0.0118548822581059,0.0109881609616986,0.008749418962243,0.0076282073499145,0.0086975072336907,0.0116622805513976,0.00750836492124296,0.008028359155499078,0.007450452221785309,2.3972454958848187e-05,0.006728383538343097,0.006150125681999186,0.0061769611255121926,0.006214039559051643,0.006181302278173595,0.007860571895636992
