filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",137.92424,103.93306,192.94147,10.131069,3.5204768,63.65342,160000000.0,"(2.0, 0.5, 0.044)",0.0119007357173247,20.0,-1.2,613.2156273656872,0.0,137.92424,0.00010736608296131946,0.0119007357173247,20.0,-1.2,613.2156273656872,0.0,12357
1,"(2.0, 0.5, 0.065)",53.98736,40.135403,79.578384,16.350359,4.161812,131.8257,160000000.0,"(2.0, 0.5, 0.065)",0.0082580429511258,1.7,-1.2,215.88559936443636,50.0,53.98735809326172,0.00010736608296131946,0.008040327287561544,1.42,-1.2,221.38867075716814,0.0,29296
2,"(2.0, 0.5, 0.096)",25.048847,18.085354,38.104233,21.830307,5.088109,153.02065,160000000.0,"(2.0, 0.5, 0.096)",0.0088919486131276,2.1,-1.2,90.99459788474948,200.0,19.512073516845703,0.00010736608296131946,0.008849215230622987,2.4,-1.2,89.64052395305772,250.0,24718
3,"(2.0, 0.5, 0.141)",9.881065,6.770121,17.73275,29.03223,6.329034,168.21391,160000000.0,"(2.0, 0.5, 0.141)",0.0084075615475048,0.5,-1.1,6.861850950453018,0.0,9.151769638061523,0.00010736608296131946,0.0076227109423757655,0.51,-1.1,6.754604475195002,25.0,32958
4,"(2.0, 0.5, 0.208)",3.7354176,2.428868,7.6427674,42.46922,7.384008,291.3239,160000000.0,"(2.0, 0.5, 0.208)",0.0084974081990689,0.3,-0.8,0.0565184199579246,50.0,3.735417604446411,0.00010736608296131946,0.0060700393381099005,0.3,-0.85,0.07724062720946885,0.0,49437
5,"(2.0, 0.5, 0.306)",1.1133472,0.71270263,2.4809177,55.986454,6.2688556,333.46658,160000000.0,"(2.0, 0.5, 0.306)",0.0051502891509229,0.1,1.1,1.6712585461518246e-15,0.0,1.1133471727371216,0.00010736608296131946,0.004791644479363588,0.11,0.8,2.328358218420833e-13,0.0,78125
6,"(2.0, 0.5, 0.45)",0.71689576,0.46947125,1.7962804,62.75992,6.5022244,366.02863,160000000.0,"(2.0, 0.5, 0.45)",0.0026880884918598,0.1,1.3,5.671552140408759e-16,0.0,0.71689576,0.00010736608296131946,0.0026880884918598,0.1,1.3,5.671552140408759e-16,0.0,263671
7,"(2.0, 1.0, 0.044)",182.94016,139.64233,257.17523,11.653064,3.985817,86.64955,160000000.0,"(2.0, 1.0, 0.044)",0.0078132652489488,6.3,-1.2,787.6375195875241,50.0,170.91742,0.00010736608296131946,0.0078132652489488,6.3,-1.2,787.6375195875241,50.0,29296
8,"(2.0, 1.0, 0.065)",73.88104,54.9921,108.21867,12.884755,4.084681,82.37631,160000000.0,"(2.0, 1.0, 0.065)",0.0072456738424007,1.9,-1.2,305.72411709312007,50.0,73.88104248046875,0.00010736608296131946,0.007097807557757796,1.56,-1.2,313.2050734462203,0.0,37077
9,"(2.0, 1.0, 0.096)",32.86332,23.833479,61.019093,27.549038,4.8539906,237.72313,160000000.0,"(2.0, 1.0, 0.096)",0.0079065837968261,4.1,-1.2,123.75881667351103,200.0,26.551332,0.00010736608296131946,0.0079065837968261,4.1,-1.2,123.75881667351103,200.0,29296
