filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,137.92424,137.92424,129.35335,124.76074,117.99059,0.0119007357173247,0.0146067693368563,0.0154953081697932,0.0158343175686189,0.016187485425409986,0.01544323281657084,0.014606769336856396,0.013612887237327675,0.01190073571732475,,,,,
1,53.98736,53.98736,49.697327,47.67844,44.781834,0.0082910194806029,0.0082580429511258,0.0084448731347074,0.008430626793578,0.008687093238134713,0.008429394808203428,0.00824936037516033,0.00821596404464997,0.00816878008269395,53.98736,0.008137383816956556,0.008040327287561544,,
2,25.048847,25.048847,22.692627,21.616781,20.10901,0.0094968760474086,0.0089981308186642,0.0089254170618765,0.0088919486131276,0.008963664481401068,0.00887702830969428,0.008849215230622987,0.00890243931589163,0.008891948613127698,19.512074,0.008898537154489128,0.008867400213287802,0.008870051434448079,0.00887787483878888
3,9.881065,9.881065,8.813172,8.330953,7.6655283,0.0084075615475048,0.0105307340779693,0.0132670737120721,0.0103367662214404,0.008281416284859011,0.008178179213940429,0.007874980611794868,0.0076227109423757655,0.007738183116116404,9.15177,,,,
4,3.7354176,3.7354176,3.2588975,3.0612888,2.7964945,0.0097258519405891,0.0084974081990689,0.0120788570575408,0.0100248064302352,0.007772272245084033,0.0071494950990841355,0.007488456621210893,0.00681330591317042,0.006447660891544818,3.7354176,0.006955656617029238,0.0060700393381099005,,
5,1.1133472,1.1133472,0.9619272,0.90302145,0.8245754,0.0051502891509229,0.0053347767703893,0.005573974841994,0.0082933067905459,0.008874185666704781,0.007545826894065424,0.007644104586627565,0.00635194878406431,0.004791644479363588,1.1133472,,,,
6,0.71689576,0.71689576,0.6174035,0.58042336,0.5313839,0.0026880884918598,0.0054845662717689,0.0048106567876628,0.0064256830664582,0.006527381024319601,0.0063207613002717045,0.005381778080395638,0.004239296806942544,0.0026880884918598635,,,,,
7,182.94016,182.94016,170.91742,164.5714,155.25818,0.0086808853407432,0.0078132652489488,0.0085379238406153,0.0110385421160148,0.009336637120681002,0.009551222096021661,0.009267008227482276,0.008519363800554403,0.007813265248948875,,0.009191230747977633,0.010792220984388007,,
8,73.88104,73.88104,68.67646,66.02453,62.147495,0.0073004509715237,0.0072456738424007,0.007358918043911,0.0073771901952355,0.007914495425514811,0.007277423545906325,0.007358918043911089,0.007275723585211391,0.007193565018962178,73.88104,0.007157118571928578,0.007097807557757796,,
9,32.86332,32.86332,29.779945,28.445591,26.551332,0.0086973682363229,0.0082724383917215,0.0080710966438634,0.0079065837968261,0.008179130648249822,0.008102809984626924,0.008024173771265408,0.007943129677133565,0.007906583796826183,,0.008189289814169193,0.00924162926449934,0.009762343071850754,0.010394343392280181
