layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,1157.8708,1017.89636,1306.6029,2.744092,1.7197548,4.0612993,2006.0,0.0115515123332015,1.3,-0.7,1896.6436781892744,0.0,1157.870849609375,0.030238176430869766,0.01071239992244677,1.6,-0.75,2293.3247440275386,0.0,16258
3,251.96123,235.57755,268.89337,3.3290544,2.8035958,3.925877,8024.0,0.0120037291800495,1.4,-1.0,651.9971244430377,0.0,251.9612274169922,0.015140345828992074,0.011319299903764901,1.8,-1.03,761.3298987896525,0.0,15232
4,53.18233,49.481457,57.01813,5.641115,4.698656,6.833921,32096.0,0.015044640336141,4.0,-1.2,183.0909398324916,250.0,39.268333,0.007575426642488798,0.015044640336141,4.0,-1.2,183.0909398324916,250.0,8024
5,10.4514,9.601545,11.337861,8.429876,7.02224,10.607146,128384.0,0.0271199999999998,6.0,-1.3,67.05601378495697,0.0,10.4514,0.0037890191408675262,0.0271199999999998,6.0,-1.3,67.05601378495697,0.0,2538
6,2.088788,1.8975046,2.2945187,11.713181,9.336737,15.220683,513536.0,0.0543799999999997,1.1,-1.3,11.104883022552816,0.0,2.088788,0.001894835072058157,0.0543799999999997,1.1,-1.3,11.104883022552816,0.0,631
7,0.46582982,0.4195212,0.5162945,14.355074,10.998477,20.131742,2054144.0,0.0886599999999997,1.1,-1.3,2.476548875587665,0.0,0.46582982,0.0009474987921691133,0.0886599999999997,1.1,-1.3,2.476548875587665,0.0,235
8,0.15125605,0.13592742,0.16774471,14.508913,11.115978,20.021915,8216576.0,0.1246899999999997,1.1,-1.3,0.8041413331883857,0.0,0.15125605,0.0004737696952028646,0.1246899999999997,1.1,-1.3,0.8041413331883857,0.0,115
9,0.06465876,0.05797772,0.07204046,15.740036,11.287723,24.57228,32866304.0,0.1634999999999997,1.1,-1.3,0.343753394972155,0.0,0.06465876,0.00023688992051635398,0.1634999999999997,1.1,-1.3,0.343753394972155,0.0,69
