band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,57630782.0,0.1,-0.3,0.0119510022329522,25.0,0.14,-0.7,139.89425343248644,0.011080576793340294,50.0,15828
5,57630782.0,0.2,-0.5,0.034698192870219,350.0,0.2,-0.51,97689.42284473601,0.03370682452214657,350.0,1666
8,57630782.0,0.2,-0.1,0.0251608877004662,0.0,0.2,-0.09,27853.984906885005,0.02511959043304257,0.0,2965
11,57630782.0,0.2,-0.2,0.0293077257483834,0.0,0.2,-0.16,30410.469970893264,0.028259711009305466,0.0,2223
14,57630782.0,0.2,-0.6,0.0195137291342004,25.0,0.2,-0.61,41929.98044878143,0.01900658855854831,0.0,5275
18,57630782.0,0.2,-0.3,0.0198803152613322,0.0,0.24,-0.5,64735.61439934683,0.017552405746912858,0.0,5934
21,57630782.0,0.2,-0.5,0.018565648451581,0.0,0.25,-0.7,77447.06738154318,0.015110703435709957,0.0,7914
24,57630782.0,0.2,-0.9,0.007105306637825,0.0,0.24,-1.0,86687.20373983047,0.00534587760005506,25.0,63315
27,57630782.0,0.2,-1.0,0.0098663653125654,250.0,0.24,-1.1,46026.45569776988,0.008605814946556878,225.0,23742
31,57630782.0,0.3,-1.2,0.028059754781172,350.0,0.5,-1.26,100000.0,0.021963262396964556,450.0,3955
