band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100,best_augmented_var
2,1179.3898,1179.3898,1122.1282,1087.5674,1059.7487,1035.7906,994.5273,960.32263,930.96405,905.1988,881.88654,822.10626,0.0067561022270988,0.0068096072415751,0.0061848655058958,0.0055443453071311,0.0051722990303366,0.0053541502575741,0.0066712554805348,0.0079167549240308,0.0091141319183107,0.0103295341900937,0.0140945008136533,0.006229358956525988,0.006020642905303464,0.005723778850919348,0.005461881116625766,0.005172299030336613,0.006294291220884443,0.0079615468014414,0.00941168019462224,0.011942506189680568,
5,437.0224,437.0224,419.1287,409.24817,401.4053,394.88733,383.70978,374.22925,365.88092,358.4269,351.72287,334.29462,0.0089163099012483,0.0087184074514865,0.0080000553789767,0.0078316969588558,0.0078370581292395,0.0078369287407764,0.0078335182229136,0.0078222082399572,0.0078038730696261,0.0077801502081085,0.0078459874939526,0.00781710902903976,0.007788987187160812,0.007842474045002934,0.007830214791432477,0.007751413492863624,0.0077469138958167205,0.007732333200488828,0.007546396977898828,0.007616335217800252,362.04694
8,126.23157,126.23157,120.72284,117.81839,115.50845,113.52564,110.20786,107.39152,104.93446,102.71597,100.69159,95.43998,0.0090079220369994,0.0078695779622988,0.0071137049160597,0.006559187751901,0.006633011034638,0.0069636161724497,0.0065354402100293,0.0060453802511553,0.0060582652258096,0.0061010448496648,0.0075260745763215,0.005944329936446113,0.005657674957912917,0.0054825285460176065,0.005457855270250611,0.00555631659390865,0.005745785536467762,0.005704124286500689,0.005980549513998734,0.006211639497682331,103.7984
11,33.334743,33.334743,31.994476,31.264479,30.679104,30.175135,29.313147,28.579906,27.933756,27.350098,26.816727,25.43227,0.0084938230465037,0.007253285157084,0.006967275385696,0.0060718865290873,0.0059002809566995,0.0064889433435847,0.0062104750123086,0.0059684377062909,0.0058681010519771,0.005930998077859,0.0074923942185413,0.006306383089647816,0.006006937126192158,0.005739378314109533,0.005473816902331952,0.005300113187533206,0.0051271161080572725,0.0051710983536682464,0.0053005351403746515,0.0054813655941634565,27.635
14,10.371416,10.371416,9.935994,9.707553,9.52234,9.361871,9.087693,8.854065,8.647529,8.461223,8.290799,7.847665,0.0071417997196515,0.006182122678355,0.0065283352690175,0.0065639030111636,0.0052381777367478,0.0063405615224519,0.0058858293996452,0.0055818455423686,0.0055245421631692,0.0060902687244585,0.0078487839858796,0.005065166847564556,0.005088128369081235,0.005082352597205131,0.0051916509445926184,0.005235178613018698,0.005434751130294235,0.0055506145691888165,0.006104565431209408,0.005899968344027395,8.854065
17,2.5487747,2.5487747,2.3909736,2.3307207,2.282956,2.2420635,2.1728492,2.114303,2.0628393,2.016668,1.9745816,1.8657557,0.004958601006172,0.0055729589078309,0.0049567799185922,0.0045594281915002,0.0042251452330521,0.003934395784608,0.0047974486813554,0.0047987613199738,0.0053415194616657,0.0059362032750316,0.0076745511372025,0.004619529608725026,0.004296419714272193,0.003971171894606607,0.0035972122527738737,0.00393439578460808,0.003814329208986722,0.0037281943010636365,0.003973421143356026,0.0039596997613389195,2.1425383
20,0.429869,0.429869,0.37870646,0.36871457,0.36091074,0.35428935,0.34314358,0.33377597,0.32558453,0.31825316,0.31158015,0.29438645,0.00310291958108,0.0019297936930127,0.0020246198258139,0.0022475952388563,0.0028059400632276,0.0035335953851431,0.0040728280829853,0.004804794514455,0.0054124886579332,0.0059808942268082,0.0076483462937753,0.004337807625523271,0.003917598814960732,0.0033029413922865958,0.0026917610484007426,0.0019297936930127157,0.0032144654466034622,,,,
23,0.10037543,0.10037543,0.09504277,0.09320135,0.09169521,0.09037887,0.088103116,0.08614078,0.08439269,0.08280457,0.0813421,0.07750905,0.0018759426448935,0.0018116194015068,0.0020827823004091,0.002369993155445,0.0026597786626557,0.0033845238702571,0.0040474391779562,0.0046785188175202,0.0053629622349467,0.0059050078239364,0.0075659416890284,0.003951529780896856,0.003512736047274867,0.0029934560225551854,0.002471030357164561,0.0018116194015068698,0.0018257676484706165,,,,
