layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,3357.5757,3073.3997,3656.8992,0.7951317,0.43595743,1.1921697,2446.0,0.0088875964251911,1.8,0.1,4085.5057340335097,0.0,3357.57568359375,0.027391058317828124,0.008781589219593426,1.88,0.1,4201.0073696022355,0.0,23503
3,923.19684,872.8182,975.9192,2.5778933,2.1601803,3.0580568,9784.0,0.0071776850860942,3.8,-0.8,2130.955260785468,25.0,842.42645,0.01371292533206765,0.0071776850860942,3.8,-0.8,2130.955260785468,25.0,37147
4,209.2531,195.94174,223.1916,4.345831,3.5618749,5.326494,39136.0,0.0060644114455901,0.8,-0.9,256.42224076095863,0.0,209.2530975341797,0.006860766614414416,0.004876930257823764,1.0,-0.96,387.5057361744067,0.0,74296
5,47.51452,43.854885,51.692005,8.13523,5.5478168,20.23045,156544.0,0.0059688264537448,0.6,-1.0,40.34615434878357,0.0,47.51451873779297,0.0034314536386640306,0.005852887587070588,0.61,-1.0,42.02527025571888,0.0,55722
6,10.080733,9.194115,11.096994,11.167927,7.7985854,24.65403,626176.0,0.0082230660494359,0.6,-1.1,11.053157866657784,25.0,9.00904655456543,0.0017159936940756553,0.0077288489104409,0.64,-1.1,11.80909593852474,125.0,29352
7,2.032118,1.8152237,2.36596,23.20047,10.306706,104.07332,2504704.0,0.0130070658430329,1.2,-1.2,5.312685076737801,500.0,1.3703906536102295,0.0008580634771374716,0.012736336403232795,1.6,-1.21,6.032554517814437,550.0,11007
8,0.45194915,0.39567986,0.56276494,43.279724,12.66914,218.86574,10018816.0,0.0045259163909238,0.5,-1.1,0.2573419569267167,150.0,0.40867751836776733,0.000429048385014687,0.0033627554018771134,0.4,-1.05,0.100633843661773,50.0,156544
9,0.1226421,0.106398895,0.16332857,67.21994,13.377203,364.26648,40075264.0,0.0150421950170502,0.3,-1.0,0.0046131074318259,0.0,0.10644515603780746,0.0002145283527339156,0.013624220459740877,0.3,-0.97,0.003517304155884759,75.0,9784
