band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,2880.0,0.1,9.6,0.0376112716545682,0.0,0.1,9.6,9.501289554852926e-07,0.0376112716545682,0.0,1366
5,8640.0,0.1,5.1,0.0247454168513997,100.0,0.12,5.1,0.6085140393600093,0.024316855581494795,125.0,3240
8,24480.0,0.1,8.0,0.0183686745806378,250.0,0.1,8.0,8.324471196300414e-07,0.0183686745806378,250.0,5512
11,67680.0,0.2,8.1,0.004280906635024,150.0,0.21,8.2,94176.73173378973,0.004244287739660235,175.0,101520
14,100000.0,0.1,0.4,0.4396769860689583,100.0,0.1,0.4,5.104856127390389,0.4396769860689583,100.0,-1
17,100000.0,0.2,14.0,0.026861069788521,350.0,0.17,14.0,692.4600642944034,0.025641524399416138,250.0,2812
20,100000.0,0.1,14.0,0.0173615288774213,150.0,0.1,14.0,4.6088557986245596e-09,0.017081886968705495,175.0,6250
23,100000.0,0.1,13.0,0.0020037618301408,0.0,0.1,13.0,1.901610081199719e-09,0.0020037618301408,0.0,480540
26,100000.0,0.1,7.1,0.0023152027163881,0.0,0.1,7.1,7.96906886231144e-08,0.0023152027163881,0.0,337500
29,100000.0,0.2,1.8,0.003084942622909,0.0,0.2,1.8,29838.47184306376,0.003084942622909,0.0,189843
