filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",122.51285,39.769505,721.0717,689.62115,8.335084,762.91406,262144000.0,"(2.0, 0.5, 0.044)",0.0028282591816238,0.1,2.8,7.605296203944691e-16,200.0,46.90386199951172,8.387993035035688e-05,0.0021242181324905,0.09,3.1,1.7393388856066033e-18,150.0,432000,4.2531,0.0397036,0.0,3.75978,0.0135941,0.0,3.00162,0.0119895,0.0,0.0
1,"(2.0, 0.5, 0.065)",41.206413,19.952644,273.7128,776.61346,5.031142,803.7883,262144000.0,"(2.0, 0.5, 0.065)",0.0013705878412765,0.1,2.6,7.352321602888677e-16,50.0,25.992033004760746,8.387993035035688e-05,0.0011098936409245,0.11,2.4,8.108917117451969e-14,75.0,1536000,3.24226,0.0400001,0.0,2.86006,0.0131778,0.0,2.29015,0.0130278,0.0,6.471196599999999e-281
2,"(2.0, 0.5, 0.096)",31.35184,10.314682,229.79884,1246.3706,4.0917563,876.9386,262144000.0,"(2.0, 0.5, 0.096)",0.0015305382686761,0.1,2.9,1.9155661754453622e-16,50.0,13.554227,8.387993035035688e-05,0.0015305382686761,0.1,2.9,1.9155661754453622e-16,50.0,768000,2.34405,0.0403286,0.0,2.06089,0.0131025,0.0,1.66298,0.0132175,0.0,0.0
3,"(2.0, 0.5, 0.141)",22.11669,6.198631,92.71186,510.67554,8.659283,620.26135,262144000.0,"(2.0, 0.5, 0.141)",0.0026844985777239,0.2,0.4,3.5189540380647955e-05,200.0,7.054037094116211,8.387993035035688e-05,0.0023298009407215,0.17,0.7,7.607188648551022e-07,175.0,324000,1.60639,0.0438282,0.0,1.41831,0.0172004,0.0,1.13078,0.0156007,0.0,0.0
4,"(2.0, 0.5, 0.208)",5.817891,1.9471291,38.29882,865.9752,8.834655,852.4966,262144000.0,"(2.0, 0.5, 0.208)",0.0032639864926207,0.1,2.8,3.8471578674686616e-17,200.0,2.3505799770355225,8.387993035035688e-05,0.0022550225938706,0.09,3.0,1.0891492563819071e-19,150.0,384000,0.945851,0.0414468,0.0,0.835462,0.0153528,0.0,0.667347,0.012811,0.0,0.0
5,"(2.0, 0.5, 0.306)",0.9488489,0.43188775,5.817474,648.05176,7.456698,749.999,262144000.0,"(2.0, 0.5, 0.306)",0.0037888294225391,0.1,2.8,8.693629596655153e-18,200.0,0.4990813,8.387993035035688e-05,0.0037888294225391,0.1,2.8,8.693629596655153e-18,200.0,128000,0.450237,0.0402871,0.0,0.39729,0.0153886,0.0,0.31777,0.0104176,0.0,0.0
6,"(2.0, 0.5, 0.45)",0.5441682,0.22428568,3.7530077,738.97943,10.107155,794.04407,262144000.0,"(2.0, 0.5, 0.45)",0.0034855020035184,0.1,2.4,1.0899839166403056e-17,200.0,0.2587071359157562,8.387993035035688e-05,0.0034563992246677,0.11,2.0,1.950199025385148e-15,200.0,162000,0.307329,0.0416002,0.0,0.27271,0.0163826,0.0,0.216253,0.0125228,0.0,0.0
7,"(2.0, 1.0, 0.044)",96.786,44.159317,881.0388,1494.3334,6.2393703,873.8111,262144000.0,"(2.0, 1.0, 0.044)",0.0015875864288894,0.1,3.0,6.266095992871609e-16,100.0,54.414635,8.387993035035688e-05,0.0015875864288894,0.1,3.0,6.266095992871609e-16,100.0,768000,4.73995,0.0383576,0.0,4.18475,0.0120433,0.0,3.35557,0.01115,0.0,0.0
8,"(2.0, 1.0, 0.065)",51.278526,25.238693,393.37006,982.398,6.0405555,813.7559,262144000.0,"(2.0, 1.0, 0.065)",0.0020188070463902,0.1,2.7,6.808280027654743e-16,100.0,34.460594177246094,8.387993035035688e-05,0.0019500269979905,0.09,2.9,2.0042771408820784e-18,50.0,512000,3.55372,0.0405992,0.0,3.13626,0.0139102,0.0,2.50868,0.0133276,0.0,0.0
9,"(2.0, 1.0, 0.096)",31.001406,13.701967,179.25435,601.44293,5.965144,786.7726,262144000.0,"(2.0, 1.0, 0.096)",0.0016418491089672,0.1,2.7,3.651743674756376e-16,100.0,17.78517723083496,8.387993035035688e-05,0.0014530355673819,0.1,2.5,5.964010591105306e-16,75.0,864000,2.5793,0.0407484,0.0,2.27552,0.0140334,0.0,1.82229,0.0133916,0.0,0.0
10,"(2.0, 1.0, 0.141)",10.070579,6.5274787,39.759823,193.72151,5.1141605,603.4594,262144000.0,"(2.0, 1.0, 0.141)",0.0012714170606353,0.1,2.8,1.4434618327049863e-16,50.0,8.681044578552246,8.387993035035688e-05,0.0010331277981527,0.09,3.1,3.219197259986287e-19,25.0,1728000,1.82347,0.0410174,0.0,1.60411,0.0141113,0.0,1.29155,0.0131117,0.0,1.8593770999999998e-243
11,"(2.0, 1.0, 0.208)",4.6992517,2.5923321,22.78403,354.55197,6.2390265,694.40076,262144000.0,"(2.0, 1.0, 0.208)",0.0017244390765911,0.1,2.7,6.96985973598681e-17,100.0,3.231768,8.387993035035688e-05,0.0017244390765911,0.1,2.7,6.96985973598681e-17,100.0,648000,1.12869,0.0404911,0.0,0.994709,0.0140965,0.0,0.79758,0.012213,0.0,0.0
12,"(2.0, 1.0, 0.306)",2.0284362,0.72446495,12.805751,793.92,7.8729725,798.15497,262144000.0,"(2.0, 1.0, 0.306)",0.0031235030862553,0.1,2.9,1.1579619847961601e-17,200.0,0.8696199655532837,8.387993035035688e-05,0.0023040469102734,0.09,3.3,2.092567710164288e-20,150.0,364500,0.589853,0.0399304,0.0,0.520779,0.0139235,0.0,0.417311,0.0115063,0.0,0.0
