filter_idx,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
0,262144000.0,0.1,2.8,0.0028282591816238,200.0,0.09,3.1,1.739338885606603e-18,0.0021242181324905296,150.0,432000
1,262144000.0,0.1,2.6,0.0013705878412765,50.0,0.11,2.4,8.108917117451968e-14,0.0011098936409245086,75.0,1536000
2,262144000.0,0.1,2.9,0.0015305382686761,50.0,0.1,2.9,1.9155661754453622e-16,0.0015305382686761,50.0,768000
3,262144000.0,0.2,0.4,0.0026844985777239,200.0,0.17,0.7,7.607188648551022e-07,0.002329800940721549,175.0,324000
4,262144000.0,0.1,2.8,0.0032639864926207,200.0,0.09,3.0,1.089149256381907e-19,0.0022550225938706312,150.0,384000
5,262144000.0,0.1,2.8,0.0037888294225391,200.0,0.1,2.8,8.693629596655153e-18,0.0037888294225391,200.0,128000
6,262144000.0,0.1,2.4,0.0034855020035184,200.0,0.11,2.0,1.950199025385148e-15,0.0034563992246677486,200.0,162000
7,262144000.0,0.1,3.0,0.0015875864288894,100.0,0.1,3.0,6.266095992871609e-16,0.0015875864288894,100.0,768000
8,262144000.0,0.1,2.7,0.0020188070463902,100.0,0.09,2.9,2.0042771408820784e-18,0.0019500269979905172,50.0,512000
9,262144000.0,0.1,2.7,0.0016418491089672,100.0,0.1,2.5,5.964010591105306e-16,0.0014530355673819106,75.0,864000
10,262144000.0,0.1,2.8,0.0012714170606353,50.0,0.09,3.1,3.219197259986287e-19,0.0010331277981527887,25.0,1728000
11,262144000.0,0.1,2.7,0.0017244390765911,100.0,0.1,2.7,6.96985973598681e-17,0.0017244390765911,100.0,648000
12,262144000.0,0.1,2.9,0.0031235030862553,200.0,0.09,3.3,2.092567710164288e-20,0.0023040469102734162,150.0,364500
13,262144000.0,0.1,2.2,0.0047874365710797,200.0,0.11,2.0,1.968218117609683e-15,0.0037479587473504463,250.0,128000
14,262144000.0,0.2,0.8,0.0029247958783535,200.0,0.16,1.2,4.4065594776182847e-07,0.002285188443903574,150.0,364500
15,262144000.0,0.2,0.6,0.0026541536510793,200.0,0.17,0.9,1.8771334222425095e-06,0.002068672291733824,150.0,432000
16,262144000.0,0.1,2.4,0.0013760071441978,50.0,0.11,2.0,1.1799735966030331e-13,0.0012638621053716603,50.0,1152000
17,262144000.0,0.1,2.3,0.002614439989069,50.0,0.11,2.0,5.163922848821199e-14,0.0026049980934901296,50.0,288000
18,262144000.0,0.1,2.7,0.0031734069656327,200.0,0.1,2.7,3.990423517565531e-17,0.0031734069656327,200.0,192000
19,262144000.0,0.1,1.7,0.0079759418176372,200.0,0.1,2.0,5.340388369245766e-17,0.005563238484187383,300.0,60750
20,262144000.0,0.1,1.7,0.0088613620890865,200.0,0.1,1.9,1.5754274172924005e-17,0.006347371659788159,275.0,48000
21,262144000.0,0.1,2.5,0.0026650256880321,100.0,0.1,2.7,1.128704714498396e-15,0.0020367373152349044,125.0,432000
22,262144000.0,0.1,3.0,0.0027807932572784,200.0,0.09,3.1,1.1775855890181177e-18,0.001996302306254541,125.0,486000
23,262144000.0,0.1,2.4,0.001675707756114,100.0,0.1,2.4,7.28574001757205e-16,0.001675707756114,100.0,648000
24,262144000.0,0.1,2.5,0.0026571560440473,100.0,0.1,2.5,2.5011120075560767e-16,0.0026571560440473,100.0,256000
25,262144000.0,0.1,2.5,0.0036703237401849,200.0,0.1,2.6,5.946422156349659e-17,0.0030883221243291903,225.0,192000
26,262144000.0,0.1,2.6,0.0039752157079638,200.0,0.11,2.2,2.582543593136983e-15,0.003499339087855491,175.0,144000
27,262144000.0,0.1,2.1,0.0062609566009693,200.0,0.1,2.3,4.926983494885052e-18,0.0053363385290023935,275.0,64000
28,262144000.0,0.1,3.2,0.0015960289593456,100.0,0.09,3.6,6.22032894824602e-19,0.0012239469772132305,75.0,1296000
29,262144000.0,0.1,3.4,0.0017130970241207,100.0,0.09,3.7,2.6029529571701997e-19,0.001079585140241049,75.0,1536000
30,262144000.0,0.1,2.2,0.0018795056737702,0.0,0.09,2.6,1.932385026018084e-18,0.0017001500510342993,0.0,648000
31,262144000.0,0.1,2.5,0.0040606722048318,200.0,0.09,2.7,6.597788595026829e-19,0.0029518664605510114,150.0,216000
32,262144000.0,0.1,2.2,0.006111222357121,200.0,0.11,2.0,1.300782512469073e-14,0.004345475679801147,250.0,96000
33,262144000.0,0.1,1.7,0.0067662441485208,200.0,0.1,1.9,5.488797814160194e-17,0.005595451142703656,275.0,60750
34,262144000.0,0.1,2.4,0.0065769913923776,200.0,0.09,2.8,3.582393881048164e-21,0.00567975860754566,200.0,57663
35,262144000.0,0.1,3.2,0.0028848718423248,200.0,0.09,3.6,6.177836820830266e-19,0.0025685405449825584,175.0,288000
36,262144000.0,0.1,2.6,0.0021369456759789,100.0,0.1,2.8,4.829804229278051e-16,0.002017314105554613,125.0,432000
37,262144000.0,0.1,2.8,0.0019604853705696,100.0,0.1,2.7,3.1797234608804887e-16,0.001633385156761591,75.0,729000
38,262144000.0,0.1,2.3,0.0036535901426645,200.0,0.09,2.6,8.237246040720097e-19,0.0028722855687486337,150.0,216000
39,262144000.0,0.1,2.6,0.0032961886424546,200.0,0.1,2.6,4.776043549524896e-17,0.0032961886424546,200.0,162000
40,262144000.0,0.1,2.0,0.0040555230406333,200.0,0.1,2.0,4.873960704548306e-17,0.0040555230406333,200.0,108000
41,262144000.0,0.1,2.0,0.007193634598795,200.0,0.1,2.2,3.5460988783526545e-18,0.006390024821101625,275.0,45562
