filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,122.51285,122.51285,62.85248,52.02926,43.66026,0.0246644215971242,0.0092010361538784,0.0049353196256464,0.0028282591816238,0.004591515506580678,0.004101956992729305,0.0036486071297612277,0.0032047263779186926,0.0028032614663944244,46.903862,0.0024455301659012533,0.0021242181324905296,0.002859487224756485,0.004194303500422325
1,41.206413,41.206413,27.406546,24.977846,22.505976,0.0115199390449885,0.0013705878412765,0.0017952091119408,0.0031613501331499,0.0032386974104431365,0.0025728862405207664,0.0015584911085227415,0.0011098936409245086,0.0013705878412765826,25.992033,0.0032487380472492403,0.010938521720685095,,
2,31.35184,31.35184,13.554227,12.196302,11.140398,0.0204588509513033,0.0015305382686761,0.0022293852944714,0.0040600858095926,0.005257921059800552,0.004555857502522562,0.003996332534569366,0.0028564732323853592,0.001530538268676107,,0.0043027399066972935,0.017887243440296893,,
3,22.11669,22.11669,10.568641,8.291812,6.8118978,0.0250048566276731,0.0093102946974769,0.0034856194916138,0.0026844985777239,0.004432703921082602,0.003951103032103208,0.003466987950246043,0.0030624032437686077,0.0026680848345121966,7.054037,0.002329800940721549,0.0033515655071836292,0.003988798466945942,0.005145247339786718
4,5.817891,5.817891,2.980297,2.5644963,2.208565,0.0216512594127545,0.0069149299869264,0.0041865153881768,0.0032639864926207,0.005274813884619034,0.0047611703339287235,0.004289812813765042,0.0037689349955026367,0.0032125215361030746,2.35058,0.0027019795163615076,0.0022550225938706312,0.002566997606924304,0.003204469068512905
5,0.9488489,0.9488489,0.6364044,0.5687585,0.4990813,0.0169485001755167,0.0089136118891093,0.0060735226293393,0.0037888294225391,0.0055072613649690405,0.005111682070358524,0.004645042385193376,0.004169549340164891,0.003788829422539164,,0.004228509512975986,0.005000334699816145,0.005029958340016183,0.00633183653208147
6,0.5441682,0.5441682,0.3404801,0.30070615,0.25870714,0.0198587512900901,0.0090859028480961,0.0065149256272508,0.0034855020035184,0.004999810319067377,0.004625339249572294,0.004218943469111003,0.003851224927565955,0.0034563992246677486,0.25870714,0.0038141327640262013,0.004052980451866639,0.0053638317196282315,0.006216490760266868
7,96.786,96.786,59.89807,54.414635,48.499115,0.0153742695543311,0.0039718823621602,0.0015875864288894,0.0030388509986961,0.003233433044360374,0.0027432564074478145,0.0022611818002988837,0.0018753113794210963,0.0015875864288894537,,0.0020346356105014757,0.0032274442811466852,0.005341736312889922,0.01397441035956904
8,51.278526,51.278526,34.460594,31.56847,28.343752,0.0121575920428173,0.0023473685287024,0.0020188070463902,0.0031635686250055,0.0038239015669014886,0.0032247911016640707,0.0026379120286659508,0.00224779876951553,0.00198908601620007,34.460594,0.0020060497002083455,0.0019500269979905172,0.0036502977149044935,0.01117711937892285
9,31.001406,31.001406,19.020502,16.932318,15.006648,0.0151541736892839,0.0031736928712885,0.0016418491089672,0.0031092723793186,0.003921441276997027,0.0032133682510553374,0.0025672803095853278,0.0019130744077094919,0.0015993250553353877,17.785177,0.0014530355673819106,0.00267675275368634,0.005540844385378718,0.01360771816688345
10,10.070579,10.070579,8.286583,7.7758975,7.13255,0.0043381275085193,0.0012714170606353,0.0021416655416348,0.0037187901951657,0.004286467115926285,0.003589728939785826,0.0030081360515406552,0.002262912322833502,0.0012714170606353825,8.681045,0.0010331277981527887,0.0040615665624357256,,
11,4.6992517,4.6992517,3.5098374,3.231768,2.8987129,0.0104593149225936,0.0029458013230029,0.0017244390765911,0.0030907447797221,0.0035759787754956474,0.002949039981998469,0.002435748507413127,0.002046593551663034,0.0017244390765911444,,0.002547269928607654,0.0029458013230029972,0.004529278257131009,0.00910202534033884
12,2.0284362,2.0284362,1.0916017,0.9448181,0.8193546,0.0216714823927341,0.0068464828286662,0.0036722945124043,0.0031235030862553,0.00505187034847052,0.004554290410288025,0.004056119005880654,0.0035988103025899054,0.0030832816013798142,0.86961997,0.002681816504224407,0.0023040469102734162,0.002502855590592823,0.0036574236580547703
