filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,"(2.0, 0.5, 0.044)",46131.414,36512.734,56227.79,4.5621376,2.6356227,11.824438,262144000.0,"(2.0, 0.5, 0.044)",0.0035268499397100306,0.8,-0.9,56530.20530052447,0.0,46131.414,8.387993035035688e-05
1,"(2.0, 0.5, 0.065)",18139.113,14436.237,22689.44,5.065255,2.790003,13.327439,262144000.0,"(2.0, 0.5, 0.065)",0.0040867392688100634,0.7,-0.9,17338.62862075928,0.0,18139.113,8.387993035035688e-05
2,"(2.0, 0.5, 0.096)",7360.4673,5845.766,9214.092,6.105509,3.109247,14.772322,262144000.0,"(2.0, 0.5, 0.096)",0.004362532888541895,0.6,-0.9,4892.055827461163,0.0,7360.4673,8.387993035035688e-05
3,"(2.0, 0.5, 0.141)",3073.3093,2383.366,3905.4653,7.107025,3.5614264,19.050058,262144000.0,"(2.0, 0.5, 0.141)",0.004378593718503354,0.6,-0.9,2042.6421606424813,0.0,3073.3093,8.387993035035688e-05
4,"(2.0, 0.5, 0.208)",1221.242,933.3739,1524.2604,7.6033115,4.0520387,22.48754,262144000.0,"(2.0, 0.5, 0.208)",0.004863239884553394,0.5,-0.8,345.9708804175968,50.0,1162.4622,8.387993035035688e-05
5,"(2.0, 0.5, 0.306)",442.21344,333.8289,573.28973,9.576045,4.250825,30.974958,262144000.0,"(2.0, 0.5, 0.306)",0.004359058350129508,0.4,-0.7,35.901216607398304,50.0,417.5932,8.387993035035688e-05
6,"(2.0, 0.5, 0.45)",297.58856,222.74294,396.29892,10.019488,4.918736,32.205883,262144000.0,"(2.0, 0.5, 0.45)",0.003184895415996758,0.3,-0.5,2.125125872916979,0.0,297.58856,8.387993035035688e-05
7,"(2.0, 1.0, 0.044)",60847.473,49040.836,76222.66,5.9068203,3.122836,20.067951,262144000.0,"(2.0, 1.0, 0.044)",0.0024061133308366234,0.6,-0.8,32733.086054354702,0.0,60847.473,8.387993035035688e-05
8,"(2.0, 1.0, 0.065)",24836.66,19530.994,31696.148,6.2968283,3.1118703,21.024685,262144000.0,"(2.0, 1.0, 0.065)",0.0022963896456252852,0.6,-0.8,13360.95812541177,0.0,24836.66,8.387993035035688e-05
9,"(2.0, 1.0, 0.096)",9981.794,7857.281,12643.158,7.455576,3.587168,25.568762,262144000.0,"(2.0, 1.0, 0.096)",0.003459054137799955,0.7,-0.9,9079.845407522154,50.0,9499.041,8.387993035035688e-05
10,"(2.0, 1.0, 0.141)",4076.9739,3140.151,5272.774,8.19639,3.8031597,26.137745,262144000.0,"(2.0, 1.0, 0.141)",0.002881771274996059,0.5,-0.8,1213.3850824265255,0.0,4076.9739,8.387993035035688e-05
11,"(2.0, 1.0, 0.208)",1696.9718,1267.7126,2238.5452,9.420173,4.035827,37.854977,262144000.0,"(2.0, 1.0, 0.208)",0.0029419485958486202,0.4,-0.7,145.89162881920393,0.0,1696.9718,8.387993035035688e-05
12,"(2.0, 1.0, 0.306)",641.02893,468.34473,874.64056,11.93371,5.0267715,57.81418,262144000.0,"(2.0, 1.0, 0.306)",0.0036758902312821196,0.3,-0.5,4.577686577177178,0.0,641.02893,8.387993035035688e-05
13,"(2.0, 1.0, 0.45)",304.68442,226.17914,420.811,16.179098,5.688863,80.49152,262144000.0,"(2.0, 1.0, 0.45)",0.0024255265171446716,0.3,-0.5,2.001709080984988,50.0,280.3061,8.387993035035688e-05
14,"(3.0, 0.5, 0.044)",43349.26,34695.14,54823.035,6.125185,3.2321157,22.903265,262144000.0,"(3.0, 0.5, 0.044)",0.004332869225395698,0.7,-0.9,39712.56221342835,50.0,41546.0,8.387993035035688e-05
15,"(3.0, 0.5, 0.065)",18252.504,14183.197,23449.22,7.1744566,3.6809998,25.346838,262144000.0,"(3.0, 0.5, 0.065)",0.003870177875265446,0.6,-0.9,12131.331427883988,0.0,18252.504,8.387993035035688e-05
16,"(3.0, 0.5, 0.096)",7098.4897,5580.5522,8976.904,7.8158236,3.8836455,25.55582,262144000.0,"(3.0, 0.5, 0.096)",0.005771494834256985,0.5,-0.9,2688.8218735203595,0.0,7098.4897,8.387993035035688e-05
17,"(3.0, 0.5, 0.141)",2903.9312,2213.1765,3782.1821,9.228007,4.6408005,37.94132,262144000.0,"(3.0, 0.5, 0.141)",0.004861172983749884,0.4,-0.8,322.13239296621794,0.0,2903.9312,8.387993035035688e-05
18,"(3.0, 0.5, 0.208)",1180.1448,868.3871,1621.2814,10.935093,5.2340856,41.101994,262144000.0,"(3.0, 0.5, 0.208)",0.005339288687916777,0.4,-0.8,122.86463766053727,50.0,1107.5895,8.387993035035688e-05
19,"(3.0, 0.5, 0.306)",453.4479,341.7498,627.1213,13.799778,5.9352984,59.84762,262144000.0,"(3.0, 0.5, 0.306)",0.004423472818892493,0.3,-0.6,3.938708873696526,50.0,421.4834,8.387993035035688e-05
20,"(3.0, 0.5, 0.45)",215.15285,153.30367,325.00275,17.58692,7.106693,94.291466,262144000.0,"(3.0, 0.5, 0.45)",0.003373990494426826,0.2,-0.2,0.005205238672307652,0.0,215.15285,8.387993035035688e-05
21,"(3.0, 1.0, 0.044)",51527.055,39635.63,69383.79,9.209468,4.5334415,33.760506,262144000.0,"(3.0, 1.0, 0.044)",0.0034307431423844514,0.4,-0.7,4429.870861041232,0.0,51527.055,8.387993035035688e-05
22,"(3.0, 1.0, 0.065)",20642.94,15143.592,27653.174,11.206055,4.6993814,41.25697,262144000.0,"(3.0, 1.0, 0.065)",0.0048207214215278404,0.4,-0.8,2289.9163702710084,0.0,20642.94,8.387993035035688e-05
23,"(3.0, 1.0, 0.096)",8292.095,6407.0947,11508.94,12.520945,5.09828,55.018574,262144000.0,"(3.0, 1.0, 0.096)",0.004567138105020518,0.4,-0.8,919.8400984177119,0.0,8292.095,8.387993035035688e-05
24,"(3.0, 1.0, 0.141)",3388.953,2514.9263,4790.3447,13.328911,5.3758917,59.77911,262144000.0,"(3.0, 1.0, 0.141)",0.004188468567243156,0.4,-0.8,349.0637343719755,50.0,3146.7095,8.387993035035688e-05
25,"(3.0, 1.0, 0.208)",1349.3237,977.40814,1999.9576,16.526001,6.174765,79.28605,262144000.0,"(3.0, 1.0, 0.208)",0.006159296226503741,0.2,-0.2,0.03264447648155077,0.0,1349.3237,8.387993035035688e-05
26,"(3.0, 1.0, 0.306)",562.35565,391.41626,847.1393,23.206125,6.6903157,123.21654,262144000.0,"(3.0, 1.0, 0.306)",0.005217373397498948,0.2,-0.3,0.018596417058712563,0.0,562.35565,8.387993035035688e-05
27,"(3.0, 1.0, 0.45)",244.44214,162.30644,402.22482,29.639938,7.8503394,172.95702,262144000.0,"(3.0, 1.0, 0.45)",0.0024330409659416574,0.1,1.0,5.137089603478463e-13,0.0,244.44214,8.387993035035688e-05
28,"(4.0, 0.5, 0.044)",44638.605,35784.367,57993.953,6.138506,2.905654,19.634884,262144000.0,"(4.0, 0.5, 0.044)",0.0023758774918754,0.7,-0.9,42668.6900495455,0.0,44638.605,8.387993035035688e-05
29,"(4.0, 0.5, 0.065)",17351.375,13419.871,21912.58,7.2748184,3.4824433,26.257557,262144000.0,"(4.0, 0.5, 0.065)",0.003908293782589389,0.6,-0.9,11532.405742010169,0.0,17351.375,8.387993035035688e-05
30,"(4.0, 0.5, 0.096)",7025.121,5372.5938,9116.946,9.797207,4.1048646,47.76229,262144000.0,"(4.0, 0.5, 0.096)",0.0039031093756958235,0.6,-0.9,4392.25551131925,50.0,6608.48,8.387993035035688e-05
31,"(4.0, 0.5, 0.141)",2805.7568,2079.3906,3892.431,10.275383,4.3504257,48.575962,262144000.0,"(4.0, 0.5, 0.141)",0.005083888779657819,0.5,-0.9,1062.786680279356,0.0,2805.7568,8.387993035035688e-05
32,"(4.0, 0.5, 0.208)",1198.1335,889.5232,1654.1307,13.626284,4.923228,79.197754,262144000.0,"(4.0, 0.5, 0.208)",0.005365642373210244,0.3,-0.6,11.196405938529605,0.0,1198.1335,8.387993035035688e-05
33,"(4.0, 0.5, 0.306)",459.8304,334.12622,676.6705,16.166235,6.1094656,99.344345,262144000.0,"(4.0, 0.5, 0.306)",0.005397458603193239,0.2,-0.2,0.011124775167320635,0.0,459.8304,8.387993035035688e-05
34,"(4.0, 0.5, 0.45)",201.911,140.01329,302.2596,21.743446,7.103992,139.2166,262144000.0,"(4.0, 0.5, 0.45)",0.0032086071465540766,0.2,-0.3,0.006676950908842532,0.0,201.911,8.387993035035688e-05
35,"(4.0, 1.0, 0.044)",48182.836,36137.723,63191.727,11.373062,5.0581617,35.517185,262144000.0,"(4.0, 1.0, 0.044)",0.002088226021629426,0.4,-0.7,3877.556124918624,50.0,45102.68,8.387993035035688e-05
