band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,best_augmented_var,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,47.57367,47.57367,40.841187,38.558865,36.920517,35.606953,33.52288,31.876467,30.503809,29.31977,28.272812,25.699253,0.0029547804669057,0.0060487525146932,0.0057288832909304,0.005108442665555,0.0051887427482933,0.0050238713453361,0.0068478325690784,0.0086340431562031,0.0067981923708767,0.0067099763353979,0.00885026405411,0.0029755386275439367,0.002393127789204603,47.57367,0.0019120131859541069,0.0018858531536780632,0.0018608818017685769,,,,
3,25.289915,25.289915,22.427385,21.181772,20.258728,19.508455,18.306786,17.349466,16.548615,15.857962,15.2488365,13.759205,0.005467204943581,0.0064598951158779,0.0029873894690304,0.0024863295164151,0.003458712516581,0.0057140811131178,0.0044141431789855,0.00553072132027,0.0067869284687731,0.0069824990700433,0.0082657975880116,0.003915882863432824,0.003446681856399826,21.181772,0.002979483745248448,0.003022811342997981,0.002486329516415111,0.0016756128138811117,0.0022570644523625116,0.002338054988553495,
4,17.629488,17.629488,15.1331215,14.118038,13.365275,12.752575,11.773852,11.001822,10.3628025,9.817333,9.342636,8.206407,0.0047797788697115,0.0084812309458556,0.009910010636982,0.007533721351251,0.0056515331037367,0.0074856176783601,0.00815857215539,0.0060795886800009,0.007345284747279,0.0078565366211791,0.0095073484133891,0.004219851030894728,0.003719764633969773,15.1331215,0.0027466952944080747,0.0027060480710530688,0.0036377107914854767,,,,
5,14.634543,14.634543,12.5252,11.577847,10.861619,10.274048,9.331899,8.585891,7.968573,7.4428997,6.987203,5.905977,0.0069769818046951,0.0063402386051348,0.0046305864134636,0.0054403409558676,0.0055081316089029,0.006716621895793,0.0079942024213593,0.0083130513423536,0.0094543168641707,0.0097030321918754,0.0100057921063654,0.005667935594819706,0.005241040907692396,12.5252,0.0053790839317965425,0.004703184979832459,0.004502007756436537,0.0039158653188120455,0.005832425703808819,,
6,13.730835,13.730835,11.24749,10.382241,9.72405,9.179787,8.303154,7.605837,7.0272827,6.5334005,6.1038003,5.082833,0.0163742295448077,0.0098837433004756,0.0118194980681074,0.0086170790525158,0.0059080854165136,0.0088276013261079,0.0069722953394669,0.0078679516079911,0.0082386999380638,0.0090526560448612,0.0093342664682068,0.006831865575059454,0.006507416983338321,8.713163,0.005951879305088045,0.005857978795460128,0.005867584951884441,0.006288501125520929,0.006397876904721045,0.00842675533393944,0.00919470963838298
7,5.8308163,5.8308163,4.8433065,4.4547653,4.1639585,3.927614,3.551241,3.2555091,3.0115805,2.8043818,2.6251018,2.2013373,0.010945911047748,0.0105772740457463,0.00697082079729,0.0098698576014483,0.0081161969001731,0.0062613744527233,0.0067975093027337,0.007772994555915,0.008213927923576,0.0090951292653834,0.0096454848052909,0.007273748997094487,0.0069143890982015736,4.1639585,0.006447181452888808,0.006385830151175553,0.0060585591553452365,0.005699185502189589,0.005313948375428212,0.005225117646085993,0.0069708207972900005
8,1.5081885,1.5081885,1.0187573,0.9379845,0.8780681,0.82939345,0.7520186,0.6912292,0.6409475,0.5981715,0.5610635,0.47318286,0.0203451384769161,0.010657531948474,0.0128496167670748,0.0093842745131387,0.0082513833935001,0.0078299025181767,0.0064031092396649,0.0069720719194804,0.0078420703927154,0.0083425177055471,0.0091930362066911,0.007205338747108136,0.006921099433087741,0.7520186,0.0067477411940159715,0.0064998903675671914,0.006403109239664964,0.005915273342645898,0.005838618142313963,0.006450860675178138,0.006888850417882453
9,0.32120103,0.32120103,0.252339,0.2287001,0.21111128,0.1968957,0.17455636,0.15733156,0.14338984,0.13177769,0.121911444,0.099423155,0.0190115971052048,0.0152477323571665,0.012237580047433,0.0105496277749035,0.0114026484770722,0.0078576390232771,0.0060734832081235,0.0069507680193711,0.0061741117290711,0.0067384491592375,0.007895197975941,0.005904743132573805,0.005781769899888897,0.15733156,0.0054258883947697345,0.005227682459801739,0.004923682693141251,0.005701723347706689,0.0057927904709583755,0.006443002457964142,0.008344908015182395
