layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75
2,8114.423,8114.423,7427.4746,6942.1123,6557.467,6233.76,5692.1772,5237.926,4847.2207,4508.0645,4207.9873,3471.7705,0.0106357375278074,0.0107225309788566,0.0136806471774366,0.0179909414187231,0.0219700992805826,0.0297140751228823,0.0368888349499265,0.043867061836777,0.0503529998655064,0.0577171893569108,0.0769608557062552,0.025014849826167196,0.019852640145918254,0.014777728094247267,0.011176970930306396,0.010635737527807443,,,,
3,2283.269,2283.269,2197.0627,2135.1528,2081.6628,2033.6935,1948.8884,1875.8945,1810.967,1752.303,1698.7797,1561.6965,0.0036113018180098,0.0039074872604342,0.0050873327325923,0.0058646577756142,0.0068123720449272,0.0087552191281045,0.0113225621153099,0.0138788945581581,0.0162368425655013,0.0184128219388368,0.0245692304715794,0.008647349269054638,0.0071217611748291,0.0056503494561434,0.0039582320172014684,0.0031714211587920427,2283.269,,,
4,639.8154,639.8154,627.6984,619.45746,612.2413,605.7006,593.94934,583.41315,573.76697,564.75366,556.2854,533.45575,0.0042866864768784,0.0044049304613711,0.0038306229132905,0.004086466116995,0.004659723797925,0.0051738039736662,0.0057390643662151,0.005714965030909,0.0060684422808595,0.0067068935501345,0.0085121706537961,0.004628268596320838,0.004402688693887248,0.004196423972401005,0.003965219810094303,0.003625919529461341,639.8154,0.0034280661913098642,0.003017241042159939,
5,166.77036,166.77036,163.07343,160.61865,158.48944,156.57364,153.13199,150.06792,147.27094,144.67961,142.25224,135.73595,0.0048593383374896,0.0053216908260088,0.0050101137012125,0.0044773422563954,0.0049261289322884,0.0059358742900361,0.0063483478442497,0.0071001687358739,0.0074089983711001,0.0074176144493074,0.0089576025615745,0.00559122942008039,0.005143407998413285,0.004993795902071718,0.0048158037550357635,0.004440109129584036,166.77036,0.004038987684847839,0.00369535051272718,0.0036324551853286202
6,40.68331,40.68331,39.577633,38.89901,38.31688,37.792774,36.861244,36.036285,35.28632,34.59241,33.94453,32.21554,0.0043114126815481,0.0051619286432734,0.0061254840971971,0.0055889470318439,0.0051347365111269,0.0061874730218157,0.006591570476174,0.006122132371135,0.0068415285366415,0.0074151089302521,0.0091905328687709,0.004549611380559204,0.004610317397945152,0.004032678713033588,0.00380385930984517,0.003165264377394783,40.68331,,,
7,9.459116,9.459116,9.141865,8.968716,8.820768,8.688103,8.4522295,8.243304,8.053801,7.879617,7.7175264,7.2864165,0.0041428232068824,0.0060331990649373,0.0066340266645205,0.0069745524247069,0.0069412252125022,0.0060518186857121,0.0057370977823331,0.0066438788489797,0.0071976263383475,0.007709321791817,0.0095515891184456,0.0048335292926506845,0.004746226863617031,0.004178490699604742,0.004012781934355614,0.0032568428929262705,9.459116,,,
8,2.133398,2.133398,2.050996,2.0082898,1.9719595,1.9394196,1.8817337,1.8309231,1.7850866,1.7430719,1.7041314,1.6013545,0.0062961581675561,0.0058545403150014,0.0060650260226882,0.0052048835641244,0.0059222843968354,0.0072875338958859,0.0063286598269846,0.0067773176299001,0.0076766205955868,0.0085730168034743,0.0100663064315131,0.005944981077373734,0.005698322413885321,0.005238360173336967,0.005469359885209968,0.005204883564124463,2.133398,0.004603824887878569,0.004071096031323607,0.0037208928270316965
9,0.49366593,0.49366593,0.47066143,0.45949426,0.4500573,0.44166952,0.42695788,0.41411895,0.4026152,0.39213496,0.38247418,0.35721067,0.005841181459567,0.0082595910015543,0.0093913207824731,0.0084977896947257,0.0083406096561398,0.0073860357477484,0.0084220735890274,0.0076777162272042,0.0087217891100646,0.0097444628975152,0.010051209518533,0.0055293532684257685,0.005539758317009813,0.005113285480375138,0.004606155648239518,0.003982047612067129,0.49366593,,,
10,0.11616984,0.11616984,0.10955123,0.10643104,0.103832684,0.101549454,0.09760085,0.0942114,0.09121321,0.08851112,0.08604446,0.07969043,0.0044036023571741,0.0050342785557627,0.0061280623065157,0.0062985801949938,0.005079898749403,0.0063854718902943,0.0060146559322433,0.0070288534350388,0.0073984743284696,0.0081596851513697,0.0100400332676565,0.004799593541182645,0.004536974544023686,0.004032799308381491,0.003582567422288019,0.003415399003600994,0.11616984,,,
