layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,7896.74,7319.86,8503.691,4.0295053,3.2820845,4.8160906,7072,0.009867179124547404,0.7,-0.5,3975.180672628538,0.0,7896.74,0.01612577750721614
3,2191.3225,2039.3469,2350.0413,5.5283594,4.46004,6.7190285,28288,0.004510372556250641,1.1,-1.0,4797.982100086018,0.0,2191.3225,0.008068854211971187
4,643.4398,592.8709,696.672,7.709305,6.3098035,9.355474,113152,0.004209753544510586,0.9,-1.1,1350.6252436867587,75.0,602.68805,0.0040359092726554024
5,168.8178,154.84586,183.61671,9.205141,7.5724525,11.23972,452608,0.007199404556082034,1.3,-1.2,558.0160100919777,250.0,141.41875,0.002018324026021024
6,41.613914,37.854664,45.583233,11.000242,9.139973,13.232309,1810432,0.01738729965296304,0.6,-1.2,54.37588225299592,300.0,33.204334,0.0010092542162957218
7,9.721992,8.789999,10.716441,12.992339,10.829866,15.625156,7241728,0.039739999999999776,8.4,-1.3,61.53514858187066,0.0,9.721992,0.0005046501409454036
8,2.2125123,1.9855807,2.4547844,14.952187,12.354908,18.134668,28966912,0.07266999999999979,8.4,-1.3,14.004051514231067,0.0,2.2125123,0.0002523308264179366
9,0.53296876,0.47543114,0.5942515,16.88339,13.77885,20.649199,115867648,0.11159999999999981,2.4,-1.4,6.471661465580363,0.0,0.53296876,0.00012616685191353853
10,0.14421217,0.128029,0.1617817,18.381569,14.742287,22.425297,463470592,0.15419999999999978,0.3,-1.3,0.032546714737375214,0.0,0.14421217,6.30837855989912e-05
