band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,400183110841747.1,343155034589207.2,466230812211785.3,8.374412482891374,4.7371622034681575,11.637277528953955,2880.0,0.037611271654568235,0.1,9.6,9.501289554852926e-07,0.0,400183110841747.1,0.0252480482623505
5,945664078461412.2,824314000908290.8,1077068461684415.0,21.406432812100512,18.21800870485043,24.826737904289285,8640.0,0.02474541685139975,0.1,5.1,0.00012500059646439863,100.0,376004944022570.2,0.01459137933055801
8,193360740671751.88,166521240136701.16,223119115899712.1,30.021908443662767,21.78560123019676,39.655766127896655,24480.0,0.018368674580637845,0.1,8.0,8.324471196300414e-07,250.0,78845444766077.86,0.008673278735837538
11,14345485181909.355,11610383104555.775,18921184477195.95,97.99814414614228,13.797225750745996,269.2456112361788,67680.0,0.00428090663502409,0.2,8.1,31306.812119280596,150.0,9763818291062.88,0.005217899025411498
14,265196808520432.28,238295860620904.62,295318586684614.2,15.60756248341729,10.288634351651044,23.901439649439205,100000.0,0.43967698606895833,0.1,0.4,5.104856127390389,100.0,243099076326729.5,0.004293014618329405
17,295406105999192.4,279351567367218.1,312982832119204.1,2.845135105841134,1.622553541335901,6.98659381217655,100000.0,0.026861069788521097,0.2,14.0,84248.32871691942,350.0,267333430424080.66,0.004293014618329405
20,54503531914767.984,50152386607665.65,60685624325087.234,10.791889631789122,3.758169782359169,43.04420372951917,100000.0,0.017361528877421373,0.1,14.0,4.651802662488361e-09,150.0,49490719631125.586,0.004293014618329405
23,10585992784056.54,10007952018668.592,11241100926565.44,3.116212791352109,1.8117499511595123,8.640072233158522,100000.0,0.0020037618301408378,0.1,13.0,1.901610081199719e-09,0.0,10585992784056.541,0.004293014618329405
26,2922160721669.784,2731516207540.7617,3139130599437.8887,5.226005893246564,3.1117653364687485,13.530243568277612,100000.0,0.002315202716388118,0.1,7.1,7.96906886231144e-08,0.0,2922160721669.784,0.004293014618329405
29,63717506363.97226,59406659607.046326,68459416016.46041,5.314075928077125,3.608492041452336,12.54991916027789,100000.0,0.0030849426229090093,0.2,1.8,29838.471843063762,0.0,63717506363.97226,0.004293014618329405
