band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,0.0191850473674253,0.0191850473674253,0.0162675286818636,0.0149492927909443,0.014082600979036,0.0133971893148313,0.0123770779862583,0.0116282977382989,0.0110364287631966,0.010549099900137,0.0101373654632883,0.0091897125025687,0.0071514367759001,0.0038022470896165,0.0023446002966035,0.0027689129746619,0.0026678774311722,0.0032617995021404,0.0035829862517182,0.0037364102309393,0.0044842428711447,0.0050849645097901,0.007042122705514,0.004354401592206986,0.003676051759145732,0.0032746024938203055,0.002704404245418457,0.002290761911532657,0.01494929279094437,0.0038022470896165173,0.006844167388364575,,
3,0.2902739898785912,0.2902739898785912,0.2727679772857708,0.2605324799680726,0.2501969515484272,0.2412435819659689,0.2257690409433419,0.2125358617042327,0.2010456657317875,0.1909812120130173,0.1821166678338764,0.1602787374630962,0.0210285031321656,0.0177598979461828,0.0174486085647194,0.0182701423906897,0.019053268922053,0.0208390973973643,0.0195161643862273,0.0203901639320793,0.0214811459829624,0.0224682411158231,0.0231205902998558,0.018661030332569346,0.018459446270259805,0.018015205274050886,0.01776240494870092,0.01720167485219142,0.2902739898785912,0.017099794377534394,0.016691401509867802,,
5,2.376845967123141,2.376845967123141,2.328898151629391,2.289860712940192,2.254890811283526,2.2225574328755946,2.164083619157868,2.111535604423584,2.063422339915395,2.018668428771816,1.9768143533639837,1.8646411437651893,0.0126827606226713,0.0117317193668426,0.0109399379761599,0.0108254849256153,0.0115615343736353,0.0128023522284183,0.0125667196446356,0.0126542119378575,0.0126466226801713,0.0125225302065654,0.0123834536145376,0.00938402218662722,0.009259690699602682,0.008760938856814393,0.008608617077187908,0.008595574639162828,2.3768459671231406,0.008527900824061962,0.008216678213607054,0.007988562572578961,
6,1.501561330909322,1.501561330909322,1.4708530837717586,1.4455452824350017,1.422731225956024,1.4015731168151573,1.3632708927510633,1.3286715902073436,1.296757213897834,1.267090172940694,1.2391246037038932,1.163906372395138,0.0124790449453193,0.0114047147547733,0.0108337073947161,0.0114398014120741,0.0120362274797004,0.0131859458554805,0.013972874686922,0.0143578763365923,0.0142827957727565,0.0134164053543652,0.0132262635411771,0.010333957215323819,0.01047622522604607,0.01028637172473608,0.009714150929637809,0.009675782811628397,1.4455452824350015,0.01054121371513482,0.009752112881761532,,
8,0.1235896414525106,0.1235896414525106,0.1148002016725821,0.1100352041765001,0.1063232424325467,0.1031995782968137,0.0980634449119007,0.093891448314459,0.0903434766195058,0.0872462336258543,0.0844933043036307,0.0776735233051065,0.0025114112801521,0.0046793282147769,0.0066655094930103,0.0068744950281769,0.0074580278061215,0.007735802109359,0.005595863702634,0.005609364344972,0.0061385497457938,0.0068492548433225,0.0087010443569154,0.002944422761023066,0.0034106570441895245,0.0030281108811542057,0.0018810046355167698,0.0025114112801521427,0.11480020167258212,,,,
9,0.0303229193700752,0.0303229193700752,0.0283156607114992,0.0273500502959435,0.0266043047816139,0.0259796738046968,0.0249442657367523,0.0240842832585357,0.0233356668632012,0.0226679658661276,0.0220624763582266,0.0205143878829836,0.0054264350285518,0.0061362803709722,0.0065689034488969,0.006941015153388,0.0072822003441336,0.0064315570206414,0.0052119296878206,0.0063036839684892,0.0074567276820259,0.0072192313189377,0.0091348491618009,0.006367330202467485,0.006205376415440035,0.0058968373989975315,0.005458090060665215,0.005211929687820693,0.025979673804696842,0.005254504679548355,0.0050646599151313795,0.004536910849308982,0.004323752372003387
11,0.0178381690674039,0.0178381690674039,0.0160283154892129,0.0149862549746171,0.0141710053718378,0.0134884823893025,0.0123720649034382,0.0114670100727698,0.0107053378916292,0.0100472191337208,0.0094680974415501,0.0080753793954387,0.0128300306926991,0.0073331707407181,0.0078100882405996,0.009014273542067,0.010160769568452,0.0097998224343431,0.0114940932340733,0.0131898680531961,0.0125464104477789,0.0115036451009197,0.0127084841856637,0.008808403850779967,0.008642435613699817,0.008035866783969666,0.0069170748902167255,0.006665567749915106,0.017838169067403986,0.006649064162584706,,,
12,0.0078107687595897,0.0078107687595897,0.0067604857919287,0.0062072557430445,0.005785335752008,0.0054385323342442,0.0048851959107775,0.0044494481596244,0.0040907432528426,0.0037870195307879,0.0035247896132782,0.0029103431484465,0.0207190305065156,0.0134119035706679,0.0149086338314726,0.0168758987890129,0.0152272350615908,0.0095438104135868,0.0118958158951745,0.0123944655584391,0.0095972846785297,0.0106361081021451,0.0126050111569048,0.00881113007690201,0.008442599098476396,0.00880015168239795,0.009396858061929025,0.009264526511526872,0.005143212783845933,0.007992444849868996,0.0098552352481594,0.011879606661421405,0.012260818625802083
14,0.0004732935650215,0.0004732935650215,0.0003946370521068,0.0003616895238701,0.0003367352499933,0.000316242611646,0.0002834920767095,0.0002576883679583,0.0002364391058937,0.0002184695870453,0.0002029942624263,0.0001668994437637,0.0268353163898718,0.0227746968446663,0.0234925590224144,0.0196935258812277,0.0180722470949603,0.0200494616188499,0.0147943259677174,0.017528065904779,0.0143575781759404,0.0131330966217664,0.0115017669410319,0.011061752360374285,0.011043077270712796,0.010971728023389448,0.01059757363793165,0.01078094476148638,0.00018334427636407857,0.010328432680063449,0.010003211769240072,0.00992138414091018,0.01108162969791121
16,0.0001175686311213,0.0001175686311213,8.506235109704287e-05,7.197364700418532e-05,6.297326813147742e-05,5.6137587974306e-05,4.614358566704946e-05,3.902972332748234e-05,3.36341751174616e-05,2.940149734690113e-05,2.600521556220986e-05,1.8933689448342377e-05,0.0382475246884768,0.0379889873893624,0.0336398980099356,0.0366197191938123,0.0310665312535064,0.0325261816148317,0.0243833441645026,0.0268607968426349,0.0214722487663334,0.0224886133991144,0.016433620088109,0.01266242991919847,0.013401874174178596,0.01371293268937479,0.014480427761839554,0.014259712244347411,1.580463632875582e-05,0.014432566148551929,0.0165113002979983,0.01686463750140843,0.016225414380614644
