layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,10596.928,10596.928,9383.397,8743.759,8268.659,7877.465,7247.122,6750.7817,6335.3213,5973.965,5656.223,4867.851,0.0109800184040788,0.0110834202194872,0.0128726214223274,0.0153249631536189,0.0156197331869833,0.0162955244215374,0.0205117507759046,0.0241066339780279,0.0281657737434296,0.0319909919433808,0.0431458591552404,0.015619733186983398,0.014976310685113181,0.013550447133922727,0.012563521487650553,0.010980018404078862,,,,,
3,1561.1956,1561.1956,1448.3223,1387.1104,1337.2444,1295.3369,1224.5084,1166.116,1115.5942,1070.3741,1029.4874,925.8945,0.2215524845633635,0.2215524845633635,0.2215524845633635,0.2215524845633635,0.2215524845633635,0.2215524845633635,0.2215524845633635,0.2215524845633635,0.2215524845633635,0.2215524845633635,0.2215524845633635,0.22155248456336352,0.22155248456336352,0.22155248456336352,0.22155248456336352,0.22155248456336352,,,,,
4,680.6674,680.6674,654.71454,638.1665,624.3159,612.1878,591.0166,572.89276,556.9539,542.50867,529.26843,495.10043,0.1335499999999997,0.1335499999999997,0.1335499999999997,0.1335499999999997,0.1335499999999997,0.1335499999999997,0.1335499999999997,0.1335499999999997,0.1335499999999997,0.1335499999999997,0.1335499999999997,0.13354999999999978,0.13354999999999978,0.13354999999999978,0.13354999999999978,0.13354999999999978,,,,,
5,188.49908,188.49908,181.60216,177.20314,173.53218,170.31197,164.72578,159.91422,155.64305,151.76324,148.2006,138.90639,0.0740899999999998,0.0740899999999998,0.0740899999999998,0.0740899999999998,0.0740899999999998,0.0740899999999998,0.0740899999999998,0.0740899999999998,0.0740899999999998,0.0740899999999998,0.0740899999999998,0.07408999999999982,0.07408999999999982,0.07408999999999982,0.07408999999999982,0.07408999999999982,,,,,
6,44.467384,44.467384,42.58343,41.48655,40.593395,39.82011,38.496574,37.363117,36.362766,35.461304,34.632988,32.475876,0.0084399441960069,0.0087128113052045,0.0088303611357198,0.0083649234504096,0.0083520579366636,0.0087003179070088,0.0083228877979455,0.0086219209406926,0.0084377996477114,0.0084191890737409,0.0084401014330579,0.008247405413097986,0.008254753745736143,0.008253704771402304,0.008252135066346034,0.00825219119304077,35.461304,0.008257188947695226,0.00825902060450312,0.008261777891184874,0.008266851177738399
7,10.030726,10.030726,9.41884,9.096114,8.839622,8.621586,8.255341,7.9500666,7.685073,7.449556,7.237064,6.697536,0.0093257895787174,0.0092940819029426,0.0096834886679352,0.010016607712408,0.0111146400854462,0.0134364259496628,0.0119863319539835,0.0107038695456713,0.0103450152206944,0.0119428388047697,0.0135254884360528,0.00875149713259915,0.008710832878462638,0.008528369344695141,0.008404815668965004,0.008833396069452437,9.096114,0.008765579400508372,,,
8,2.1779292,2.1779292,1.9564551,1.8683811,1.8018839,1.7470267,1.6578046,1.5855995,1.5242683,1.4707314,1.4230815,1.304509,0.0074239216439614,0.0084081353192724,0.0097208680099261,0.0096392800265438,0.0076293937658741,0.0097536735966726,0.0102135284765557,0.0113470149253847,0.0115467241197403,0.0102926836703668,0.0112569251293387,0.009666359872000485,0.008903390901808472,0.007884016248018266,0.007217834784333632,0.006351181074752299,2.1779292,,,,
9,0.3880122,0.3880122,0.3325411,0.31874976,0.30861923,0.30034423,0.28697562,0.276187,0.2670231,0.2590019,0.25184122,0.23391967,0.0086318604614275,0.0088225146510927,0.0089197403430586,0.008920447157698,0.0086728833897545,0.0088635146802203,0.0087773338278315,0.0086451390373201,0.0088046640648996,0.0093494635704446,0.0093455785175508,0.008725361386768604,0.008742557683268093,0.008919740343058646,0.008822514651092794,0.008631860461427554,,,,,
