band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,0.0185647791154102,0.0149551086877555,0.0232441464505851,72.2320825780278,31.19178011137935,142.08011628568437,197712.0,0.0017494132371813,0.2,0.0,1.7959483791875547e-07,100.0,0.013133630188531462,0.0030534775437893067,0.0017378685532230057,0.2,-0.01,1.8450928083699922e-07,100.0,633390
3,0.2894327069004237,0.2507943853709041,0.3318038608018778,27.550014753827707,22.18629433161805,33.96144482907002,220110.0,0.01759504445461,0.1,-0.5,7.772016479069886e-13,50.0,0.2894327069004237,0.002893994099028672,0.016890096554144092,0.09,-0.4,6.263215429817467e-15,0.0,6526
5,2.380127443158758,2.2025903062822403,2.563303234442324,6.717315539522828,5.855500553663894,7.663600838229306,2180200.0,0.0108939125301481,0.6,-1.1,2.568336307488896,75.0,2.380127443158758,0.0009197017909999025,0.007933554241797314,0.7,-1.15,4.34075164266023,0.0,28741
6,1.5083799989678353,1.3911453486363186,1.6291150098325058,7.438537531661879,6.561468692466627,8.38160205175891,1101280.0,0.0108894755899133,0.5,-1.1,1.0087181236560947,50.0,1.4296362660166833,0.0012939920673944456,0.009757424421549372,0.6,-1.15,1.9289427499790146,75.0,19357
8,0.1234755517822664,0.1083877926321007,0.1413114949814238,24.63841890328868,14.476913549196096,44.979731898517954,7137684.0,0.0024284734205792,0.4,-1.0,0.0253038298103051,0.0,0.11470337566145646,0.0005083147369234531,0.0018778899081660916,0.42,-1.0,0.029346669326568025,25.0,501867
9,0.030329972931255,0.0268932664913064,0.0348609243291336,22.942081530057703,10.88209684400836,68.35662200239672,10709440.0,0.0052027416433923,0.7,-1.1,0.037514738509128,200.0,0.025967499410138692,0.0004149842777022376,0.0043179871628430955,0.6,-1.08,0.02772485252373781,100.0,94125
11,0.0178331315677559,0.014691303116277,0.0215125141484495,51.884615960768905,33.897953535823326,88.89253134232638,13571146.0,0.0073587490966162,0.1,-0.4,2.3912732137289836e-14,25.0,0.017833131567755997,0.0003686451989467121,0.006647023038804933,0.09,-0.3,1.8856714102946575e-16,0.0,39759
12,0.0078197025737464,0.0061797971852729,0.0099696525385342,83.70157845348922,46.52756410380164,182.3879354739031,44692302.0,0.0095719404741573,0.1,-0.4,7.278959703452656e-15,150.0,0.0051379641311103405,0.00020314539336074055,0.008026507910560254,0.08,-0.1,4.976264092309444e-20,125.0,27616
14,0.0004732157830115,0.0003610445081505,0.0007009339155658,174.95484866263882,47.58111476618236,614.3096412050047,25162862.0,0.0114733121519156,0.1,0.0,2.346169545490016e-17,500.0,0.00018346464785748268,0.00027073267211257993,0.009898613391484293,0.08,0.4,8.544299194531897e-23,425.0,18429
16,0.0001204890158881,7.701228650017989e-05,0.0002079868435536,417.9760353112647,110.44384460152672,1193.789909925931,16454458.0,0.0164804237715742,0.1,-0.1,4.554701950299485e-18,500.0,1.578586584570194e-05,0.00033479300999370986,0.012715786433682763,0.09,0.2,8.26823939612072e-21,600.0,12051
