filter_idx,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
0,65536000.0,0.8,-1.0,0.0093768648036053,50.0,0.8,-1.02,87144.74669311235,0.007650069884566846,0.0,32000
1,65536000.0,0.7,-1.1,0.0068498404724344,0.0,0.8,-1.11,36883.14615929338,0.005517345908666663,25.0,64000
2,65536000.0,0.6,-1.1,0.007514550171571,0.0,0.6,-1.09,7372.6489540262855,0.006485854019114001,25.0,45562
3,65536000.0,0.5,-1.1,0.0091734429033372,0.0,0.4,-1.03,575.0366346298691,0.007212723224030895,0.0,36000
4,65536000.0,0.3,-0.9,0.0090445588609621,100.0,0.33,-1.0,68.72342557575622,0.005809800424967038,0.0,54000
5,65536000.0,0.3,-1.0,0.0075863865835905,50.0,0.31,-1.0,13.680925063213486,0.007582589742178902,125.0,32000
6,65536000.0,0.4,-1.1,0.0103071029662957,100.0,0.38,-1.1,54.1501924924677,0.010296053115649184,0.0,18000
7,65536000.0,0.6,-0.9,0.0076524740729044,0.0,0.7,-0.95,79798.194889905,0.004739258092807508,0.0,81000
8,65536000.0,0.6,-1.0,0.0047476844636136,0.0,0.7,-1.05,36722.31258261022,0.003147788438383703,0.0,192000
9,65536000.0,0.8,-1.1,0.00622603002507,200.0,0.6,-1.05,8357.924033802019,0.0048136564535794235,100.0,81000
10,65536000.0,0.4,-1.0,0.0044400043418066,0.0,0.4,-1.0,724.0110063719042,0.0044400043418066,0.0,96000
11,65536000.0,0.3,-0.9,0.0044337244665245,0.0,0.36,-1.0,158.7144786590387,0.0043268466936743355,0.0,96000
12,65536000.0,0.2,-0.7,0.0069159671333317,0.0,0.32,-1.0,26.929256577901224,0.005498089622390068,25.0,64000
13,65536000.0,0.4,-1.1,0.0095069813949324,200.0,0.38,-1.1,47.53080165481973,0.009489214176217398,100.0,20250
14,65536000.0,0.6,-1.0,0.0074820038452971,0.0,0.8,-1.07,87620.14446287011,0.00466895176162585,0.0,81000
15,65536000.0,0.7,-1.1,0.0078345285174318,100.0,0.6,-1.08,18620.850136788133,0.006287760182597246,25.0,48000
16,65536000.0,0.5,-1.1,0.0097444712440818,50.0,0.4,-1.04,1504.3242624758964,0.007110644905917618,0.0,36000
17,65536000.0,0.3,-0.9,0.0104393290676327,100.0,0.3,-0.96,73.6283974371724,0.006857968815782323,0.0,40500
18,65536000.0,0.2,-0.7,0.0084349653988942,50.0,0.25,-0.9,4.644419420211707,0.005967214579421731,0.0,54000
19,65536000.0,0.2,-0.8,0.0051639397152654,0.0,0.24,-0.9,1.1037003908606136,0.004284092507669812,25.0,96000
20,65536000.0,0.2,-0.9,0.0081252403804382,0.0,0.2,-0.89,0.06439500234646221,0.007509603448172697,0.0,32000
21,65536000.0,0.6,-1.0,0.0062978918438767,50.0,0.57,-1.0,43077.43539715799,0.004493658776137943,25.0,96000
22,65536000.0,0.3,-0.8,0.0080159231734379,0.0,0.4,-0.97,3948.0387942012835,0.005494771103355112,0.0,64000
23,65536000.0,0.3,-0.9,0.0066584443404468,0.0,0.3,-0.91,197.2665643840506,0.006418373901618743,0.0,45562
24,65536000.0,0.2,-0.7,0.0073917400351743,0.0,0.27,-0.9,26.611084408827924,0.006861102396353513,25.0,40500
25,65536000.0,0.2,-0.7,0.0070047897464131,50.0,0.2,-0.71,0.13794518225385036,0.005690639622438459,50.0,57663
26,65536000.0,0.2,-0.8,0.0052213982146758,0.0,0.2,-0.81,0.10232214238742009,0.00400130162406831,0.0,121500
27,65536000.0,0.2,-0.9,0.007772216707378,50.0,0.21,-0.9,0.08746605780362386,0.007271562853970126,125.0,36000
28,65536000.0,0.7,-1.0,0.0065830323351143,0.0,0.9,-1.06,93999.33569224845,0.004150140541065994,0.0,108000
29,65536000.0,0.8,-1.1,0.0076585705370564,100.0,0.6,-1.06,17247.965595427402,0.005791283509993916,0.0,54000
30,65536000.0,0.4,-1.0,0.0081135472581761,0.0,0.5,-1.06,3308.2111292235863,0.007920121695592308,75.0,30375
31,65536000.0,0.3,-0.9,0.0115304069001245,100.0,0.3,-0.96,65.12916544944574,0.008308710297625699,0.0,27000
32,65536000.0,0.2,-0.7,0.0067347742177931,0.0,0.25,-0.9,4.330557187713078,0.0063481571358432465,0.0,48000
33,65536000.0,0.2,-0.8,0.0053596382632886,0.0,0.23,-0.9,0.7449063344604084,0.00438116351577416,0.0,96000
34,65536000.0,0.2,-0.9,0.0125180850014646,200.0,0.2,-0.93,0.06028274463151846,0.010481612159558895,100.0,16000
35,65536000.0,0.6,-1.0,0.0039987800517776,50.0,0.44,-0.9,12623.593359386517,0.0023071303995761405,0.0,364500
36,65536000.0,0.4,-1.0,0.0065789096452957,0.0,0.4,-0.97,3199.8751070759345,0.004298093453535601,50.0,96000
37,65536000.0,0.3,-0.9,0.0064791766027219,100.0,0.24,-0.8,15.382478900631842,0.004905888841108208,0.0,81000
38,65536000.0,0.2,-0.7,0.0075616647679424,0.0,0.2,-0.72,0.41092452394038603,0.005156245879984533,0.0,72000
39,65536000.0,0.1,0.1,0.0046220946151119,0.0,0.11,-0.1,7.71302377488034e-09,0.00460849660192153,0.0,91125
40,65536000.0,0.2,-0.8,0.0041155911750957,50.0,0.2,-0.81,0.08610293372474591,0.002817908474008011,50.0,243000
41,65536000.0,0.1,-0.3,0.0110147483142642,0.0,0.13,-0.6,2.849039431543678e-06,0.008150683592226066,25.0,27000
