band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,308869982759933.1,308869982759933.1,215987583281376.8,181927276961023.03,156162286629043.3,135896923099411.16,105442599217923.3,82188767258486.8,64105924421040.24,49144503021247.71,36161666320602.445,11682421954103.682,0.0134736056523516,0.0371461379101574,0.0565844070087335,0.0740413692552161,0.0899118447696183,0.1183413907836713,0.1447830794382502,0.1687727650234073,0.1908878460961213,0.2199946839041894,0.3087564317869433,0.09427357866394359,0.07878488225768371,0.06166600333114561,0.0425041608315756,0.010224019610972968,308869982759933.1,,,,
5,315976769793364.8,315976769793364.8,228572808252052.75,191687688389234.3,169561173180753.06,154930287704139.03,135292256732834.78,123905690874177.64,115554447018792.95,108777241777158.12,102985592447218.7,89951078903154.94,0.0227866686585724,0.0132271358116442,0.0076040582850631,0.0073019468542895,0.008299409794755,0.0137341170287023,0.0166671296615141,0.0207736082171395,0.0245758853331789,0.0290496102074454,0.0409410961655813,0.014282835572604902,0.012168067962110514,0.010349571212241115,0.008230533477247781,0.007301946854289532,,0.00747445019674442,0.016263162213819515,0.033001635974173105,
8,61013393524283.98,61013393524283.98,46709934005403.89,42189419324831.78,39300952204496.39,37383061595844.37,35001163947948.53,33515679521872.656,32362204807810.867,31402478583804.363,30566475578187.71,28487148123051.34,0.0074838252559147,0.0074838252559147,0.0074838252559147,0.0043291240490123,0.0048350610775621,0.0069067052896379,0.0107810778445999,0.0141390754505444,0.0173750269491908,0.0203835107700538,0.0282878015052584,0.014597514674766499,0.01250856160817948,0.009983277539506452,0.006691699632931591,0.004329124049012312,,0.007654186700312149,0.013115984482880691,0.03576847019944113,
11,7171637106026.4,7171637106026.4,6943881892851.351,6806272440741.414,6703327364137.805,6615229652882.192,6468222355248.088,6345090928140.846,6236122849067.094,6137058003592.036,6046124562713.833,5808451459040.513,0.0042512534739564,0.002195146200889,0.0027498335334105,0.0040518742794036,0.0051878829300829,0.0074930767721413,0.0096513998513379,0.0115915839309878,0.0133805045893327,0.0150439961057786,0.0194913052099188,0.004857698020474893,0.0035251314410961188,0.002366924554243921,0.0018019009760712138,0.002195146200889009,6806272440741.414,0.004190896936851263,,,
14,93897550850300.42,93897550850300.42,86334623784321.2,81274384627548.72,77175974503779.6,73831376540187.38,68575114170954.586,64301794234796.74,60642890843604.38,57443750462937.86,54566200677219.24,47658294405034.24,0.0229322938988606,0.0231631179400366,0.0210697780606088,0.0225795436164975,0.0197970151396913,0.0209674720970635,0.0172196282644932,0.0186313298462106,0.0159538506942432,0.0169285898699614,0.0132299666301373,0.01229751608579275,0.013255105194040273,0.01312794724771793,0.012270047489482294,0.013229966630137369,46680344164495.91,0.014167779021543092,0.013999582524985565,0.013671106847872205,0.014609278611157517
17,454223146361649.4,454223146361649.4,444893515178803.75,439018539918369.2,433995584312667.7,429529742908833.75,421694647603952.56,414811647790095.4,408576989029247.75,402851371001105.6,397508450435007.3,383274407427262.5,0.007551819193322,0.0080496341677994,0.0083036381266401,0.0087351520220794,0.0090453306993418,0.0096060814064646,0.0101056403043734,0.0113689808810573,0.0111326717439946,0.0121945625691382,0.0131695937589185,0.009017950947927497,0.008617128930734463,0.008357190011354376,0.008049634167799441,0.007551819193322068,,,,,
20,31012923869657.867,31012923869657.867,30167756171829.69,29684140683541.71,29290497214192.293,28950148822598.5,28365632359787.22,27864318167121.684,27419167820871.465,27015143344163.26,26642142038574.6,25658743901666.99,0.0018632983344375,0.0010438907997223,0.0011972999160401,0.0016686147428931,0.0020454061142825,0.0030204196144357,0.0041889344288621,0.0046305120975491,0.0053433369122555,0.0060899306199777,0.0082091015059831,0.0025333871104915445,0.0021017079918056215,0.001752163779327038,0.0011972999160401177,0.0010438907997223357,,0.0018724809516457164,,,
23,5114825744009.741,5114825744009.741,4982220554512.409,4910281140368.5205,4851067932850.568,4799151687135.478,4709106154098.215,4631236878362.654,4561696181892.678,4498226855925.883,4439464686893.497,4283759803636.269,0.0020704359170012,0.0009226982751382,0.00105222850792,0.001414474469919,0.0018366708673459,0.0027448773802941,0.0036355375706097,0.0044628485427315,0.0052447587593333,0.0059925550211169,0.0081041851100835,0.0024684579695999145,0.002038287282614057,0.001634735135699058,0.0015084436002388846,0.0009226982751382451,,0.0035909724154649103,,,
26,676199579056.1073,676199579056.1073,643605112162.7756,630370558761.0238,620127202334.3074,611453764270.3542,596888470073.9084,584612717362.1754,573779104983.4283,563996566542.6381,555006810211.8689,531469218271.1097,0.0015211815259023,0.0011730704968695,0.0015527173114802,0.0022230147082707,0.0028086280631772,0.003836385407595,0.0047615996939507,0.0056301415171507,0.0064337568508547,0.007217852295024,0.0093851251311648,0.0036572165441366086,0.0031749349780493194,0.0025772494328706527,0.0019774908523393503,0.0011730704968695438,,0.0012698331795909512,,,
30,55635883909.91644,55635883909.91644,53497151214.77239,52308382630.50084,51339943752.06056,50498482699.79,49048247878.09696,47801833253.04537,46695207686.327255,45691897217.00988,44772264380.91676,42378911159.38099,0.0035995642709211,0.0025636379268627,0.0031166131774511,0.0036781300574471,0.003654383263528,0.0045895566517092,0.0054444150106731,0.0062650542832669,0.0070287127428784,0.0077675065918927,0.0098714473281804,0.0045486947214829765,0.004115522640041572,0.0036197663555813525,0.0030655251078382066,0.0025636379268627607,,0.0031950976005462595,,,
