filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",17819.649814859404,14133.666150875528,22397.163289301727,5.22074829791597,2.2923637344311754,18.383723902537746,97416000.0,"(2.0, 0.5, 0.044)",0.0034768289176119,0.4,0.0,426.3534261642352,0.0,17819.649814859404,0.0001375975709538,0.0026633745850483,0.4,-0.02,438.7064841414794,0.0,270901,98.4331,0.0358965,0.0,85.8085,0.00855739,0.0,70.6374,0.00861914,0.0,0.0
1,"(2.0, 0.5, 0.065)",9613.998901525669,7362.58151978682,12698.829089903962,8.201643176584255,3.945241272346192,18.094728067045292,97416000.0,"(2.0, 0.5, 0.065)",0.0024520446744697,0.1,3.8,2.3395385791566696e-14,50.0,9320.73167217084,0.0001375975709538,0.0021380208150744,0.1,3.7,2.848330430500369e-14,25.0,406356,66.1107,0.0358274,0.0,58.0019,0.0103478,0.0,47.1357,0.00736178,0.0,0.0
2,"(2.0, 0.5, 0.096)",5046.436757298134,3639.541953593785,6941.209191421879,14.55716479645174,6.848337296216376,22.125475661153015,97416000.0,"(2.0, 0.5, 0.096)",0.0042644905952876,0.1,3.0,4.6885534796263095e-14,200.0,4244.786754183705,0.0001375975709538,0.0037590341462721,0.09,3.4,8.278913371723728e-17,150.0,135450,41.5232,0.0380818,0.0,36.6607,0.0133111,0.0,29.4021,0.00883101,0.0,0.0
3,"(2.0, 0.5, 0.141)",1729.8332841714628,1220.8148821036507,2365.25748345256,15.32941789761576,7.572455737484524,24.007472856608647,97416000.0,"(2.0, 0.5, 0.141)",0.0044073158851551,0.1,2.6,3.7299478525452684e-14,200.0,1419.7141753043231,0.0001375975709538,0.0041389911072385,0.09,3.0,6.578294095135022e-17,175.0,107023,23.2432,0.0407143,0.0,20.5556,0.0157465,0.0,16.3844,0.0111796,0.0,0.0
4,"(2.0, 0.5, 0.208)",404.0155458055259,281.8607468411368,555.3733259174845,15.687551110417758,7.403453538594,60.71471157209029,97416000.0,"(2.0, 0.5, 0.208)",0.0045524167161233,0.1,2.6,8.742077139338536e-15,200.0,339.3354871465396,0.0001375975709538,0.0038952603792439,0.09,3.0,1.5723225633690346e-17,150.0,120400,11.4029,0.0415157,0.0,10.0736,0.0163947,0.0,8.04066,0.0117775,0.0,0.0
5,"(2.0, 0.5, 0.306)",69.99768141064843,47.01194603621134,117.31954045552972,29.97617935314132,5.976962706978292,184.7012801721895,97416000.0,"(2.0, 0.5, 0.306)",0.0042615896650741,0.1,2.5,1.984647091771378e-15,100.0,59.183832303143326,0.0001375975709538,0.0040746577468265,0.09,2.9,3.4422158127880472e-18,100.0,107023,4.71408,0.0424107,0.0,4.16287,0.0169808,0.0,3.32791,0.0126631,0.0,0.0
6,"(2.0, 0.5, 0.45)",33.08913231058852,22.658989700809105,72.77329941476114,48.87599757178899,5.926790842971644,289.257781426906,97416000.0,"(2.0, 0.5, 0.45)",0.0039322483769825,0.1,2.6,7.400040764745577e-16,100.0,28.246008987971837,0.0001375975709538,0.0038518445450884,0.1,2.5,9.47190430403223e-16,75.0,120400,3.26741,0.0431191,0.0,2.88112,0.0174264,0.0,2.30917,0.0132632,0.0,0.0
7,"(2.0, 1.0, 0.044)",22268.46685407241,18051.94098854425,28577.94468864173,6.060725005405196,2.4361490167957904,35.173910409576166,97416000.0,"(2.0, 1.0, 0.044)",0.0037692405925174,0.3,0.4,27.656097452060088,0.0,22268.46685407241,0.0001375975709538,0.0028990605668071,0.38,0.0,377.0381402563025,0.0,214047,109.02,0.0366363,0.0,95.0401,0.00946422,0.0,78.0491,0.00883155,0.0,0.0
8,"(2.0, 1.0, 0.065)",10992.351838833943,8276.17778569553,14739.030290027566,9.817106045210556,3.6885638492002504,32.816410908870836,97416000.0,"(2.0, 1.0, 0.065)",0.0022873058988322,0.1,4.1,1.590382756738161e-14,50.0,10331.210280484813,0.0001375975709538,0.0022873058988322,0.1,4.1,1.590382756738161e-14,50.0,361203,71.755,0.0345454,0.0,62.662,0.00927632,0.0,51.2138,0.00575617,0.0,0.0
9,"(2.0, 1.0, 0.096)",6058.278152974794,4272.2737782994345,8400.331955666907,17.88733082556018,6.1494130153719535,38.6042996334148,97416000.0,"(2.0, 1.0, 0.096)",0.0034973506970178,0.1,3.5,2.0799853472805287e-14,200.0,4742.190611718667,0.0001375975709538,0.0034973506970178,0.1,3.5,2.0799853472805287e-14,200.0,152380,46.8633,0.0366048,0.0,41.168,0.0119634,0.0,33.2816,0.00705479,0.0,0.0
10,"(2.0, 1.0, 0.141)",2588.4419785368195,1780.6223244451696,3678.276731664971,18.88142516723305,8.077786012422937,32.666289566666165,97416000.0,"(2.0, 1.0, 0.141)",0.0050762073198437,0.1,2.8,3.4950923484030375e-14,200.0,1921.6409123548672,0.0001375975709538,0.0045798342914465,0.1,3.0,2.2128580823918073e-14,250.0,90298,28.4396,0.0390145,0.0,25.0379,0.0144986,0.0,20.1119,0.00895654,0.0,0.0
11,"(2.0, 1.0, 0.208)",701.1605966157001,482.1211456658505,971.9585062582404,15.83096872822494,7.000276383651901,44.14306267579402,97416000.0,"(2.0, 1.0, 0.208)",0.0045749311936627,0.1,2.8,9.78724427252815e-15,200.0,561.8632210918523,0.0001375975709538,0.0045749311936627,0.1,2.8,9.78724427252815e-15,200.0,90298,15.1786,0.0397978,0.0,13.3705,0.0154802,0.0,10.7168,0.00954505,0.0,0.0
12,"(2.0, 1.0, 0.306)",143.18810022439942,98.89982588706587,244.2273328966973,25.8051535122098,6.654957096343937,179.12416486804167,97416000.0,"(2.0, 1.0, 0.306)",0.0048121672121335,0.1,2.9,1.5987136116854489e-15,200.0,117.67242155157837,0.0001375975709538,0.0040576781038315,0.09,3.2,3.507687046945561e-18,150.0,107023,6.8741,0.0408275,0.0,6.06225,0.0159636,0.0,4.85126,0.0108288,0.0,0.0
13,"(2.0, 1.0, 0.45)",37.364078359463335,25.38881490731533,80.81443166213667,57.2273642928098,6.215368862098959,317.2110188238274,97416000.0,"(2.0, 1.0, 0.45)",0.0052001768076303,0.1,2.3,1.6087569967209625e-15,100.0,28.8128399764489,0.0001375975709538,0.0043894753740632,0.12,1.8,1.0540165689764832e-11,150.0,95132,3.31659,0.0435776,0.0,2.92817,0.018158,0.0,2.34232,0.0135635,0.0,0.0
14,"(3.0, 0.5, 0.044)",16054.87645139801,13110.8033303444,20187.676066856297,5.1865406507897855,2.4288378794404677,25.400701793534857,97416000.0,"(3.0, 0.5, 0.044)",0.0048841140382009,0.5,-0.4,2280.5222232099445,0.0,16054.87645139801,0.0001375975709538,0.0039016672104396,0.5,-0.42,2352.156067070735,0.0,120400,90.8476,0.0402185,0.0,79.4304,0.0125537,0.0,64.8386,0.0126261,0.0,0.0
15,"(3.0, 0.5, 0.065)",6784.055426653286,5247.568417874177,8803.062445051584,8.081644592403325,2.9370213609346982,35.84478827517799,97416000.0,"(3.0, 0.5, 0.065)",0.0021533123294634,0.3,0.1,13.691257294336632,0.0,6784.055426653286,0.0001375975709538,0.0021533123294634,0.3,0.1,13.691257294336632,0.0,380531,56.4951,0.0397461,0.0,49.559,0.0124469,0.0,40.1201,0.0122055,0.0,0.0
16,"(3.0, 0.5, 0.096)",3359.2172695191507,2391.139457596698,4607.142156243195,15.76114695730595,5.49373761698031,38.281385968701215,97416000.0,"(3.0, 0.5, 0.096)",0.0012191375431911,0.1,2.6,8.318212446048127e-14,50.0,3100.7004501580564,0.0001375975709538,0.0012191375431911,0.1,2.6,8.318212446048127e-14,50.0,1284291,34.4679,0.0417276,0.0,30.3463,0.0148133,0.0,24.3708,0.0138713,0.0,3.455495399999998e-126
