filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",24111.88829402033,19052.401644843205,30447.957447433404,5.579920560729827,2.075282994746964,14.19246063404869,136161000.0,"(2.0, 0.5, 0.044)",0.0035499701906055,1.1,-0.4,22051.155694366375,200.0,22016.318735981517,0.00011638590291587388,0.0029448825036880732,0.99,-0.4,19715.841656286088,125.0,224383
1,"(2.0, 0.5, 0.065)",11877.167756236777,8706.483887672897,16085.37980268836,10.964418280221514,5.169126760581655,17.98016261739327,136161000.0,"(2.0, 0.5, 0.065)",0.0059377536406508,0.5,-0.5,1653.8191885901144,200.0,9764.085897328547,0.00011638590291587388,0.004414104444471323,0.5,-0.46,1524.1143071504348,225.0,99726
2,"(2.0, 0.5, 0.096)",4272.713551058823,3134.622664779462,5762.139706824626,12.807588253034794,6.8521903870587995,22.106602037388267,136161000.0,"(2.0, 0.5, 0.096)",0.0042127381456766,0.3,-0.3,15.656528541751255,200.0,3603.6772169040287,0.00011638590291587388,0.003965931307059398,0.3,-0.31,16.311405472021736,175.0,112191
3,"(2.0, 0.5, 0.141)",1078.9326645583983,776.5054411751843,1487.4053945245928,14.176788584506902,6.5766980767489045,46.78859218342331,136161000.0,"(2.0, 0.5, 0.141)",0.0040138171543024,0.2,0.0,0.0137563573824108,50.0,1034.6410041726742,0.00011638590291587388,0.002769737353469859,0.2,-0.01,0.014535270512723065,25.0,252430
4,"(2.0, 0.5, 0.208)",218.2092374296753,150.5232195121832,373.6276881153317,26.42727055873376,6.84699297614982,183.2100277163214,136161000.0,"(2.0, 0.5, 0.208)",0.0030095085572773,0.1,1.4,1.2720186652954017e-13,0.0,218.2092374296753,0.00011638590291587388,0.002551676352976179,0.11,1.1,1.7606781156935663e-11,0.0,299181
5,"(2.0, 0.5, 0.306)",39.82094326182208,25.61052264986215,77.37143210454586,48.92218439540713,6.457623067753796,273.27715881148686,136161000.0,"(2.0, 0.5, 0.306)",0.0035062367263845,0.1,1.3,3.1503402429304824e-14,0.0,39.82094326182208,0.00011638590291587388,0.002876085805678774,0.09,1.6,7.516522931478036e-17,0.0,224383
6,"(2.0, 0.5, 0.45)",19.318296415708957,12.843037532045122,45.81048919523592,58.40416712166337,6.968505811703492,329.24190928807195,136161000.0,"(2.0, 0.5, 0.45)",0.0039770711013839,0.1,1.7,4.1032202141451016e-15,50.0,17.29808580838844,0.00011638590291587388,0.003890000611464328,0.09,2.0,9.915615651272047e-18,25.0,126214
7,"(2.0, 1.0, 0.044)",29661.968208881182,24103.13076908134,37590.66496390246,5.471542282321549,1.6460458317556534,19.096018151398123,136161000.0,"(2.0, 1.0, 0.044)",0.0014707491806146,0.5,0.7,1186.922847214515,50.0,28201.286849816883,0.00011638590291587388,0.001436022403336068,0.48,0.8,871.2421939047933,50.0,897543
8,"(2.0, 1.0, 0.065)",14517.11343786308,10519.183069678444,19456.750482597763,12.431845519428473,4.327866991380332,26.223461945452705,136161000.0,"(2.0, 1.0, 0.065)",0.0041056434746392,0.5,-0.1,1117.9333596170777,200.0,12100.94343125609,0.00011638590291587388,0.003226491019716504,0.38,0.2,154.6369036764094,175.0,179704
9,"(2.0, 1.0, 0.096)",6166.702256197297,4405.732677545718,8462.505196281652,15.420415339698916,6.941411434227848,28.879235475682595,136161000.0,"(2.0, 1.0, 0.096)",0.0045732155666798,0.1,2.4,2.412158452878525e-13,50.0,5561.438728223642,0.00011638590291587388,0.004194815693506104,0.1,2.5,1.864950742205916e-13,75.0,99726
10,"(2.0, 1.0, 0.141)",1821.148368404074,1333.737459521347,2560.804172447574,14.766413270845376,6.862524397461469,50.186729607610864,136161000.0,"(2.0, 1.0, 0.141)",0.0030830990993235,0.2,0.2,0.0132142810219368,100.0,1610.58341246199,0.00011638590291587388,0.0030830990993235,0.2,0.2,0.0132142810219368,100.0,199453
11,"(2.0, 1.0, 0.208)",408.8180671324572,282.7502704632588,676.8210459609626,21.98410607190852,6.298958690496851,165.4114011832204,136161000.0,"(2.0, 1.0, 0.208)",0.0038960846333245,0.2,0.1,0.0037506724452764,100.0,385.2946085195961,0.00011638590291587388,0.002339752461481437,0.2,0.0,0.005268682136982301,25.0,336577
12,"(2.0, 1.0, 0.306)",79.91926652878242,53.39881808786243,151.77831671909706,40.51867336723479,6.67268306462807,246.4552714692534,136161000.0,"(2.0, 1.0, 0.306)",0.0020298122464896,0.1,1.3,6.32262475239995e-14,0.0,79.91926652878242,0.00011638590291587388,0.0018802535001574139,0.11,1.1,6.4484943560126485e-12,0.0,531878
13,"(2.0, 1.0, 0.45)",22.026033928677723,14.871440033578356,46.19123197032062,56.27844296916215,6.903743040684508,302.67218867950254,136161000.0,"(2.0, 1.0, 0.45)",0.0045624686868898,0.1,1.5,8.205699974896557e-15,50.0,18.930491524216023,0.00011638590291587388,0.003913720214582916,0.09,1.9,1.4445715985598403e-17,50.0,126214
14,"(3.0, 0.5, 0.044)",20334.26163310914,16238.165767936664,25901.42948093296,7.280535927301646,2.117267798922052,26.6842367624828,136161000.0,"(3.0, 0.5, 0.044)",0.0019269723187865,1.3,-0.6,27321.276294821073,100.0,18464.37280702396,0.00011638590291587388,0.0018553568579228463,1.2,-0.58,24877.583245085214,100.0,531878
15,"(3.0, 0.5, 0.065)",8481.16852651321,6121.032400140659,11422.216330366744,12.501160532378858,4.617323279451217,37.20389295259823,136161000.0,"(3.0, 0.5, 0.065)",0.002916745836563,0.6,-0.6,2619.7551642380704,200.0,7346.156951307256,0.00011638590291587388,0.002248108604784839,0.55,-0.6,2086.645988143893,125.0,378648
16,"(3.0, 0.5, 0.096)",3215.5339280661833,2177.7020987245382,4597.423310594909,19.726913141041955,8.027047397009069,54.42834077146745,136161000.0,"(3.0, 0.5, 0.096)",0.0022918910996867,0.2,0.0,0.0378037609475325,100.0,2945.4864806008886,0.00011638590291587388,0.0018865140393544977,0.17,0.2,0.0011279088534177778,50.0,531878
17,"(3.0, 0.5, 0.141)",685.4049185011345,455.75568096980334,1133.2192854509174,29.33240582819547,9.674542135238903,173.38809747741325,136161000.0,"(3.0, 0.5, 0.141)",0.001143863736009,0.1,1.0,1.4404171474426306e-12,0.0,685.4049185011345,0.00011638590291587388,0.0011245329556370445,0.09,1.3,3.4702759822054658e-15,0.0,1514602
18,"(3.0, 0.5, 0.208)",99.86562679041884,56.79685615873512,297.2483449845007,140.2885574908984,8.708736764540086,492.2571611181387,136161000.0,"(3.0, 0.5, 0.208)",0.0037722993082812,0.1,1.2,8.599582264481321e-14,50.0,83.27193779873956,0.00011638590291587388,0.0025147619051660297,0.09,1.5,2.1628480648863307e-16,25.0,299181
19,"(3.0, 0.5, 0.306)",23.55986258743369,14.377484888895973,71.12696873704186,147.1505647739872,8.081915682557558,512.8111955280423,136161000.0,"(3.0, 0.5, 0.306)",0.0050552257762979,0.1,1.5,7.520028757518566e-15,100.0,17.348652898787048,0.00011638590291587388,0.004923708700580148,0.11,1.2,1.0408370584422808e-12,100.0,74794
20,"(3.0, 0.5, 0.45)",9.30091777009618,6.449947960710162,17.024380317214128,29.49538749144387,7.095403867044289,205.32726601916235,136161000.0,"(3.0, 0.5, 0.45)",0.0051745098299607,0.1,2.1,6.823947534697038e-16,100.0,8.09895345456225,0.00011638590291587388,0.004232107075777647,0.09,2.4,1.5833945684631828e-18,75.0,99726
21,"(3.0, 1.0, 0.044)",24402.94069481798,19464.555769122395,32189.65815691659,6.515335224886993,1.870830578633749,31.162164708123985,136161000.0,"(3.0, 1.0, 0.044)",0.0016651937980281,0.8,-0.2,11203.488712579454,100.0,23090.125027728925,0.00011638590291587388,0.0013015135764586905,0.62,0.0,4648.62146326256,50.0,1063757
22,"(3.0, 1.0, 0.065)",8900.258528887729,6529.348381513301,12443.740836607916,13.368952908398215,3.3368811128835216,54.466328351374706,136161000.0,"(3.0, 1.0, 0.065)",0.0016771815012389,0.6,-0.5,2529.658294208088,100.0,7959.229935786246,0.00011638590291587388,0.0012850369369380894,0.47,-0.3,732.1143140251604,75.0,1063757
23,"(3.0, 1.0, 0.096)",3508.70525172296,2396.3792547711287,5625.972484330107,27.1970151777406,7.108728546465839,117.09811998532574,136161000.0,"(3.0, 1.0, 0.096)",0.0018543128010126,0.2,0.2,0.0236367225824472,100.0,2880.891760441422,0.00011638590291587388,0.0017625457083765284,0.17,0.5,0.0004991629624314576,100.0,598362
24,"(3.0, 1.0, 0.141)",893.056330892022,555.217701784117,1612.8573386177582,36.16577508274547,9.753132952776385,214.55613782649417,136161000.0,"(3.0, 1.0, 0.141)",0.001530792367335,0.1,1.2,8.534196494505609e-13,50.0,787.1885352100794,0.00011638590291587388,0.001530792367335,0.1,1.2,8.534196494505609e-13,50.0,797817
25,"(3.0, 1.0, 0.208)",145.8257812444831,86.58781142169258,505.0654779569975,166.61276888327944,9.679995777557616,515.8268848560737,136161000.0,"(3.0, 1.0, 0.208)",0.0029074512346831,0.1,1.2,1.2780852436860408e-13,50.0,113.1661286080422,0.00011638590291587388,0.002667150426002185,0.09,1.6,2.1361015864344452e-16,75.0,265939
26,"(3.0, 1.0, 0.306)",30.76690778400487,17.820555550512722,112.6234157345676,227.65617641528445,8.488367245901866,578.4065183485569,136161000.0,"(3.0, 1.0, 0.306)",0.0055761209980557,0.1,1.4,1.2648627453850944e-14,100.0,21.054801998823446,0.00011638590291587388,0.005107783511936637,0.09,1.8,2.1551981952165333e-17,125.0,74794
27,"(3.0, 1.0, 0.45)",9.845392137767352,6.300230824696866,17.906879576056284,41.03443979541918,8.620204168626838,223.4288875979097,136161000.0,"(3.0, 1.0, 0.45)",0.0053603612635909,0.1,2.0,7.909733186248006e-16,200.0,7.121911576749765,0.00011638590291587388,0.005358755976611895,0.09,2.4,1.3923769498080357e-18,200.0,66484
28,"(4.0, 0.5, 0.044)",20059.09330714617,16158.861540741858,26044.702726396074,6.90198922610681,1.7806512502162175,27.23214806062816,136161000.0,"(4.0, 0.5, 0.044)",0.0018924421625508,0.8,-0.1,8399.83020758322,100.0,18581.82444263971,0.00011638590291587388,0.0017895103746798924,0.65,0.1,4008.5428196288526,75.0,598362
29,"(4.0, 0.5, 0.065)",6728.662667856983,5053.827122658659,9228.108566896331,10.74507477537428,3.385881767137788,47.9858384830698,136161000.0,"(4.0, 0.5, 0.065)",0.0019775636195172,0.6,-0.5,1954.5156988777564,100.0,6268.8327786850305,0.00011638590291587388,0.001453857504190692,0.42,-0.2,272.22664019670094,50.0,897543
