band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,68.1864,56.220238,88.22938,76.02586,21.167334,267.61484,7277440.0,0.001992246948896992,0.4,-1.0,10.988543113950442,75.0,53.62099,0.0005034104599250908
3,27.385593,22.963741,34.279808,59.061726,20.656347,200.8648,7277440.0,0.0039444665596932715,0.3,-1.0,1.0300923145597254,0.0,27.385593,0.0005034104599250908
4,15.450018,12.18226,22.750885,160.87462,29.82191,604.6686,7277440.0,0.004475994247695625,0.3,-1.0,0.38176406220757875,150.0,10.149416,0.0005034104599250908
5,6.5922914,4.5584927,14.222229,817.1129,46.41631,2093.8857,29109760.0,0.0028722242194079983,0.1,-0.1,1.1796794517228724e-12,25.0,4.8975415,0.00025171095765658043
6,1.8142282,1.2577187,3.7562332,699.2556,45.621788,1876.3179,14554880.0,0.0026821529765157504,0.1,0.1,1.0317906887617309e-13,50.0,1.2238767,0.00035596969516627104
7,0.50236,0.36744073,0.83024925,295.0453,45.852585,958.6178,14554880.0,0.002860375285195272,0.1,0.3,1.027281300033659e-14,100.0,0.3144877,0.00035596969516627104
8,0.20640315,0.13925773,0.42928034,722.3976,55.881508,1941.6937,14554880.0,0.0038740697300428378,0.1,0.6,8.595398331035517e-16,200.0,0.09371335,0.00035596969516627104
9,0.13840204,0.082114376,0.3516837,1439.9055,84.4363,3123.8909,14782300.0,0.0029620623231211285,0.1,0.2,2.7987922857442298e-15,150.0,0.05394735,0.0003532209410687339
