filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",56504.473,44910.99,68505.58,4.4635496,2.6625092,8.7798,65536000.0,"(2.0, 0.5, 0.044)",0.0075330703483261,0.8,-1.0,85014.51256410714,0.0,56504.47265625,0.0001677585889693,0.0072355661007059,0.81,-1.0,86642.30247167467,0.0,36000,145.152,0.0597815,0.0,123.839,0.0345151,0.0,99.0295,0.0383387,0.0,0.0
1,"(2.0, 0.5, 0.065)",22145.58,17490.322,27941.785,5.559312,3.294965,10.666305,65536000.0,"(2.0, 0.5, 0.065)",0.0047999808950324,1.0,-1.1,53338.31542968752,50.0,22145.580078125,0.0001677585889693,0.0039869126366373,0.9,-1.09,48362.23222935551,0.0,121500,82.8345,0.0647977,0.0,70.9249,0.0392372,0.0,56.1152,0.0421024,0.0,0.0
2,"(2.0, 0.5, 0.096)",7965.91,6234.1777,10095.481,7.1502085,3.8303425,15.639308,65536000.0,"(2.0, 0.5, 0.096)",0.0041971091890347,0.8,-1.1,14699.127614210583,50.0,7965.91015625,0.0001677585889693,0.0035353542974742,0.76,-1.1,14238.672769806351,0.0,144000,45.7719,0.0679468,0.0,39.0588,0.0428853,0.0,30.7557,0.045495,0.0,0.0
3,"(2.0, 0.5, 0.141)",3231.1143,2453.8948,4167.673,8.567645,4.6815004,22.268137,65536000.0,"(2.0, 0.5, 0.141)",0.0042097428719335,0.7,-1.1,4792.327319148805,50.0,3231.1142578125,0.0001677585889693,0.0038469341106134,0.6,-1.08,3449.780237608164,0.0,128000,27.5194,0.0696688,0.0,23.5421,0.0445784,0.0,18.4211,0.0466663,0.0,0.0
4,"(2.0, 0.5, 0.208)",1328.8243,984.11316,1681.465,9.382234,5.4788094,24.889473,65536000.0,"(2.0, 0.5, 0.208)",0.0047558713906846,0.6,-1.1,1434.1623790596984,50.0,1328.8243408203125,0.0001677585889693,0.0036788753739743,0.57,-1.1,1334.7021264242387,0.0,144000,16.5097,0.0720345,0.0,14.1817,0.0468365,0.0,11.0346,0.048316,0.0,0.0
5,"(2.0, 0.5, 0.306)",550.4279,406.7023,713.3895,10.480392,5.5645366,23.63566,65536000.0,"(2.0, 0.5, 0.306)",0.0076065929602794,0.5,-1.1,361.3039652506511,50.0,550.4279174804688,0.0001677585889693,0.0075972745466522,0.46,-1.1,289.256737452799,0.0,32000,9.86136,0.0764455,0.0,8.40662,0.0518821,0.0,6.54414,0.0537335,0.0,0.0
6,"(2.0, 0.5, 0.45)",346.80435,254.86658,454.4991,10.562816,6.136742,23.673801,65536000.0,"(2.0, 0.5, 0.45)",0.0120344479565163,0.8,-1.2,781.8302548133944,200.0,291.3460388183594,0.0001677585889693,0.0120320803585511,0.75,-1.2,705.9953250619402,225.0,12811,7.32704,0.0811538,0.0,6.23553,0.0568674,0.0,4.83522,0.0584653,0.0,0.0
7,"(2.0, 1.0, 0.044)",78932.836,63857.81,97946.1,5.3749666,3.0093865,14.306604,65536000.0,"(2.0, 1.0, 0.044)",0.0056310400842158,0.7,-0.9,72606.92831880279,50.0,78932.8359375,0.0001677585889693,0.0044483229359577,0.7,-0.92,78651.8806883433,0.0,96000,176.411,0.0523212,0.0,151.192,0.0266582,0.0,121.066,0.0305648,0.0,0.0
8,"(2.0, 1.0, 0.065)",30041.525,23313.432,37536.09,6.876506,3.6433752,15.1910515,65536000.0,"(2.0, 1.0, 0.065)",0.003606144662173,0.7,-1.0,35856.12968169285,0.0,30041.525390625,0.0001677585889693,0.0022452763416103,0.7,-1.01,36741.13818236473,0.0,384000,98.6527,0.0583331,0.0,84.4425,0.0328532,0.0,67.1879,0.0362311,0.0,2.1485097999999996e-287
9,"(2.0, 1.0, 0.096)",11469.051,8900.052,14682.279,8.250266,4.3516183,23.149244,65536000.0,"(2.0, 1.0, 0.096)",0.0033444185780878,0.9,-1.1,24435.6494311416,50.0,11469.05078125,0.0001677585889693,0.0022088743851829,0.7,-1.07,16404.194808463457,0.0,384000,56.4041,0.0631349,0.0,47.8706,0.0385442,0.0,37.9979,0.0418852,0.0,3.645599699999999e-278
10,"(2.0, 1.0, 0.141)",4462.4434,3374.4111,5946.2026,10.814595,5.075714,40.132824,65536000.0,"(2.0, 1.0, 0.141)",0.0037215732862208,0.5,-1.0,2231.2216796875,0.0,4300.86083984375,0.0001677585889693,0.002146736749513,0.6,-1.05,4196.638265586834,25.0,384000,33.0578,0.0649433,0.0,28.2397,0.0397721,0.0,22.2752,0.0425154,0.0,9.291304999999997e-263
11,"(2.0, 1.0, 0.208)",1818.1088,1310.6132,2446.1787,11.66352,5.6086955,40.47784,65536000.0,"(2.0, 1.0, 0.208)",0.0035672249069255,0.6,-1.1,2067.74091298502,0.0,1749.2196044921875,0.0001677585889693,0.0027760047695953,0.6,-1.09,1926.8868962728416,25.0,243000,19.6543,0.0688818,0.0,16.8169,0.043714,0.0,13.2066,0.0460285,0.0,0.0
12,"(2.0, 1.0, 0.306)",762.4244,541.1085,1034.1337,13.610855,6.35502,43.26357,65536000.0,"(2.0, 1.0, 0.306)",0.0064654907153393,0.5,-1.1,529.4613732231988,0.0,762.4243774414062,0.0001677585889693,0.006458440153985,0.48,-1.1,464.0591696659191,0.0,45562,11.739,0.0734917,0.0,9.98749,0.0489246,0.0,7.82216,0.0512044,0.0,0.0
13,"(2.0, 1.0, 0.45)",385.89188,283.89017,523.6054,15.397686,7.341062,51.135696,65536000.0,"(2.0, 1.0, 0.45)",0.010000987022625,0.8,-1.2,830.4954096026166,200.0,332.7707214355469,0.0001677585889693,0.0099971231365187,0.71,-1.2,742.5575777182299,125.0,18000,7.33213,0.0809841,0.0,6.2359,0.056533,0.0,4.86166,0.0585174,0.0,0.0
14,"(3.0, 0.5, 0.044)",54611.496,43830.477,68225.84,5.8426104,3.3512216,13.24751,65536000.0,"(3.0, 0.5, 0.044)",0.0050903690952792,0.7,-1.0,65181.673053787104,0.0,54611.49609375,0.0001677585889693,0.003970172049734,0.8,-1.04,90187.1489116849,0.0,121500,133.882,0.0611151,0.0,114.903,0.0353781,0.0,90.8858,0.0381688,0.0,0.0
15,"(3.0, 0.5, 0.065)",20051.635,15301.119,26173.47,8.327031,4.237464,31.902897,65536000.0,"(3.0, 0.5, 0.065)",0.005280807613646,0.9,-1.1,41288.723483170885,100.0,20051.634765625,0.0001677585889693,0.0038222401609221,0.7,-1.07,28679.8732691304,0.0,128000,73.0826,0.0650129,0.0,62.6933,0.0396338,0.0,49.3217,0.0420261,0.0,0.0
16,"(3.0, 0.5, 0.096)",7543.658,5791.975,9827.254,10.051375,5.1577287,31.161493,65536000.0,"(3.0, 0.5, 0.096)",0.0059439223632338,0.6,-1.1,8103.616261253391,50.0,7543.658203125,0.0001677585889693,0.0050772550337448,0.5,-1.07,4715.965368295199,0.0,72000,38.8044,0.0730974,0.0,33.2264,0.0480036,0.0,26.0282,0.0499879,0.0,0.0
17,"(3.0, 0.5, 0.141)",3029.6753,2226.6934,4048.9788,11.869856,6.099657,42.95454,65536000.0,"(3.0, 0.5, 0.141)",0.0053231396519451,0.4,-1.0,620.8709893352168,0.0,3029.67529296875,0.0001677585889693,0.0048051447414911,0.5,-1.08,1960.193641931128,0.0,81000,23.622,0.0734648,0.0,20.3244,0.0479709,0.0,15.8948,0.0495845,0.0,0.0
18,"(3.0, 0.5, 0.208)",1278.9551,912.78687,1790.4606,13.163214,6.759455,46.13346,65536000.0,"(3.0, 0.5, 0.208)",0.0045740578713334,0.5,-1.1,829.4323391384551,50.0,1278.955078125,0.0001677585889693,0.0040198993226593,0.4,-1.03,292.08939989078425,0.0,115327,14.7331,0.0733065,0.0,12.7047,0.0479403,0.0,9.8648,0.0491694,0.0,0.0
19,"(3.0, 0.5, 0.306)",570.0337,423.46823,770.7787,14.327629,7.225086,52.971577,65536000.0,"(3.0, 0.5, 0.306)",0.0070492863828433,0.5,-1.1,326.70902676052526,200.0,507.0919494628906,0.0001677585889693,0.0049223784908647,0.6,-1.16,709.7816793188831,100.0,76885,9.15767,0.0783735,0.0,7.81762,0.0538666,0.0,6.05836,0.0552713,0.0,0.0
